739,Alex Shestopaloff,The Alan Turing Institute / University of Edinburgh,Arnaud Doucet,Oxford University,Replica Conditional Sequential Monte Carlo
740,Alireza Rezaei,University of Washington,Shayan Oveis Gharan,University of Washington,A Polynomial Time MCMC Method for  Sampling from Continuous Determinantal Point Processes
741,Hongyu Ren,Stanford University,Stefano Ermon,Stanford University,Adaptive Antithetic Sampling for Variance Reduction
742,Amir Taghvaei,University of Illinois at Urbana-Champaign,Prashant Mehta,University of Illinois at Urbana-CHampaign,Accelerated Flow for Probability Distributions
743,Tai Yasuda,Carnegie Mellon University,Manuel Fernandez,Carnegie Mellon University,Tight Kernel Query Complexity of Kernel Ridge Regression and Kernel $k$-means Clustering
744,Kenneth  Clarkson,IBM Research,David Woodruff,Carnegie Mellon University,Dimensionality Reduction for Tukey Regression
745,Naman Agarwal,Google AI Princeton,Yi Zhang,Princeton University,Efficient Full-Matrix Adaptive Regularization
746,Ashok Makkuva,UIUC,Sewoong Oh,University of Washington,Breaking the gridlock in Mixture-of-Experts: Consistent and Efficient Algorithms
747,Quanming Yao,4Paradigm,Bo Han,RIKEN-AIP,Efficient Nonconvex Regularized Tensor Completion with Structure-aware Proximal Iterations
748,Ashish Katiyar,The University of Texas at Austin,Constantine Caramanis,University of Texas,Robust Estimation of Tree Structured Gaussian Graphical Models
749,Sejun Park,KAIST,Jinwoo Shin,"KAIST, AITRICS",Spectral Approximate Inference
750,Sinong Geng,Princeton University,Sanmi Koyejo,Illinois / Google,Partially Linear Additive Gaussian Graphical Models
751,Yue Yu,Lehigh University,Mo Yu,IBM T. J. Watson,DAG-GNN: DAG Structure Learning with Graph Neural Networks
752,Uthsav Chitra,Princeton University,Benjamin Raphael,Princeton University,Random Walks on Hypergraphs with Edge-Dependent Vertex Weights
753,Xiaojie Wang,University of Melbourne,Jianzhong Qi,The University of Melbourne,Doubly Robust Joint Learning for Recommendation on Data Missing Not at Random
754,Kubilay Atasu,IBM Research - Zurich,Thomas Mittelholzer,"HSR Univ. Applied Sciences, Rapperswil, Switzerland",Linear-Complexity Data-Parallel Earth Mover's Distance Approximations
755,Francisco Vargas,Babylon Health,Nils Hammerla,Babylon Health,Model Comparison for Semantic Grouping
756,Xiaoshuang Chen,Tsinghua Univerisity,Junzhou Huang,University of Texas at Arlington / Tencent AI Lab,RaFM: Rank-Aware Factorization Machines
757,Yi Su,Cornell University,Thorsten Joachims,Cornell,CAB: Continuous Adaptive Blending for Policy Evaluation and Learning
758,Szu-Wei Fu,National Taiwan University,Shou-De Lin,National Taiwan University,MetricGAN: Generative Adversarial Networks based Black-box Metric Scores Optimization for Speech Enhancement
