479,Nidham Gazagnadou,Télécom ParisTech,Joseph Salmon,Université de Montpellier,Optimal Mini-Batch and Step Sizes for SAGA
480,Huizhuo Yuan,Peking University,Qingyun Sun,Stanford University,Differential Inclusions for Modeling Nonsmooth ADMM Variants: A Continuous Limit Theory
481,Hao Song,University of Bristol,Peter Flach,University of Bristol,Distribution calibration for regression
482,Ian Walker,Imperial College London,Ben Glocker,Imperial College London,Graph Convolutional Gaussian Processes
483,Ahsan Alvi,University of Oxford,Michael A Osborne,U Oxford,Asynchronous Batch Bayesian Optimisation with Improved Local Penalisation
484,David John,"Corporate Research, Robert Bosch GmbH",Michael Schober,Bosch Center for Artificial Intelligence,GOODE: A Gaussian Off-The-Shelf Ordinary Differential Equation Solver
485,Alessandro Davide Ialongo,University of Cambirdge; Max Planck Tübingen,Carl E Rasmussen,Cambridge University,Overcoming Mean-Field Approximations in Recurrent Gaussian Process Models
486,Gabriele Abbati,University of Oxford,Stefan Bauer,MPI for Intelligent Systems,AReS and MaRS - Adversarial and MMD-Minimizing Regression for SDEs
487,William Wilkinson,Queen Mary University of London,Arno Solin,Aalto University,End-to-End Probabilistic Inference for Nonstationary Audio Analysis
488,Hugh Salimbeni,Imperial College,Marc P Deisenroth,Imperial College London and PROWLER.io,Deep Gaussian Processes with Importance-Weighted Variational Inference
489,Henry Chai,Washington University in St. Louis,Roman Garnett,Washington University in St. Louis,Automated Model Selection with Bayesian Quadrature
490,Fadhel Ayed,University of Oxford,Francois Caron,Oxford,Beyond the Chinese Restaurant and Pitman-Yor processes: Statistical Models with double power-law behavior
491,Andrew R Lawrence,University of Bath,Neill Campbell,University of Bath,DP-GP-LVM: A Bayesian Non-Parametric Model for Learning Multivariate Dependency Structures
492,Aonan Zhang,Columbia University,John Paisley,Columbia University,Random Function Priors for Correlation Modeling
493,Kai Xu,University of Edinburgh,Charles Sutton,Google,Variational Russian Roulette for Deep Bayesian Nonparametrics
494,JUNLIANG DU,Florida State University,Tony Linero,Florida State University,Incorporating Grouping Information into Bayesian Decision Tree Ensembles
495,Chao Ma,University of Cambridge,Jose Miguel Hernandez-Lobato,University of Cambridge,Variational Implicit Processes
496,Anh Tong,Ulsan National Institute of Science and Technology,Jaesik Choi,Ulsan National Institute of Science and Technology,Discovering Latent Covariance Structures for Multiple Time Series
497,Jiaxin Shi,Tsinghua University,Jun Zhu,Tsinghua University,Scalable Training of Inference Networks for Gaussian-Process Models
498,Zhongxiang Dai,National University of Singapore,Patrick Jaillet ,MIT,Bayesian Optimization Meets Bayesian Optimal Stopping
