,year,first-author,first-author-affiliation,last-author,last-author-affiliation,journal/conference,title,number-of-authors,paper-url,DBLP-url
0,2015,Emmanuel Abbe,nan,Colin Sandon,nan,NIPS,Recovering Communities in the General Stochastic Block Model Without Knowing the Parameters.,2,https://proceedings.neurips.cc/paper/2015/hash/cfee398643cbc3dc5eefc89334cacdc1-Abstract.html,https://dblp.org/rec/conf/nips/AbbeS15
1,2015,Abbas Abdolmaleki,nan,Gerhard Neumann,"Karlsruhe Institute of Technology, Institute for Anthropomatics and Robotics, Germany",NIPS,Model-Based Relative Entropy Stochastic Search.,6,https://proceedings.neurips.cc/paper/2015/hash/36ac8e558ac7690b6f44e2cb5ef93322-Abstract.html,https://dblp.org/rec/conf/nips/AbdolmalekiLPLR15
2,2015,Jacob D. Abernethy,"University of Michigan, Department of Electrical Engineering and Computer Science",Ambuj Tewari,nan,NIPS,Fighting Bandits with a New Kind of Smoothness.,3,https://proceedings.neurips.cc/paper/2015/hash/5caf41d62364d5b41a893adc1a9dd5d4-Abstract.html,https://dblp.org/rec/conf/nips/AbernethyLT15
3,2015,Jayadev Acharya,nan,Gautam Kamath 0001,"Manipal Institute of Technology, Department of Instrumentation and Control Engineering, India",NIPS,Optimal Testing for Properties of Distributions.,3,https://proceedings.neurips.cc/paper/2015/hash/1f36c15d6a3d18d52e8d493bc8187cb9-Abstract.html,https://dblp.org/rec/conf/nips/AcharyaDK15
4,2015,Ehsan Adeli-Mosabbeb,"Technical University of Braunschweig, Institute of Scientific Computing, Braunschweig, Germany",Dinggang Shen,"ShanghaiTech University, School of Biomedical Engineering, Shanghai, China",NIPS,Robust Feature-Sample Linear Discriminant Analysis for Brain Disorders Diagnosis.,5,https://proceedings.neurips.cc/paper/2015/hash/51d92be1c60d1db1d2e5e7a07da55b26-Abstract.html,https://dblp.org/rec/conf/nips/Adeli-MosabbebT15
5,2015,Hadi Mohasel Afshar,nan,Justin Domke,nan,NIPS,"Reflection, Refraction, and Hamiltonian Monte Carlo.",2,https://proceedings.neurips.cc/paper/2015/hash/8303a79b1e19a194f1875981be5bdb6f-Abstract.html,https://dblp.org/rec/conf/nips/AfsharD15
6,2015,Sungsoo Ahn,nan,Jinwoo Shin,nan,NIPS,Minimum Weight Perfect Matching via Blossom Belief Propagation.,4,https://proceedings.neurips.cc/paper/2015/hash/dc5689792e08eb2e219dce49e64c885b-Abstract.html,https://dblp.org/rec/conf/nips/AhnPCS15
7,2015,Ibrahim M. Alabdulmohsin,"King Abdullah University of Science & Technology, Computer, Electrical and Mathematical Sciences & Engineering Division",Ibrahim M. Alabdulmohsin,"King Abdullah University of Science & Technology, Computer, Electrical and Mathematical Sciences & Engineering Division",NIPS,Algorithmic Stability and Uniform Generalization.,1,https://proceedings.neurips.cc/paper/2015/hash/6512bd43d9caa6e02c990b0a82652dca-Abstract.html,https://dblp.org/rec/conf/nips/Alabdulmohsin15
8,2015,Ahmed El Alaoui,nan,Michael W. Mahoney,"University of California, Berkeley, Department of Statistics",NIPS,Fast Randomized Kernel Ridge Regression with Statistical Guarantees.,2,https://proceedings.neurips.cc/paper/2015/hash/f3f27a324736617f20abbf2ffd806f6d-Abstract.html,https://dblp.org/rec/conf/nips/AlaouiM15
9,2015,Dan Alistarh,"MIT Computer Science and Artificial Intelligence Laboratory, Cambridge, USA",Milan Vojnovic,nan,NIPS,Streaming Min-max Hypergraph Partitioning.,3,https://proceedings.neurips.cc/paper/2015/hash/83f97f4825290be4cb794ec6a234595f-Abstract.html,https://dblp.org/rec/conf/nips/AlistarhIV15
10,2015,Oren Anava,nan,Shie Mannor,nan,NIPS,Online Learning for Adversaries with Memory - Price of Past Mistakes.,3,https://proceedings.neurips.cc/paper/2015/hash/38913e1d6a7b94cb0f55994f679f5956-Abstract.html,https://dblp.org/rec/conf/nips/AnavaHM15
11,2015,Alexandr Andoni,nan,Ludwig Schmidt,nan,NIPS,Practical and Optimal LSH for Angular Distance.,5,https://proceedings.neurips.cc/paper/2015/hash/2823f4797102ce1a1aec05359cc16dd9-Abstract.html,https://dblp.org/rec/conf/nips/AndoniILRS15
12,2015,Jacob Andreas,nan,Dan Klein,nan,NIPS,On the Accuracy of Self-Normalized Log-Linear Models.,4,https://proceedings.neurips.cc/paper/2015/hash/4a08142c38dbe374195d41c04562d9f8-Abstract.html,https://dblp.org/rec/conf/nips/AndreasRJK15
13,2015,Yossi Arjevani,nan,Ohad Shamir,nan,NIPS,Communication Complexity of Distributed Convex Learning and Optimization.,2,https://proceedings.neurips.cc/paper/2015/hash/7fec306d1e665bc9c748b5d2b99a6e97-Abstract.html,https://dblp.org/rec/conf/nips/ArjevaniS15
14,2015,Megasthenis Asteris,nan,Alexandros G. Dimakis,"University of Texas at Austin, USA",NIPS,Orthogonal NMF through Subspace Exploration.,3,https://proceedings.neurips.cc/paper/2015/hash/eae27d77ca20db309e056e3d2dcd7d69-Abstract.html,https://dblp.org/rec/conf/nips/AsterisPD15
15,2015,Megasthenis Asteris,nan,Alexandros G. Dimakis,"University of Texas at Austin, USA",NIPS,Sparse PCA via Bipartite Matchings.,4,https://proceedings.neurips.cc/paper/2015/hash/2b8a61594b1f4c4db0902a8a395ced93-Abstract.html,https://dblp.org/rec/conf/nips/AsterisPKD15
16,2015,Julien Audiffren,nan,Liva Ralaivola,nan,NIPS,Cornering Stationary and Restless Mixing Bandits with Remix-UCB.,2,https://proceedings.neurips.cc/paper/2015/hash/4888241374e8c62ddd9b4c3cfd091f96-Abstract.html,https://dblp.org/rec/conf/nips/AudiffrenR15
17,2015,Pranjal Awasthi,nan,Andrej Risteski,nan,NIPS,On some provably correct cases of variational inference for topic models.,2,https://proceedings.neurips.cc/paper/2015/hash/68a83eeb494a308fe5295da69428a507-Abstract.html,https://dblp.org/rec/conf/nips/AwasthiR15
18,2015,Jimmy Ba,nan,Brendan J. Frey,"University of Toronto, Department of Electrical and Computer Engineering",NIPS,Learning Wake-Sleep Recurrent Attention Models.,4,https://proceedings.neurips.cc/paper/2015/hash/db1915052d15f7815c8b88e879465a1e-Abstract.html,https://dblp.org/rec/conf/nips/BaSGF15
19,2015,Philip Bachman,nan,Doina Precup,"McGill University, Montreal, Canada",NIPS,Data Generation as Sequential Decision Making.,2,https://proceedings.neurips.cc/paper/2015/hash/09b15d48a1514d8209b192a8b8f34e48-Abstract.html,https://dblp.org/rec/conf/nips/BachmanP15
20,2015,Sohail Bahmani,nan,Justin K. Romberg,"Georgia Institute of Technology, Atlanta, School of Electrical and Computer Engineering",NIPS,Efficient Compressive Phase Retrieval with Constrained Sensing Vectors.,2,https://proceedings.neurips.cc/paper/2015/hash/cf004fdc76fa1a4f25f62e0eb5261ca3-Abstract.html,https://dblp.org/rec/conf/nips/BahmaniR15
21,2015,Anoop Korattikara Balan,"University of California, Irvine, USA",Max Welling,"University of Amsterdam, Informatics Institute, The Netherlands",NIPS,Bayesian dark knowledge.,4,https://proceedings.neurips.cc/paper/2015/hash/af3303f852abeccd793068486a391626-Abstract.html,https://dblp.org/rec/conf/nips/BalanRMW15
22,2015,Akshay Balsubramani,nan,Yoav Freund,"University of California, San Diego, USA",NIPS,Scalable Semi-Supervised Aggregation of Classifiers.,2,https://proceedings.neurips.cc/paper/2015/hash/ce78d1da254c0843eb23951ae077ff5f-Abstract.html,https://dblp.org/rec/conf/nips/BalsubramaniF15
23,2015,Siddhartha Banerjee,nan,Peter Lofgren,nan,NIPS,Fast Bidirectional Probability Estimation in Markov Models.,2,https://proceedings.neurips.cc/paper/2015/hash/ede7e2b6d13a41ddf9f4bdef84fdc737-Abstract.html,https://dblp.org/rec/conf/nips/BanerjeeL15
24,2015,Rémi Bardenet,nan,Michalis K. Titsias,nan,NIPS,Inference for determinantal point processes without spectral knowledge.,2,https://proceedings.neurips.cc/paper/2015/hash/2f25f6e326adb93c5787175dda209ab6-Abstract.html,https://dblp.org/rec/conf/nips/BardenetT15
25,2015,Elias Bareinboim,nan,Judea Pearl,Turing Award,NIPS,Bandits with Unobserved Confounders - A Causal Approach.,3,https://proceedings.neurips.cc/paper/2015/hash/795c7a7a5ec6b460ec00c5841019b9e9-Abstract.html,https://dblp.org/rec/conf/nips/BareinboimFP15
26,2015,Jessa Bekker,nan,Guy Van den Broeck,"University of California, Los Angeles, Computer Science Department",NIPS,Tractable Learning for Complex Probability Queries.,5,https://proceedings.neurips.cc/paper/2015/hash/bb7946e7d85c81a9e69fee1cea4a087c-Abstract.html,https://dblp.org/rec/conf/nips/BekkerDCDB15
27,2015,Samy Bengio,"Google, Inc.",Noam Shazeer,nan,NIPS,Scheduled Sampling for Sequence Prediction with Recurrent Neural Networks.,4,https://proceedings.neurips.cc/paper/2015/hash/e995f98d56967d946471af29d7bf99f1-Abstract.html,https://dblp.org/rec/conf/nips/BengioVJS15
28,2015,Mathias Berglund,nan,Juha Karhunen,"Aalto University, Department of Computer Science",NIPS,Bidirectional Recurrent Neural Networks as Generative Models.,6,https://proceedings.neurips.cc/paper/2015/hash/c75b6f114c23a4d7ea11331e7c00e73c-Abstract.html,https://dblp.org/rec/conf/nips/BerglundRHKVK15
29,2015,Alina Beygelzimer,nan,Haipeng Luo,nan,NIPS,Online Gradient Boosting.,4,https://proceedings.neurips.cc/paper/2015/hash/0a1bf96b7165e962e90cb14648c9462d-Abstract.html,https://dblp.org/rec/conf/nips/BeygelzimerHKL15
30,2015,Kush Bhatia,nan,Purushottam Kar,nan,NIPS,Robust Regression via Hard Thresholding.,3,https://proceedings.neurips.cc/paper/2015/hash/1be3bc32e6564055d5ca3e5a354acbef-Abstract.html,https://dblp.org/rec/conf/nips/BhatiaJK15
31,2015,Kush Bhatia,nan,Prateek Jain 0002,"Indian Institute of Technology Indore, Madhya Pradesh, India",NIPS,Sparse Local Embeddings for Extreme Multi-label Classification.,5,https://proceedings.neurips.cc/paper/2015/hash/35051070e572e47d2c26c241ab88307f-Abstract.html,https://dblp.org/rec/conf/nips/BhatiaJKVJ15
32,2015,Bhaswar B. Bhattacharya,nan,Gregory Valiant,"University of California, Berkeley, USA",NIPS,Testing Closeness With Unequal Sized Samples.,2,https://proceedings.neurips.cc/paper/2015/hash/5cce8dede893813f879b873962fb669f-Abstract.html,https://dblp.org/rec/conf/nips/BhattacharyaV15
33,2015,Sebastian Bitzer,nan,Stefan J. Kiebel,nan,NIPS,The Brain Uses Reliability of Stimulus Information when Making Perceptual Decisions.,2,https://proceedings.neurips.cc/paper/2015/hash/fae0b27c451c728867a567e8c1bb4e53-Abstract.html,https://dblp.org/rec/conf/nips/BitzerK15
34,2015,Avrim Blum,"Toyota Technological Institute at Chicago, IL, USA",Ariel D. Procaccia,"Carnegie Mellon University, Pittsburgh, USA",NIPS,Variational Dropout and the Local Reparameterization Trick.,3,https://proceedings.neurips.cc/paper/2015/hash/bc7316929fe1545bf0b98d114ee3ecb8-Abstract.html,https://dblp.org/rec/conf/nips/BlumHP15
35,2015,Christian Borgs,Microsoft Research,Adam D. Smith,"Boston University, Department of Computer Science, Boston, MA, USA",NIPS,Private Graphon Estimation for Sparse Graphs.,3,https://proceedings.neurips.cc/paper/2015/hash/7250eb93b3c18cc9daa29cf58af7a004-Abstract.html,https://dblp.org/rec/conf/nips/BorgsCS15
36,2015,Ralph Bourdoukan,nan,Sophie Denève,"École Normale Supérieure, Group for Neural Theory",NIPS,Enforcing balance allows local supervised learning in spiking recurrent networks.,2,https://proceedings.neurips.cc/paper/2015/hash/3871bd64012152bfb53fdf04b401193f-Abstract.html,https://dblp.org/rec/conf/nips/BourdoukanD15
37,2015,François-Xavier Briol,nan,Michael A. Osborne,nan,NIPS,Frank-Wolfe Bayesian Quadrature - Probabilistic Integration with Theoretical Guarantees.,4,https://proceedings.neurips.cc/paper/2015/hash/ba3866600c3540f67c1e9575e213be0a-Abstract.html,https://dblp.org/rec/conf/nips/BriolOGO15
38,2015,Noam Brown,nan,Tuomas Sandholm,"Carnegie Mellon University, Pittsburgh, USA",NIPS,Regret-Based Pruning in Extensive-Form Games.,2,https://proceedings.neurips.cc/paper/2015/hash/c54e7837e0cd0ced286cb5995327d1ab-Abstract.html,https://dblp.org/rec/conf/nips/BrownS15
39,2015,Sébastien Bubeck,nan,Joseph Lehec,nan,NIPS,Finite-Time Analysis of Projected Langevin Monte Carlo.,3,https://proceedings.neurips.cc/paper/2015/hash/c0f168ce8900fa56e57789e2a2f2c9d0-Abstract.html,https://dblp.org/rec/conf/nips/BubeckEL15
40,2015,Róbert Busa-Fekete,nan,Eyke Hüllermeier,"Paderborn University, Germany",NIPS,Online F-Measure Optimization.,4,https://proceedings.neurips.cc/paper/2015/hash/d1f255a373a3cef72e03aa9d980c7eca-Abstract.html,https://dblp.org/rec/conf/nips/Busa-FeketeSDH15
41,2015,Danilo Bzdok,"RWTH Aachen University, Department of Psychiatry, Psychotherapy and Psychosomatics, Germany",Gaël Varoquaux,nan,NIPS,Semi-Supervised Factored Logistic Regression for High-Dimensional Neuroimaging Data.,5,https://proceedings.neurips.cc/paper/2015/hash/06a15eb1c3836723b53e4abca8d9b879-Abstract.html,https://dblp.org/rec/conf/nips/BzdokEGTV15
42,2015,Trevor Campbell,nan,Jonathan P. How,"Massachusetts Institute of Technology, Department of Aeronautics and Astronautics",NIPS,"Streaming, Distributed Variational Inference for Bayesian Nonparametrics.",4,https://proceedings.neurips.cc/paper/2015/hash/38af86134b65d0f10fe33d30dd76442e-Abstract.html,https://dblp.org/rec/conf/nips/CampbellSFH15
43,2015,Wei Cao,"Ningbo University, Department of Mathematics, China",Zhize Li,nan,NIPS,On Top-k Selection in Multi-Armed Bandits and Hidden Bipartite Graphs.,4,https://proceedings.neurips.cc/paper/2015/hash/ab233b682ec355648e7891e66c54191b-Abstract.html,https://dblp.org/rec/conf/nips/CaoLTL15
44,2015,David E. Carlson,nan,Volkan Cevher,nan,NIPS,Preconditioned Spectral Descent for Deep Learning.,5,https://proceedings.neurips.cc/paper/2015/hash/f50a6c02a3fc5a3a5d4d9391f05f3efc-Abstract.html,https://dblp.org/rec/conf/nips/CarlsonCHCC15
45,2015,Miguel Á. Carreira-Perpiñán,nan,Max Vladymyrov,nan,NIPS,"A fast, universal algorithm to learn parametric nonlinear embeddings.",2,https://proceedings.neurips.cc/paper/2015/hash/02522a2b2726fb0a03bb19f2d8d9524d-Abstract.html,https://dblp.org/rec/conf/nips/Carreira-Perpinan15
46,2015,Ayan Chakrabarti,nan,Ayan Chakrabarti,nan,NIPS,Color Constancy by Learning to Predict Chromaticity from Luminance.,1,https://proceedings.neurips.cc/paper/2015/hash/9778d5d219c5080b9a6a17bef029331c-Abstract.html,https://dblp.org/rec/conf/nips/Chakrabarti15
47,2015,Mithun Chakraborty,nan,Sanmay Das,nan,NIPS,Market Scoring Rules Act As Opinion Pools For Risk-Averse Agents.,2,https://proceedings.neurips.cc/paper/2015/hash/2bd7f907b7f5b6bbd91822c0c7b835f6-Abstract.html,https://dblp.org/rec/conf/nips/ChakrabortyD15
48,2015,Sorathan Chaturapruek,nan,Christopher Ré,"Stanford University, Department of Computer Science",NIPS,Asynchronous stochastic convex optimization - the noise is in the noise and SGD don't care.,3,https://proceedings.neurips.cc/paper/2015/hash/c8c41c4a18675a74e01c8a20e8a0f662-Abstract.html,https://dblp.org/rec/conf/nips/ChaturapruekDR15
49,2015,Kamalika Chaudhuri,"University of California, San Diego, Computer Science Department",Sujay Sanghavi,"University of Texas at Austin, USA",NIPS,Convergence Rates of Active Learning for Maximum Likelihood Estimation.,4,https://proceedings.neurips.cc/paper/2015/hash/ca9c267dad0305d1a6308d2a0cf1c39c-Abstract.html,https://dblp.org/rec/conf/nips/ChaudhuriKNS15
50,2015,Sheng Chen,"Hunan University, College of Electrical and Information Engineering, Changsha, China",Arindam Banerjee 0001,"JIS College of Engineering, Kalyani, Nadia, West Bengal, India",NIPS,Structured Estimation with Atomic Norms - General Bounds and Applications.,2,https://proceedings.neurips.cc/paper/2015/hash/e1696007be4eefb81b1a1d39ce48681b-Abstract.html,https://dblp.org/rec/conf/nips/ChenB15
51,2015,Yuxin Chen 0002,"ENSTA ParisTech, Palaiseau, France",Emmanuel J. Candès,"Stanford University, USA",NIPS,Solving Random Quadratic Systems of Equations Is Nearly as Easy as Solving Linear Systems.,2,https://proceedings.neurips.cc/paper/2015/hash/7380ad8a673226ae47fce7bff88e9c33-Abstract.html,https://dblp.org/rec/conf/nips/ChenC15
52,2015,Po-Hsuan Chen,nan,Peter J. Ramadge,nan,NIPS,A Reduced-Dimension fMRI Shared Response Model.,6,https://proceedings.neurips.cc/paper/2015/hash/b3967a0e938dc2a6340e258630febd5a-Abstract.html,https://dblp.org/rec/conf/nips/ChenCYHHR15
53,2015,Changyou Chen,nan,Lawrence Carin,"Duke University, Durham, USA",NIPS,On the Convergence of Stochastic Gradient MCMC Algorithms with High-Order Integrators.,3,https://proceedings.neurips.cc/paper/2015/hash/af4732711661056eadbf798ba191272a-Abstract.html,https://dblp.org/rec/conf/nips/ChenDC15
54,2015,Yen-Chi Chen,nan,Larry A. Wasserman,"Carnegie Mellon University, Pittsburgh, USA",NIPS,Optimal Ridge Detection using Coverage Risk.,4,https://proceedings.neurips.cc/paper/2015/hash/0aa1883c6411f7873cb83dacb17b0afc-Abstract.html,https://dblp.org/rec/conf/nips/ChenGHW15
55,2015,Jianshu Chen,nan,Li Deng 0001,"Southwest Petroleum University, School of Mechatronic Engineering / MOE Key Laboratory of Oil and Gas Equipment, Chengdu, China",NIPS,End-to-end Learning of LDA by Mirror-Descent Back Propagation over a Deep Architecture.,8,https://proceedings.neurips.cc/paper/2015/hash/4ca82782c5372a547c104929f03fe7a9-Abstract.html,https://dblp.org/rec/conf/nips/ChenHSXHGSD15
56,2015,Xiaozhi Chen,nan,Raquel Urtasun,"Swiss Federal Institute of Technology in Lausanne, Switzerland",NIPS,3D Object Proposals for Accurate Object Class Detection.,7,https://proceedings.neurips.cc/paper/2015/hash/6da37dd3139aa4d9aa55b8d237ec5d4a-Abstract.html,https://dblp.org/rec/conf/nips/ChenKZBMFU15
57,2015,Kai-Yang Chiang,nan,Inderjit S. Dhillon,"University of Texas at Austin, USA",NIPS,Matrix Completion with Noisy Side Information.,3,https://proceedings.neurips.cc/paper/2015/hash/0609154fa35b3194026346c9cac2a248-Abstract.html,https://dblp.org/rec/conf/nips/ChiangHD15
58,2015,Minhyung Cho,nan,Jaehyung Lee 0001,"Korea Advanced Institute of Science & Technology, Seoul, South Korea",NIPS,Hessian-free Optimization for Learning Deep Multidimensional Recurrent Neural Networks.,3,https://proceedings.neurips.cc/paper/2015/hash/a86c450b76fb8c371afead6410d55534-Abstract.html,https://dblp.org/rec/conf/nips/ChoDL15
59,2015,Anna Choromanska,"New York University, Courant Institute of Mathematical Sciences",John Langford 0001,"University of Melbourne, Australia",NIPS,Logarithmic Time Online Multiclass prediction.,2,https://proceedings.neurips.cc/paper/2015/hash/e369853df766fa44e1ed0ff613f563bd-Abstract.html,https://dblp.org/rec/conf/nips/ChoromanskaL15
60,2015,Jan Chorowski,"University of Wroclaw, Institute of Computer Science",Yoshua Bengio,"University of Montréal, Department of Computer Science and Operations Research, QC, Canada",NIPS,Attention-Based Models for Speech Recognition.,5,https://proceedings.neurips.cc/paper/2015/hash/1068c6e4c8051cfd4e9ea8072e3189e2-Abstract.html,https://dblp.org/rec/conf/nips/ChorowskiBSCB15
61,2015,Yinlam Chow,nan,Marco Pavone,nan,NIPS,Risk-Sensitive and Robust Decision-Making - a CVaR Optimization Approach.,4,https://proceedings.neurips.cc/paper/2015/hash/64223ccf70bbb65a3a4aceac37e21016-Abstract.html,https://dblp.org/rec/conf/nips/ChowTMP15
62,2015,Junyoung Chung,nan,Yoshua Bengio,"University of Montréal, Department of Computer Science and Operations Research, QC, Canada",NIPS,A Recurrent Latent Variable Model for Sequential Data.,6,https://proceedings.neurips.cc/paper/2015/hash/b618c3210e934362ac261db280128c22-Abstract.html,https://dblp.org/rec/conf/nips/ChungKDGCB15
63,2015,Kacper Chwialkowski,"University College London, Gatsby Computational Neuroscience Unit",Arthur Gretton,nan,NIPS,Fast Two-Sample Testing with Analytic Representations of Probability Measures.,4,https://proceedings.neurips.cc/paper/2015/hash/b571ecea16a9824023ee1af16897a582-Abstract.html,https://dblp.org/rec/conf/nips/ChwialkowskiRSG15
64,2015,Djork-Arné Clevert,nan,Sepp Hochreiter,"Johannes Kepler University of Linz, Austria",NIPS,Rectified Factor Networks.,4,https://proceedings.neurips.cc/paper/2015/hash/df0aab058ce179e4f7ab135ed4e641a9-Abstract.html,https://dblp.org/rec/conf/nips/ClevertMUH15
65,2015,Igor Colin,nan,Stéphan Clémençon,nan,NIPS,Extending Gossip Algorithms to Distributed Estimation of U-statistics.,4,https://proceedings.neurips.cc/paper/2015/hash/3636638817772e42b59d74cff571fbb3-Abstract.html,https://dblp.org/rec/conf/nips/ColinBSC15
66,2015,Gheorghe Comanici,nan,Prakash Panangaden,"McGill University, Montreal, Canada",NIPS,Basis refinement strategies for linear value function approximation in MDPs.,3,https://proceedings.neurips.cc/paper/2015/hash/a40511cad8383e5ae8ddd8b855d135da-Abstract.html,https://dblp.org/rec/conf/nips/ComaniciPP15
67,2015,Richard Combes,nan,Marc Lelarge,nan,NIPS,Combinatorial Bandits Revisited.,4,https://proceedings.neurips.cc/paper/2015/hash/0ce2ffd21fc958d9ef0ee9ba5336e357-Abstract.html,https://dblp.org/rec/conf/nips/CombesSPL15
68,2015,Dane S. Corneil,"EPFL, Lausanne, Laboratory of Computational Neuroscience",Wulfram Gerstner,"Swiss Federal Institute of Technology in Lausanne, Switzerland",NIPS,Attractor Network Dynamics Enable Preplay and Rapid Path Planning in Maze-like Environments.,2,https://proceedings.neurips.cc/paper/2015/hash/e515df0d202ae52fcebb14295743063b-Abstract.html,https://dblp.org/rec/conf/nips/CorneilG15
69,2015,Matthieu Courbariaux,nan,Jean-Pierre David,nan,NIPS,BinaryConnect - Training Deep Neural Networks with binary weights during propagations.,3,https://proceedings.neurips.cc/paper/2015/hash/3e15cc11f979ed25912dff5b0669f2cd-Abstract.html,https://dblp.org/rec/conf/nips/CourbariauxBD15
70,2015,Andrew M. Dai,Google,Quoc V. Le,"Santa Clara University, School of Engineering, Department of Computer Engineering, CA, USA",NIPS,Semi-supervised Sequence Learning.,2,https://proceedings.neurips.cc/paper/2015/hash/7137debd45ae4d0ab9aa953017286b20-Abstract.html,https://dblp.org/rec/conf/nips/DaiL15
71,2015,Christopher R. Dance,Xerox Research Centre Europe,Tomi Silander,nan,NIPS,When are Kalman-Filter Restless Bandits Indexable?,2,https://proceedings.neurips.cc/paper/2015/hash/6d70cb65d15211726dcce4c0e971e21c-Abstract.html,https://dblp.org/rec/conf/nips/DanceS15
72,2015,Christoph Dann,nan,Emma Brunskill,"Carnegie Mellon University, Pittsburgh, USA",NIPS,Sample Complexity of Episodic Fixed-Horizon Reinforcement Learning.,2,https://proceedings.neurips.cc/paper/2015/hash/309fee4e541e51de2e41f21bebb342aa-Abstract.html,https://dblp.org/rec/conf/nips/DannB15
73,2015,Yann N. Dauphin,"Google AI, Accra, Ghana",Yoshua Bengio,"University of Montréal, Department of Computer Science and Operations Research, QC, Canada",NIPS,Equilibrated adaptive learning rates for non-convex optimization.,3,https://proceedings.neurips.cc/paper/2015/hash/430c3626b879b4005d41b8a46172e0c0-Abstract.html,https://dblp.org/rec/conf/nips/DauphinVB15
74,2015,Guillaume P. Dehaene,nan,Simon Barthelmé,nan,NIPS,Bounding errors of Expectation-Propagation.,2,https://proceedings.neurips.cc/paper/2015/hash/c8ffe9a587b126f152ed3d89a146b445-Abstract.html,https://dblp.org/rec/conf/nips/DehaeneB15
75,2015,Ofer Dekel,nan,Tomer Koren,"Technion, Haifa, Israel",NIPS,Bandit Smooth Convex Optimization - Improving the Bias-Variance Tradeoff.,3,https://proceedings.neurips.cc/paper/2015/hash/4f398cb9d6bc79ae567298335b51ba8a-Abstract.html,https://dblp.org/rec/conf/nips/DekelEK15
76,2015,Emily L. Denton,nan,Rob Fergus,"New York University, Courant Institute",NIPS,Deep Generative Image Models using a Laplacian Pyramid of Adversarial Networks.,4,https://proceedings.neurips.cc/paper/2015/hash/aa169b49b583a2b5af89203c2b78c67c-Abstract.html,https://dblp.org/rec/conf/nips/DentonCSF15
77,2015,Guillaume Desjardins,nan,Koray Kavukcuoglu,nan,NIPS,Natural Neural Networks.,4,https://proceedings.neurips.cc/paper/2015/hash/2de5d16682c3c35007e4e92982f1a2ba-Abstract.html,https://dblp.org/rec/conf/nips/DesjardinsSPK15
