,year,first-author,first-author-affiliation,last-author,last-author-affiliation,journal/conference,title,number-of-authors,paper-url,DBLP-url
0,2017,Sheng Li 0001,"Wuhan University of Technology, National Engineering Laboratory for Fiber Optic Sensing Technology, China",Yun Fu 0001,"University College London, UK",NIPS,Matching on Balanced Nonlinear Representations for Treatment Effects Estimation.,2,https://proceedings.neurips.cc/paper/2017/hash/b2eeb7362ef83deff5c7813a67e14f0a-Abstract.html,https://dblp.org/rec/conf/nips/0001F17
1,2017,Jiajun Wu 0001,"University of Hong Kong, Hong Kong",Josh Tenenbaum 0001,"Department of Brain and Cognitive Sciences, Massachusetts Institute of Technology",NIPS,Learning to See Physics via Visual De-animation.,5,https://proceedings.neurips.cc/paper/2017/hash/4c56ff4ce4aaf9573aa5dff913df997a-Abstract.html,https://dblp.org/rec/conf/nips/0001LKFT17
2,2017,Rong Ge 0001,"Chinese Academy of Sciences, Institute of Geographic Sciences and Natural Resources Research, Key Laboratory of Ecosystem Network Observation and Modeling, Beijing, China",Tengyu Ma,nan,NIPS,On the Optimization Landscape of Tensor Decompositions.,2,https://proceedings.neurips.cc/paper/2017/hash/a48564053b3c7b54800246348c7fa4a0-Abstract.html,https://dblp.org/rec/conf/nips/0001M17
3,2017,Ziyu Wang 0001,"Beihang University, Beijing, China",Nicolas Heess,"University College London, Centre for Computational Statistics and Machine Learning",NIPS,Robust Imitation of Diverse Behaviors.,6,https://proceedings.neurips.cc/paper/2017/hash/044a23cadb567653eb51d4eb40acaa88-Abstract.html,https://dblp.org/rec/conf/nips/0001MRFWH17
4,2017,Ping Li 0001,"Beijing Institute of Technology, School of Mechatronical Engineering, China",Martin Slawski,nan,NIPS,Simple strategies for recovering inner products from coarsely quantized random projections.,2,https://proceedings.neurips.cc/paper/2017/hash/ea159dc9788ffac311592613b7f71fbb-Abstract.html,https://dblp.org/rec/conf/nips/0001S17
5,2017,Jiajun Wu 0001,"University of Hong Kong, Hong Kong",Josh Tenenbaum 0001,"Department of Brain and Cognitive Sciences, Massachusetts Institute of Technology",NIPS,MarrNet - 3D Shape Reconstruction via 2.5D Sketches.,6,https://proceedings.neurips.cc/paper/2017/hash/ad972f10e0800b49d76fed33a21f6698-Abstract.html,https://dblp.org/rec/conf/nips/0001WXSFT17
6,2017,Lin Chen 0003,"Leipzig University, Germany",Amin Karbasi,nan,NIPS,Interactive Submodular Bandit.,3,https://proceedings.neurips.cc/paper/2017/hash/f0935e4cd5920aa6c7c996a5ee53a70f-Abstract.html,https://dblp.org/rec/conf/nips/00030K17
7,2017,Lijun Zhang 0005,"Jilin University, College of Materials Science and Engineering, Changchun, China",Zhi-Hua Zhou,"Nanjing University, State Key Laboratory for Novel Software Technology, China",NIPS,Improved Dynamic Regret for Non-degenerate Functions.,5,https://proceedings.neurips.cc/paper/2017/hash/cfee398643cbc3dc5eefc89334cacdc1-Abstract.html,https://dblp.org/rec/conf/nips/0005YYRZ17
8,2017,Liwei Wang 0009,"Wuhan University, International School of Software, China",Svetlana Lazebnik,nan,NIPS,Diverse and Accurate Image Description Using a Variational Auto-Encoder with an Additive Gaussian Encoding Space.,3,https://proceedings.neurips.cc/paper/2017/hash/4b21cf96d4cf612f239a6c322b10c8fe-Abstract.html,https://dblp.org/rec/conf/nips/0009SL17
9,2017,Yasin Abbasi-Yadkori,Adobe Research,Victor Gabillon,nan,NIPS,Near Minimax Optimal Players for the Finite-Time 3-Expert Prediction Problem.,3,https://proceedings.neurips.cc/paper/2017/hash/851300ee84c2b80ed40f51ed26d866fc-Abstract.html,https://dblp.org/rec/conf/nips/Abbasi-YadkoriB17
10,2017,Emmanuel Abbe,nan,Eun Jee Lee,nan,NIPS,Nonbacktracking Bounds on the Influence in Independent Cascade Models.,3,https://proceedings.neurips.cc/paper/2017/hash/8b5040a8a5baf3e0e67386c2e3a9b903-Abstract.html,https://dblp.org/rec/conf/nips/AbbeKL17
11,2017,Jacob D. Abernethy,"University of Michigan, Department of Electrical Engineering and Computer Science",Jun-Kun Wang,nan,NIPS,On Frank-Wolfe and Equilibrium Computation.,2,https://proceedings.neurips.cc/paper/2017/hash/7371364b3d72ac9a3ed8638e6f0be2c9-Abstract.html,https://dblp.org/rec/conf/nips/AbernethyW17
12,2017,Luigi Acerbi,nan,Wei Ji,"Wuhan University of Technology, State Key Laboratory of Advanced Technology for Materials Synthesis and Processing, China",NIPS,Practical Bayesian Optimization for Model Fitting with Bayesian Adaptive Direct Search.,2,https://proceedings.neurips.cc/paper/2017/hash/df0aab058ce179e4f7ab135ed4e641a9-Abstract.html,https://dblp.org/rec/conf/nips/AcerbiJ17
13,2017,Alireza Aghasi,nan,Justin Romberg,"Georgia Institute of Technology, Atlanta, School of Electrical and Computer Engineering",NIPS,Net-Trim - Convex Pruning of Deep Neural Networks with Performance Guarantee.,4,https://proceedings.neurips.cc/paper/2017/hash/3fab5890d8113d0b5a4178201dc842ad-Abstract.html,https://dblp.org/rec/conf/nips/AghasiANR17
14,2017,Shipra Agrawal 0001,"Institute of Bioinformatics and Applied Biotechnology, Bangalore, India",Randy Jia,nan,NIPS,Optimistic posterior sampling for reinforcement learning - worst-case regret bounds.,2,https://proceedings.neurips.cc/paper/2017/hash/3621f1454cacf995530ea53652ddf8fb-Abstract.html,https://dblp.org/rec/conf/nips/AgrawalJ17
15,2017,Eirikur Agustsson,nan,Luc Van Gool,"ETH Zurich, Computer Vision Lab",NIPS,Soft-to-Hard Vector Quantization for End-to-End Learning Compressible Representations.,7,https://proceedings.neurips.cc/paper/2017/hash/86b122d4358357d834a87ce618a55de0-Abstract.html,https://dblp.org/rec/conf/nips/AgustssonMTCTBG17
16,2017,Sungsoo Ahn,nan,Jinwoo Shin,nan,NIPS,Gauging Variational Inference.,3,https://proceedings.neurips.cc/paper/2017/hash/8d420fa35754d1f1c19969c88780314d-Abstract.html,https://dblp.org/rec/conf/nips/AhnCS17
17,2017,Kartik Ahuja,nan,Mihaela van der Schaar,"University of California, Los Angeles, Electrical Engineering Department",NIPS,DPSCREEN - Dynamic Personalized Screening.,3,https://proceedings.neurips.cc/paper/2017/hash/22fb0cee7e1f3bde58293de743871417-Abstract.html,https://dblp.org/rec/conf/nips/AhujaZS17
18,2017,Laurence Aitchison,nan,Srinivas C. Turaga,nan,NIPS,Model-based Bayesian inference of neural activity and connectivity from all-optical interrogation of a neural circuit.,7,https://proceedings.neurips.cc/paper/2017/hash/f80bf05527157a8c2a7bb63b22f49aaa-Abstract.html,https://dblp.org/rec/conf/nips/AitchisonRPYCHT17
19,2017,Ahmet Alacaoglu,nan,Volkan Cevher,nan,NIPS,Smooth Primal-Dual Coordinate Descent Algorithms for Nonsmooth Convex Optimization.,4,https://proceedings.neurips.cc/paper/2017/hash/71887f62f073a78511cbac56f8cab53f-Abstract.html,https://dblp.org/rec/conf/nips/AlacaogluTFC17
20,2017,Maximilian Alber,nan,Fei Sha,"University of Southern California, Los Angeles, USA",NIPS,An Empirical Study on The Properties of Random Bases for Kernel Methods.,5,https://proceedings.neurips.cc/paper/2017/hash/92af93f73faf3cefc129b6bc55a748a9-Abstract.html,https://dblp.org/rec/conf/nips/AlberKSMS17
21,2017,Dan Alistarh,"MIT Computer Science and Artificial Intelligence Laboratory, Cambridge, USA",Milan Vojnovic,nan,NIPS,QSGD - Communication-Efficient SGD via Gradient Quantization and Encoding.,5,https://proceedings.neurips.cc/paper/2017/hash/6c340f25839e6acdc73414517203f5f0-Abstract.html,https://dblp.org/rec/conf/nips/AlistarhG0TV17
22,2017,Stéphanie Allassonnière,nan,Stephane Oudard,nan,NIPS,Learning spatiotemporal piecewise-geodesic trajectories from longitudinal manifold-valued data.,3,https://proceedings.neurips.cc/paper/2017/hash/4e0928de075538c593fbdabb0c5ef2c3-Abstract.html,https://dblp.org/rec/conf/nips/AllassonniereCO17
23,2017,Zeyuan Allen-Zhu,"MIT Computer Science and Artificial Intelligence Laboratory, Cambridge, USA",Yuanzhi Li,nan,NIPS,Linear Convergence of a Frank-Wolfe Type Algorithm over Trace-Norm Balls.,4,https://proceedings.neurips.cc/paper/2017/hash/8b8388180314a337c9aa3c5aa8e2f37a-Abstract.html,https://dblp.org/rec/conf/nips/Allen-ZhuHHL17
24,2017,Noga Alon,"Tel Aviv University, Sackler School of Mathematics, Israel",Kayhan Özcimder,nan,NIPS,A graph-theoretic approach to multitasking.,9,https://proceedings.neurips.cc/paper/2017/hash/c850371fda6892fbfd1c5a5b457e5777-Abstract.html,https://dblp.org/rec/conf/nips/Alon0SWMCGDO17
25,2017,Noga Alon,"Tel Aviv University, Sackler School of Mathematics, Israel",Amir Yehudayoff,nan,NIPS,Submultiplicative Glivenko-Cantelli and Uniform Convergence of Revenues.,6,https://proceedings.neurips.cc/paper/2017/hash/eddb904a6db773755d2857aacadb1cb0-Abstract.html,https://dblp.org/rec/conf/nips/AlonBGMMY17
26,2017,Jason Altschuler,nan,Philippe Rigollet,nan,NIPS,Near-linear time approximation algorithms for optimal transport via Sinkhorn iteration.,3,https://proceedings.neurips.cc/paper/2017/hash/491442df5f88c6aa018e86dac21d3606-Abstract.html,https://dblp.org/rec/conf/nips/AltschulerWR17
27,2017,Jose M. Alvarez,nan,Mathieu Salzmann,nan,NIPS,Compression-aware Training of Deep Networks.,2,https://proceedings.neurips.cc/paper/2017/hash/db85e2590b6109813dafa101ceb2faeb-Abstract.html,https://dblp.org/rec/conf/nips/AlvarezS17
28,2017,Luca Ambrogioni,nan,Eric Maris,nan,NIPS,GP CaKe - Effective brain connectivity with causal kernels.,4,https://proceedings.neurips.cc/paper/2017/hash/9cf81d8026a9018052c429cc4e56739b-Abstract.html,https://dblp.org/rec/conf/nips/AmbrogioniHGM17
