,first-author-affiliation,last-author-affiliation,title
0," The University of New South Wales, Sydney, Australia"," The University of New South Wales, Sydney, Australia",Distribution of UCT and its ramifications
1," ISISTAN Research Institute, CONICET-UNCPBA, Buenos Aires, Argentina"," ISISTAN Research Institute, CONICET-UNCPBA, Buenos Aires, Argentina",A distributed platform to ease the development of recommendation algorithms on large-scale graphs
2," University of Padua, Padua, Italy"," University of Padua, Padua, Italy",Models for conditional preferences as extensions of CP-nets
3," Computer Science Department, FCEyN, Universidad de Buenos Aires, Buenos Aires, Argentina"," Computer Science Department, FCEyN, Universidad de Buenos Aires, Buenos Aires, Argentina",Information extraction of texts in the biomedical domain
4," Imperial College London, United Kingdom"," Imperial College London, United Kingdom",Learning efficient logic programs
5," University of São Paulo, São Carlos, Brazil"," University of São Paulo, São Carlos, Brazil",Bipartite graph for topic extraction
6," Federal Fluminense University, Brazil"," Federal Fluminense University, Brazil",RoTuEl: a semi-automated method for labeling political tweets
7," Dept. of Applied Mathematics, Computer Science and Statistics, Ghent University, Belgium and Dept. of Computer Science, Katholieke Universiteit Leuven, Belgium"," Dept. of Applied Mathematics, Computer Science and Statistics, Ghent University, Belgium and Dept. of Computer Science, Katholieke Universiteit Leuven, Belgium",Statistical relational learning towards modelling social media users
8," Université Joseph Fourier, Grenoble"," Université Joseph Fourier, Grenoble",On the static analysis for SPARQL queries using modal logic
9," School of Computer Engineering, Nanyang Technological University, Singapore"," School of Computer Engineering, Nanyang Technological University, Singapore",Exploiting trust information to cope with malicious entities in multi-agent systems
10," University of Bath, Bath, UK"," University of Bath, Bath, UK",Artificial prediction markets for online prediction
11," University of Minnesota, Minneapolis, MN"," University of Minnesota, Minneapolis, MN",Multi-robot exploration with communication restrictions
12," Institute for Software Technology, Graz University of Technology, Graz, Austria"," Institute for Software Technology, Graz University of Technology, Graz, Austria",Diagnosis of technical systems
13," Institute of Information Systems, Vienna University of Technology, Austria"," Institute of Information Systems, Vienna University of Technology, Austria",Abstract argumentation frameworks: from theoretical insights to practical implications
14," ONERA, The French Aerospace Lab, Toulouse, France"," ONERA, The French Aerospace Lab, Toulouse, France",Flexible scheduling for an agile earth-observing satelllite
15," Center for Game Science, Computer Science & Engineering, University of Washington"," Center for Game Science, Computer Science & Engineering, University of Washington",Towards more practical reinforcement learning
16," University of Minnesota, Department of Computer Science and Engineering"," University of Minnesota, Department of Computer Science and Engineering",Using small humanoid robots to detect autism in toddlers
17," Faculty of Manufacturing Engineering, Graduate School of Eng., and Department of Computer Science, Kitami Institute of Technology, Kitami, Japan and Department of Information Engineering, Kushiro National College of Technology, Kushiro, Japan"," Faculty of Manufacturing Engineering, Graduate School of Eng., and Department of Computer Science, Kitami Institute of Technology, Kitami, Japan and Department of Information Engineering, Kushiro National College of Technology, Kushiro, Japan",Automatic extraction of references to future events from news articles using semantic and morphological information
18," Machine Learning Department, Carnegie Mellon University"," Machine Learning Department, Carnegie Mellon University",Advances in nonparametric hypothesis testing
19," Institute for Informatics, University of Amsterdam, The Netherlands"," Institute for Informatics, University of Amsterdam, The Netherlands",Efficient methods for multi-objective decision-theoretic planning
20," Bar-Ilan University, Ramat-Gan, Israel"," Bar-Ilan University, Ramat-Gan, Israel",Automated agents for advice provision
21," Massachusetts Institute of Technology, Computer Science and Artificial Intelligence Laboratory, Cambridge, MA"," Massachusetts Institute of Technology, Computer Science and Artificial Intelligence Laboratory, Cambridge, MA",Dynamic execution of temporal plans with sensing actions and bounded risk
22," Department of Electrical Engineering and Computer Science, Vanderbilt University, Nashville"," Department of Electrical Engineering and Computer Science, Vanderbilt University, Nashville",An intelligent and unified framework for multiple robot and human coalition formation
23," University of Bath, Bath, UK"," University of Bath, Bath, UK",Normative practical reasoning: an argumentation-based approach
24," University of Southern California, Los Angeles, CA"," University of Southern California, Los Angeles, CA",Unleashing the power of multi-agent voting teams
25," Laboratory of Computational Intelligence, Institute of Mathematics and Computer Science, University of São Paulo, São Carlos, Brazil"," Laboratory of Bioinformatics, State University of West Paraná, Foz do Iguaçu, Brazil",Feature selection for multi-label learning
26, University of Luxembourg, University of Luxembourg,Rational architecture = architecture from a recommender perspective
27," School of Computer Engineering, Nanyang Technological University, Singapore"," School of Computer Engineering, Nanyang Technological University, Singapore",Quantifying and improving the robustness of trust systems
28," Machine Learning Department, Carnegie Mellon University"," Machine Learning Department, Carnegie Mellon University",The spatio-temporal representation of natural reading
29," College of Information and Computer Sciences, University of Massachusetts Amherst"," College of Information and Computer Sciences, University of Massachusetts Amherst",Approximate algorithms for stochastic network design
