,first-author-affiliation,last-author-affiliation,title
0," Siemens Corporation, Corporate Technology, Princeton, NJ"," Siemens Corporation, Corporate Technology, Princeton, NJ",Unsupervised machine condition monitoring using segmental hidden Markov models
1," School of Computer Science and Technology, University of Science and Technology of China", Baidu Research-Big Data Lab,Matrix factorization with scale-invariant parameters
2," Kno.e.sis Center, Wright State University, Dayton"," Kno.e.sis Center, Wright State University, Dayton",A direct boosting approach for semi-supervised classification
3," UBRI, School of Computer Science and Technology, University of Science and Technology of China"," 2Cercia, School of Computer Science, University of Birmingham, United Kingdom",Increasingly cautious optimism for practical PAC-MDP exploration
4," School of Computer Science and Engineering, Southeast University, Nanjing, China and Key Laboratory of Computer Network and Information Integration (Southeast University), Ministry of Education, China"," School of Computer Science and Engineering, Southeast University, Nanjing, China and Key Laboratory of Computer Network and Information Integration (Southeast University), Ministry of Education, China",Towards class-imbalance aware multi-label learning
5," School of Computer Science and Engineering, Southeast University, Nanjing, China and Key Laboratory of Computer Network and Information Integration (Southeast University), Ministry of Education, China"," School of Computer Science and Engineering, Southeast University, Nanjing, China and Key Laboratory of Computer Network and Information Integration (Southeast University), Ministry of Education, China",Solving the partial label learning problem: an instance-based approach
6," School of Software, Dalian University of Technology, Dalian, China"," School of Software, Dalian University of Technology, Dalian, China",Multi-task multi-view clustering for non-negative data
7," Department of Computer and Information Sciences, Temple University, Philadelphia, PA"," Department of Computer and Information Sciences, Temple University, Philadelphia, PA",Semi-supervised multi-label learning with incomplete labels
8," David R. Cheriton School of Computer Science, University of Waterloo, ON, Canada"," David R. Cheriton School of Computer Science, University of Waterloo, ON, Canada",Self-adaptive hierarchical sentence model
9," Department of Electrical and Computer Engineering, Northeastern University, Boston"," Department of Electrical and Computer Engineering, Northeastern University, Boston and College of Computer and Information Science, Northeastern University, Boston",Dual-regularized multi-view outlier detection
10," College of Computer Science, Zhejiang University"," College of Computer Science, Zhejiang University",Mobile query recommendation via tensor function learning
11," Fudan University, Shanghai, China"," Kyoto University, Uji, Japan",Instance-wise weighted nonnegative matrix factorization for aggregating partitions with locally reliable clusters
12," Arizona State University, Tempe, Arizona"," Arizona State University, Tempe, Arizona",MUVIR: multi-view rare category detection
13," State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, Beijing, China and University of Chinese Academy of Sciences, Beijing, China"," State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, Beijing, China",Recovery of corrupted multiple kernels for clustering
14," State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences and University of Chinese Academy of Sciences, Beijing, China"," State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences",Learning a robust consensus matrix for clustering ensemble via Kullback-Leibler divergence minimization
15," Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China"," Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China",Supervised representation learning: transfer learning with deep autoencoders
16," Dept. of Comp. Sci. & Tech., State Key Lab of Intell. Tech. & Sys., TNList Lab, Center for Bio-Inspired Computing Research, Tsinghua University, Beijing, China and Jiangsu Collaborative Innovation Center for Language Ability, Xuzhou, China"," Dept. of Comp. Sci. & Tech., State Key Lab of Intell. Tech. & Sys., TNList Lab, Center for Bio-Inspired Computing Research, Tsinghua University, Beijing, China and Jiangsu Collaborative Innovation Center for Language Ability, Xuzhou, China",Adaptive dropout rates for learning with corrupted features
17," CISUC, Department of Informatics Engineering, University of Coimbra, Coimbra, Portugal"," CISUC, Department of Informatics Engineering, University of Coimbra, Coimbra, Portugal",Evolving families of shapes
18," Sony Computer Science Laboratory-Paris, France"," Sony Computer Science Laboratory-Paris, France",Max order: a tale of creativity
19," Tsinghua National Laboratory for Information Science and Technology (TNList), Department of Computer Science and Technology, Tsinghua University, Beijing, China"," Department of Systems Engineering and Engineering Management, Chinese University of Hong Kong, China",Modelling high-dimensional sequences with LSTM-RTRBM: application to polyphonic music generation
20," SONY CSL, Paris, France"," SONY CSL, Paris, France",Capturing a Musician's Groove: generation of realistic accompaniments from single song recordings
21," Università degli Studi di Torino, Dip. di Informatica, Torino, Italy"," Università degli Studi di Torino, Dip. di Informatica, Torino, Italy",Constitutive and regulative specifications of commitment protocols: a decoupled approach
22, University of Alberta, University of Alberta,The arcade learning environment: an evaluation platform for general agents
23," Digital Productivity Flagship, CSIRO, Australia"," Department of Information Processing Science, University of Oulu, Finland",Influencing individually: fusing personalization and persuasion
24," Dipartimento di Informatica, Università di Torino, Italy"," CELI srl, Torino, Italy",Developing corpora for sentiment analysis: the case of irony and senti-TUT
25," Faculty of Computer Science, Free University of Bozen-Bolzano"," Dip. di Ing. Informatica, Automatica e Gestionale, Sapienza Università di Roma",Data complexity of query answering in description logics
26," Massachusetts Institute of Technology, Cambridge, MA"," Massachusetts Institute of Technology, Cambridge, MA","Common sense reasoning for detection, prevention, and mitigation of cyberbullying"
27," University of Vienna, Faculty of Computer Science"," Vienna University of Technology, Institute of Information Systems",Complexity-sensitive decision procedures for abstract argumentation
28," AGH University, Krakow, Poland"," University of Rochester, Rochester, NY",The complexity of manipulative attacks in nearly single-peaked electorates
29," Università degli Studi di Firenze, Italy"," KU Leuven, Belgium",kLog: a language for logical and relational learning with kernels
