,first-author-affiliation,last-author-affiliation,title
0," Indian Institute of Technology Madras, Chennai, India"," Indian Institute of Technology Madras, Chennai, India",Extended discriminative random walk: a hypergraph approach to multi-view multi-relational transductive learning
1," Department of ECE, Northeastern University, Boston, MA"," Department of ECE, College of CIS, Northeastern University, Boston, MA",Deep linear coding for fast graph clustering
2," Department of Computer Science, Hong Kong Baptist University, Hong Kong, China"," Department of Computer Science, Hong Kong Baptist University, Hong Kong, China",Semi-orthogonal multilinear PCA with relaxed start
3," University of Hyogo, Kobe, Japan"," University of Hyogo, Kobe, Japan",A geometric theory of feature selection and distance-based measures
4, University of Illinois at Urbana-Champaign, Google Research,Open domain short text conceptualization: a generative + descriptive modeling approach
5," Department of Mathematics, University of Padova, Italy"," Department of Mathematics, University of Padova, Italy",Equivalence results between feedforward and recurrent neural networks for sequences
6," Graduate School of Information Science and Technology, Hokkaido University, Sapporo, Japan"," Graduate School of Information Science and Technology, Hokkaido University, Sapporo, Japan",Polytree-augmented classifier chains for multi-label classification
7," College of Computer Science, Zhejiang University, Hangzhou, China"," College of Computer Science, Zhejiang University, Hangzhou, China",Sketch the storyline with CHARCOAL: a non-parametric approach
8," University of Minnesota, Minneapolis, MN"," University of Minnesota, Minneapolis, MN",Convergence of common proximal methods for l1-regularized least squares
9," Department of Computer Science and Electrical Engineering, University of Maryland, Baltimore County"," Department of Computer Science and Electrical Engineering, University of Maryland, Baltimore County",Portable option discovery for automated learning transfer in object-oriented Markov decision processes
10, Google DeepMind, Google DeepMind,Online learning of k-CNF Boolean functions
11," Computer Science Department, Federal University of Juiz de Fora, Juiz de Fora, Minas Gerais, Brazil"," Computer Science Department, Federal University of Juiz de Fora, Juiz de Fora, Minas Gerais, Brazil",Feature selection from microarray data via an ordered search with projected margin
12," School of EECS, Peking University",,Constrained information-theoretic tripartite graph clustering to identify semantically similar relations
13," School of Electronic Engineering, Xidian University, Xi'an, China"," School of Electronic Engineering, Xidian University, Xi'an, China",Semantic topic multimodal hashing for cross-media retrieval
14," College of Mathematics & Information Science, Wenzhou University, Zhejiang, China"," College of Mathematics & Information Science, Wenzhou University, Zhejiang, China",An efficient classifier based on hierarchical mixing linear support vector machines
15," Computer Science Department, Purdue University, West Lafayette, IN"," Computer Science Department, Purdue University, West Lafayette, IN",Learning to hash on partial multi-modal data
16," Computer Science Department, Purdue University, West Lafayette, IN"," Computer Science Department, Purdue University, West Lafayette, IN",Ranking preserving hashing for fast similarity search
17," School of Computer Science, Carnegie Mellon University, Pittsburgh, PA"," School of Computer Science, Carnegie Mellon University, Pittsburgh, PA",A soft version of predicate invention based on structured sparsity
18," University of Texas at Arlington, Arlington, Texas"," University of Texas at Arlington, Arlington, Texas",Discriminative unsupervised dimensionality reduction
19," University of Illinois at Urbana-Champaign, Urbana, IL"," University of Illinois at Urbana-Champaign, Urbana, IL",A joint optimization framework of sparse coding and discriminative clustering
20," Department of Computer Science and Electric Engineering, University of Maryland, Baltimore County"," Department of Computer Science and Electric Engineering, University of Maryland, Baltimore County",Imaging time-series to improve classification and imputation
21," School of Information Science and Technology, Sun Yat-sen University, China and Nat'l Eng. Lab. for Video Technology and Collaborative Innovation Center of High Performance Computing, National University of Defense Technology"," Microsoft Research Asia, China",Quantized correlation hashing for fast cross-modal search
22," Quantum Computation & Intelligent Systems Centre, University of Technology, Sydney, Australia and Dept. of Computer Science, China University of Geosciences, Wuhan, China"," Quantum Computation & Intelligent Systems Centre, University of Technology, Sydney, Australia",Multi-graph-view learning for complicated object classification
23," University of Science and Technology of China, Hefei, China"," Microsoft Research, Beijing, China",Thompson sampling for budgeted multi-armed bandits
24," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",Perception evolution network: adapting to the emergence of new sensory receptor
25," Key Lab. of Machine Perception (Ministry of Education), Peking University, Beijing, China"," Key Lab. of Machine Perception (Ministry of Education), Peking University, Beijing, China",Multi-view self-paced learning for clustering
26," State Key Laboratory for Novel, Software Technology, China"," State Key Laboratory for Novel Software Technology, China",Ice-breaking: mitigating cold-start recommendation problem by rating comparison
27," Centre for Quantum Computation and Intelligent Systems, University of Technology, Sydney, Australia"," Australian Centre for Visual Technologies, The University of Adelaide, Australia",Scalable maximum margin matrix factorization by active riemannian subspace search
28," Data Analytics Department, Institute for Infocomm Research, A*STAR, Singapore"," Data Analytics Department, Institute for Infocomm Research, A*STAR, Singapore",Deep convolutional neural networks on multichannel time series for human activity recognition
29," Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong"," Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong",Accelerated inexact soft-impute for fast large-scale matrix completion
