,first-author-affiliation,last-author-affiliation,title
0," Department of Computing Science, University of Alberta, Edmonton, Canada"," Department of Computing Science, University of Alberta, Edmonton, Canada","Convex sparse coding, subspace learning, and semi-supervised extensions"
1," Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong, China"," Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong, China",Multi-task learning in heterogeneous feature spaces
2," Department of Automation, Xi'an Jiaotong University, Xi'an, China"," Department of Computer Science and Technology, Zhejiang University",A fast spectral relaxation approach to matrix completion via kronecker products
3," University of Southern California, Los Angeles, CA"," University of Texas, El Paso, El Paso, TX",Refinement of strong stackelberg equilibria in security games
4," Department of Computer Science, Bar-Ilan University, Ramat Gan, Israel"," General Motors Advanced Technical Center, Herzliya, Israel",Strategic information disclosure to people with multiple alternatives
5," School of Computing, University of Southern Mississippi, Hattiesburg, MS"," School of Computing, University of Southern Mississippi, Hattiesburg, MS",Branch and price for multi-agent plan recognition
6," Dipartimento di Elettronica e Informazione, Politecnico di Milano, Italy"," Electronics and Computer Science, University of Southampton, UK",Mechanism design for federated sponsored search auctions
7, Harvard SEAS, Harvard CRCS,Market manipulation with outside incentives
8," Department of Computer Science, University of Maryland, College Park"," Department of Computer Science, University of Maryland, College Park",Parameterized complexity of problems in coalitional resource games
9, Harvard SEAS, Harvard SEAS,Optimal envy-free cake cutting
10," Department of Computer Science, Duke University, Durham, NC"," Department of Computer Science, Duke University, Durham, NC",Commitment to correlated strategies
11," Department of Computer Science, Duke University, Durham, NC"," Department of Computer Science, Duke University, Durham, NC",Dominating manipulations in voting with partial information
12," College of Computing, Georgia Tech., Atlanta GA"," SEAS, Harvard University, Cambridge MA",On expressing value externalities in position auctions
13," Computing and Information Science Program, Masdar Institute of Science and Technology, Abu Dhabi, UAE"," Computer Science Department, Brigham Young University, Provo, UT",Learning in repeated games with minimal information: the effects of learning bias
14," University of Toronto, Toronto, Canada"," NICTA and UNSW, Sydney, Australia",Complexity of and algorithms for borda manipulation
15," University of Michigan, Ann Arbor, MI"," University of Michigan, Ann Arbor, MI",A functional analysis of historical memory retrieval bias in the word sense disambiguation task
16," Dipartimento di Elettronica e Informazione, Politecnico di Milano, Milano, Italy"," Dipartimento di Elettronica e Informazione, Politecnico di Milano, Milano, Italy",Computing an extensive-form perfect equilibrium in two-player games
17," Department of Computer Science, University of Liverpool, Liverpool, Merseyside, UK"," Department of Computer Science, University of Liverpool, Liverpool, Merseyside, UK",VCG redistribution with gross substitutes
18," Department of Computing Science, University of Alberta Edmonton, AB, Canada"," Department of Computing Science, University of Alberta Edmonton, AB, Canada",Automated action abstraction of imperfect information extensive-form games
19," Department of Computer Science, Stony Brook University, Stony Brook, NY"," Department of Computer Science, Stony Brook University, Stony Brook, NY",A game-theoretic approach to influence in networks
20," Yahoo! Research, New York, NY"," Yahoo! Research, New York, NY",A kernel-based iterative combinatorial auction
21," School of Electronics and Computer Science, University of Southampton, UK"," School of Electronics and Computer Science, University of Southampton, UK",A distributed anytime algorithm for dynamic task allocation in multi-agent systems
22," Georgia Institute of Technology, Robotics and Intelligent Machines Laboratory, Atlanta, Georgia"," Georgia Institute of Technology, Robotics and Intelligent Machines Laboratory, Atlanta, Georgia",Quick polytope approximation of all correlated equilibria in stochastic games
23," NICTA and UNSW, Sydney, Australia"," Department of Computer Science, Duke University, Durham, NC",Manipulation of nanson's and baldwin's rules
24," School of Electronics and Computer Science, University of Southampton, UK"," School of Electronics and Computer Science, University of Southampton, UK",Constrained coalition formation
25," Department of Computer Science and Information Theory, Budapest University of Technology and Economics, Hungary"," School of Physical and Mathematical Sciences, Nanyang Technological University, Singapore",Campaign management under approval-driven voting rules
26," Dept. of Electrical Engg., IIT Delhi, New Delhi, India"," Dept. of Mathematics, IIT Delhi, New Delhi, India",M-unit EigenAnt: an ant algorithm to find the M best solutions
27," University of Toronto, Department of Computer Science"," University of Toronto, Department of Computer Science",Efficiency and privacy tradeoffs in mechanism design
28, University of British Columbia, University of British Columbia,"Dominant-strategy auction design for agents with uncertain, private values"
29," Department of Computer Science, Albert-Ludwigs-Universität, Freiburg, Germany"," School of Eng. & Applied Sciences, Harvard University, Cambridge, MA",Incentive-compatible escrow mechanisms
