,first-author-affiliation,last-author-affiliation,title
0," Computer Science & Engineering, DUB Group, University of Washington, Seattle, WA"," Microsoft Research, One Microsoft Way, Redmond, WA",Effective end-user interaction with machine learning
1," University of California, Berkeley, Berkeley, CA"," Brown University, Providence, RI",Global seismic monitoring: a bayesian approach
2," Ben Gurion Univ., Beer-Sheva, Israel"," NICTA and UNSW Sydney, Australia",The next best solution
3," Department of Computer Science and Information Systems, Birkbeck University of London, UK and Oxford-Man Institute of Quantitative Finance, University of Oxford, UK"," Computing Laboratory, University of Oxford, UK",New expressive languages for ontological query answering
4," DSI, Università degli Studi di Milano, Italy", Microsoft Research New-England,Quantity makes quality: learning with partial views
5, IBM Research - India, IBM Research - India,Design and analysis of value creation networks
6," School of Interactive Computing, Georgia Institute of Technology"," School of Interactive Computing, Georgia Institute of Technology",Two visual strategies for solving the raven's progressive matrices intelligence test
7," Department of Computer Science, Korea Advanced Institute of Science and Technology, Daejeon, Korea"," Department of Nano Science and Technology, Seoul National University, Seoul, Korea",A POMDP-based optimal control of p300-based brain-computer interfaces
8," The Australian National University, Canberra, Australia"," The Australian National University, Canberra, Australia",Planning with specialized SAT solvers
9," Department of Computer Science, University of Massachusetts, Amherst, MA"," Department of Computer Science, University of Massachusetts, Amherst, MA",Termination and correctness analysis of cyclic control
10," Department of Computer Science, Aalborg University, Aalborg East, Denmark"," Department of Computer Science, Univeristy of Toronto, Toronto, ON, Canada",Recommendation sets and choice queries: there is no exploration/exploitation tradeoff!
11," Oregon State University, Corvallis, OR"," Oregon State University, Corvallis, OR",End-user feature labeling via locally weighted logistic regression
12," McGill University, School of Computer Science, University St., Montreal, QC, Canada"," McGill University, School of Computer Science, University St., Montreal, QC, Canada",Learning compact representations of time-varying processes
13," Computing Science & dot.rural Digital Economy Hub, University of Aberdeen, Aberdeen"," Computing Science & dot.rural Digital Economy Hub, University of Aberdeen, Aberdeen",Assessing quality in the web of linked sensor data
14," Department of Computer Science, Texas Tech University, Lubbock, Texas"," Department of Computer Science, Texas Tech University, Lubbock, Texas",Medical treatment conflict resolving in answer set programming
15," Cognitive Systems Laboratory, Department of Computer Science, University of California, Los Angeles, Los Angeles, CA"," Cognitive Systems Laboratory, Department of Computer Science, University of California, Los Angeles, Los Angeles, CA",Controlling selection bias in causal inference
16," Department of Computer Science, University of California, Los Angeles, Los Angeles, CA"," Department of Computer Science, University of California, Los Angeles, Los Angeles, CA",Solving 4x5 dots-and-boxes
17," Dept. of Computer Science, The University of Texas at Austin, Austin, TX"," Dept. of Computer Science, The University of Texas at Austin, Austin, TX",Ad hoc teamwork in variations of the pursuit domain
18," German Cancer Research Center (DKFZ), Heidelberg, Germany"," German Cancer Research Center (DKFZ), Heidelberg, Germany",Reconstructing the stochastic evolution diagram of dynamic complex systems
19, Université de Sherbrooke, Defence R&D Canada - Valcartier,Provoking opponents to facilitate the recognition of their intentions
20," Center for Cognitive Ubiquitous Computing (CUbiC), Arizona State University"," Center for Cognitive Ubiquitous Computing (CUbiC), Arizona State University",Dynamic batch mode active learning via L1 regularization
21," Département d'informatique, Universite de Sherbrooke, Sherbrooke (Quebec), Canada"," Département d'informatique, Universite de Sherbrooke, Sherbrooke (Quebec), Canada",Heuristic planning in adversarial dynamic domains
22," Department of Computer Science and Information Engineering, Chang Gung University Kweishan, Taoyuan, Taiwan"," Department of Computer Science and Information Engineering, Chang Gung University Kweishan, Taoyuan, Taiwan",Using neural networks for evaluation in heuristic search algorithm
23," Computer Science Department, Wellesley College"," Computer Science Department, Wellesley College",Can collective sentiment expressed on twitter predict political elections?
24," NICTA and University of New South Wales, Sydney NSW, Australia"," NICTA and University of New South Wales, Sydney NSW, Australia",Conflict-driven constraint answer set solving with lazy nogood generation
25," Departamento de Automática. Universidad de Alcalá. Carretera Madrid-Barcelona, Alcalá de Henares (Madrid), Spain"," Intelligent Systems Division. NASA Ames Research Center, Moffett Field, CA",Probabilistic plan graph heuristic for probabilistic planning
26," QCIS Centre, Faculty of Eng. & Info. Technology, University of Technology, Sydney, NSW, Australia"," QCIS Centre, Faculty of Eng. & Info. Technology, University of Technology, Sydney, NSW, Australia",Optimal subset selection for active learning
27," Sloan School of Management, Massachusetts Institute of Technology, Cambridge, MA"," Techno-Business Management School, Nagoya Institute of Technology, Japan",Efficient issue-grouping approach for multi-issues negotiation between exaggerator agents
28," College of Computer Science, Northeast Normal University, Changchun, China"," College of Computer Science, Northeast Normal University, Changchun, China",Hybrid tractable classes of binary quantified constraint satisfaction problems
29," Department of Computer Science, The University of Texas at Austin"," Department of Computer Science, The University of Texas at Austin",Role-based ad hoc teamwork
