,first-author-affiliation,last-author-affiliation,title
0," Information Sciences Institute and Computer Science Department, University of Southern California, Marina del Rey, CA"," Information Sciences Institute and Computer Science Department, University of Southern California, Marina del Rey, CA",Using conditional random fields to exploit token structure and labels for accurate semantic annotation
1," College of Computer Science and Technology, Jilin University, Changchun, China"," Centre for Quantum Computation & Intelligent Systems, FEIT, University of Technology, Sydney, NSW, Australia",Large scale diagnosis using associations between system outputs and components
2," School of Computer Science and Information Technology, Northeast Normal University, Changchun, P. R. China"," School of Computer Science and Engineering, Wuhan Institute of Technology, Changchun, P. R. China",On the discovery and utility of precedence constraints in temporal planning
3," School of Computer Science and Information Technology, Northeast Normal University, Changchun, P. R. China"," School of Computer Science and Engineering, Beijing University of Aeronautics and Astronautics, Beijing, P. R. China",Exact phase transitions and approximate algorithm of #CSP
4," Department of Computing Science, University of Alberta, Edmonton, Alberta, Canada"," Department of Computing Science, University of Alberta, Edmonton, Alberta, Canada",Extending the applications of recent real-time heuristic search
5," Dept. of CSIE, National Taiwan University, Taipei, Taiwan and Institute of Information Science, Academia Sinica, Taipei, Taiwan"," Dept. of CSIE, National Taiwan University, Taipei, Taiwan and Institute of Information Science, Academia Sinica, Taipei, Taiwan",Multiple-instance learning: multiple feature selection on instance representation
6," Department of Computing Science, University of Alberta, Edmonton, Canada"," Department of Computing Science, University of Alberta, Edmonton, Canada",An event-based framework for process inference
7," Developmental Robotics Laboratory, Iowa State University"," Developmental Robotics Laboratory, Iowa State University",Toward learning to solve insertion tasks: a developmental approach using exploratory behaviors and proprioception
8," Computing Science Department, University of Alberta, Edmonton, AB, Canada"," Computing Science Department, University of Alberta, Edmonton, AB, Canada",Time complexity of iterative-deepening A*: the informativeness pathology (abstract)
9," The Centre for Quantum Computation & Intelligent Systems, FEIT, University of Technology, Sydney, NSW, Australia"," The Centre for Quantum Computation & Intelligent Systems, FEIT, University of Technology, Sydney, NSW, Australia",An empirical study of bagging predictors for different learning algorithms
10," University of Nevada, Reno, NV"," University of Nevada, Reno, NV",An efficient and complete approach for cooperative path-finding
11," Faculty of Engineering and Natural Sciences, Sabanci University, Istanbul, Turkey"," Faculty of Engineering and Natural Sciences, Sabanci University, Istanbul, Turkey",Generating explanations for complex biomedical queries
12," Department of Intelligent Systems, Jožef Stefan Institute & Špica International d.o.o., Ljubljana, Slovenia"," Department of Intelligent Systems, Jožef Stefan Institute & Špica International d.o.o., Ljubljana, Slovenia",An intelligent system for prolonging independent living of elderly
13," Department of Computer Science and Engineering, Pennsylvania State University, University Park"," IBM Almaden Research Center, San Jose, CA",Evolution of node behavior in link prediction
14," Colorado State University, Computer Science Department, Fort Collins, Colorado"," Colorado State University, Computer Science Department, Fort Collins, Colorado",Web personalization and cohort information services for natural resource managers
15," Department of Computer Science, University of California, Los Angeles, Los Angeles, California"," Department of Computer Science, University of California, Los Angeles, Los Angeles, California",Using partitions and superstrings for lossless compression of pattern databases
16," School of Computer Science, Massey University, Wellington, New Zealand"," School of Computer Science, Massey University, Palmerston North, New Zealand",Convergence properties of (μ + λ) evolutionary algorithms
17," New Mexico State University, Dept. of Computer Science"," New Mexico State University, Dept. of Computer Science",On the effectiveness of belief state representation in contingent planning
18," Department of Computer Science, University of Ioannina, Ioannina, Greece"," Department of Computer Science, University of Ioannina, Ioannina, Greece",A bayesian reinforcement learning framework using relevant vector machines
19," Department of Computer Science and Engineering, University of South Carolina, Columbia, SC"," Department of Computer Science and Engineering, University of South Carolina, Columbia, SC",A framework for integration of logical and probabilistic knowledge
20, NICTA* and The Australian National University, NICTA* and The Australian National University,Solution quality improvements for massively multi-agent pathfinding
21," School of Computer Science, Fudan University, Shanghai, China"," School of Computer Science, Fudan University, Shanghai, China",Online updating the generalized inverse of centered matrices
22," Max Planck Institute for Intelligent Systems, Tübingen, Germany"," Max Planck Institute for Intelligent Systems, Tübingen, Germany",Modeling opponent actions for table-tennis playing robot
23," Constraint Systems Laboratory, University of Nebraska-Lincoln"," LIRMM-CNRS, University of Montpellier, France",Adaptive neighborhood inverse consistency as lookahead for non-binary CSPs
24," University of Alberta, Athabasca Hall, University of Alberta, Edmonton, AB, CA"," University of Alberta, Athabasca Hall, University of Alberta, Edmonton, AB, CA",A local monte carlo tree search approach in deterministic planning
25," Department of Computer Science, University of Massachusetts Amherst"," Department of Computer Science, University of Massachusetts Amherst",Discovering latent strategies
26," Georgia Institute of Technology, College of Computing, Atlanta, GA"," Georgia Institute of Technology, College of Computing, Atlanta, GA",Learning tasks and skills together from a human teacher
27," Harvey Mudd College, Claremont, CA"," Harvey Mudd College, Claremont, CA",Can quadrotors succeed as an educational platform?
28," Department of Computer Science, University at Albany, Albany, NY"," Department of Information Studies, University at Albany, Albany, NY",Playing chess with a human-scale mobile manipulator
29," University of Kassel, Software Engineering, Kassel, Germany"," University of Kassel, Software Engineering, Kassel, Germany",A robotics environment for software engineering courses
