,first-author-affiliation,last-author-affiliation,title
0," Computer Science Department, Univerisity of Southern California, Los Angeles, CA"," Industrial and Systems Engineering, University of Southern California, Los Angeles, CA and Industrial Engineering Department, University of Chile (Santiago)",Risk-averse strategies for security games with execution and observational uncertainty
1," Computer Science Department, University of Massachusetts, Amherst, MA"," Computer Science Department, University of Massachusetts, Amherst, MA",Coordinated multi-agent reinforcement learning in networked distributed POMDPs
2," Harvard University, Cambridge, MA"," Harvard University, Cambridge, MA",The influence of emotion expression on perceptions of trustworthiness in negotiation
3," USC Information Sciences Institute, Marina del Rey, California"," USC Information Sciences Institute, Marina del Rey, California",Co-evolution of selection and influence in social networks
4," Faculty of Engineering and Natural Sciences, Sabancı University, İstanbul, Turkey"," Faculty of Engineering and Natural Sciences, Sabancı University, İstanbul, Turkey",Finding answers and generating explanations for complex biomedical queries
5," CNRS & LIAFA, Paris"," Institute of Computer Science, University of Wrocław",First-order logic with counting for general game playing
6," Department of Computer Science and Engineering, Pohang University of Science and Technology (POSTECH), South Korea"," Department of Computer Science and Engineering, Pohang University of Science and Technology (POSTECH), South Korea",Grammatical error detection for corrective feedback provision in oral conversations
7," Shanghai Key Laboratory of Scalable Computing and Systems, Department of Computer Science and Engineering, Shanghai Jiao Tong University, China"," Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong, China",Social relations model for collaborative filtering
8," Department of Computer Science, Bar-Ilan University, Ramat-Gan, Israel"," Department of Computer Science, The University of Texas at Austin, Austin, Texas",Comparing agents' success against people in security domains
9," Adventium Labs, Minneapolis MN"," Adventium Labs, Minneapolis MN",Bayesian learning of generalized board positions for improved move prediction in computer go
10," MIT Media Laboratory, Cambridge, Massachusetts"," MIT Media Laboratory, Cambridge, Massachusetts",Composite social network for predicting mobile apps installation
11," Center for Cognitive Science, University of Freiburg, Freiburg, Germany"," Center for Cognitive Science, University of Freiburg, Freiburg, Germany","Human spatial relational reasoning: processing demands, representations, and cognitive model"
12," University at Buffalo and Department of CSE, University at Buffalo, Amherst, NY"," University of Reading, UK and School of Systems Engineering, University of Reading, UK",Intrinsic chess ratings
13," School of Computer Science and Engineering, The University of New South Wales, Australia"," School of Computer Science and Engineering, The University of New South Wales, Australia",The epistemic logic behind the game description language
14," Reykjavík University, Iceland"," The University of New South Wales, Sydney, Australia",Reasoning about general games described in GDL-II
15," Department of Computer Sciences, University of Wisconsin-Madison, Madison, WI"," Department of Psychology, University of Wisconsin-Madison, Madison, WI",Co-training as a human collaboration policy
16," Department of Computer Science, The University of Texas at Austin, Austin, TX"," Department of Computer Science, The University of Texas at Austin, Austin, TX",Learning to interpret natural language navigation instructions from observations
17," School of Information Science and Technology, Sun Yat-sen University, Guangzhou, China"," School of Software, Sun Yat-sen University, Guangzhou, China",A simple and effective unsupervised word segmentation approach
18," IBM T. J. Watson Research Center, Yorktown Heights, NY"," IBM T. J. Watson Research Center, Yorktown Heights, NY",Leveraging wikipedia characteristics for search and candidate generation in question answering
19," Dept. of Computer Science, University of Maryland, College Park, MD"," Dept. of Computer Science, University of Maryland, College Park, MD",Lossy conservative update (LCU) sketch: succinct approximate count storage
20," University of North Texas, Denton, Texas"," University of North Texas, Denton, Texas",Semantic relatedness using salient semantic analysis
21," Key Laboratory of Data Engineering and Knowledge, Engineering (Renmin University of China), MOE, School of Information, Renmin University of China, Beijing, China"," School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China",Partially supervised text classification with multi-level examples
22," School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China and Microsoft Research Asia, Beijing, China"," College of Computer Science, Chongqing University, Chongqing, China",Enhancing semantic role labeling for tweets using self-training
23," Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology"," Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology",Using semantic cues to learn syntax
24," Department of EECS, University of Michigan, Ann Arbor"," Department of EECS, University of Michigan, Ann Arbor",Exploiting phase transition in latent networks for clustering
25," School of Computing and Information Sciences, Florida International University, Miami, Florida"," Department of Computer Science and Engineering, University of Texas at Arlington, Arlington, TX",Integrating clustering and multi-document summarization by bi-mixture probabilistic latent semantic analysis (PLSA) with sentence bases
26," School of Computing, National University of Singapore"," School of Computing, National University of Singapore",Tree sequence kernel for natural language
27," Institute for Language, Cognition and Computation, School of Informatics, University of Edinburgh, Edinburgh, UK"," Institute for Language, Cognition and Computation, School of Informatics, University of Edinburgh, Edinburgh, UK",WikiSimple: automatic simplification of wikipedia articles
28," State Key Lab of Intelligent Tech. & Sys., Tsinghua National Lab for Info. Sci. and Tech., Dept. of Comp. Sci. & Tech., Tsinghua Univ."," State Key Lab of Intelligent Tech. & Sys., Tsinghua National Lab for Info. Sci. and Tech., Dept. of Comp. Sci. & Tech., Tsinghua Univ.",Identifying evaluative sentences in online discussions
29," Computer Science Dept., Ben-Gurion Univ. of the Negev, Israel"," IBM - Haifa Research Lab, Haifa, Israel",Planning for operational control systems with predictable exogenous events
