,first-author-affiliation,last-author-affiliation,title
0,,,A whole page click model to better interpret search engine click data
1," School of Computer Science, Carnegie Mellon University, Pittsburgh, PA"," School of Computer Science, Carnegie Mellon University, Pittsburgh, PA",User-controllable learning of location privacy policies with gaussian mixture models
2," Dept of Computer Science and Engineering, University of Washington, Seattle, WA"," Dept of Computer Science and Engineering, University of Washington, Seattle, WA",Artificial intelligence for artificial artificial intelligence
3," Guangdong University of Foreign Studies, Guangzhou, China and State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences"," Department of Computing Science, The University of Aberdeen, Aberdeen, UK",Towards practical ABox abduction in large OWL DL ontologies
4," Department of Computer Science, Bar-Ilan University Ramat-Gan, Israel"," Department of Industrial Engineering, Jerusalem College of Technology, Jerusalem, Israel",Identifying missing node information in social networks
5," Yahoo! Research Latin America, Santiago, Chile"," Department of Computer Sciences, Universidad de Concepción, Concepción, Chile",Maximum entropy context models for ranking biographical answers to open-domain definition questions
6," Institute for Creative Technologies, University of Southern California, Los Angeles, CA"," Institute for Creative Technologies, University of Southern California, Los Angeles, CA",Commonsense causal reasoning using millions of personal stories
7," Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong"," Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong",Active dual collaborative filtering with both item and attribute feedback
8," State Key Laboratory on Intelligent Technology and Systems, Tsinghua National Laboratory for Information Science and Technology, Department of Computer Sci. and Tech., Tsinghua University, Beijing, China"," State Key Laboratory on Intelligent Technology and Systems, Tsinghua National Laboratory for Information Science and Technology, Department of Computer Sci. and Tech., Tsinghua University, Beijing, China",Fast query recommendation by search
9," Distributed Systems Group, Johann Bernoulli Institute, University of Groningen, Groningen, The Netherlands"," Distributed Systems Group, Johann Bernoulli Institute, University of Groningen, Groningen, The Netherlands",Continual planning with sensing for web service composition
10," Computer Science & Engineering, SCIDSE, Arizona State University"," Computer Science & Engineering, SCIDSE, Arizona State University",Understanding user migration patterns in social media
11," Machine Learning Department, Carnegie Mellon University"," School of Engineering and Applied Sciences, Harvard University",Towards large-scale collaborative planning: answering high-level search queries using human computation
12," The University of Manchester, Manchester, UK"," The University of Manchester, Manchester, UK",Personalizing your web services with constructive DL reasoning join
13," Department of Computing, Macquarie University, NSW Australia"," Department of Computing, Macquarie University, NSW Australia",Trust transitivity in complex social networks
14," Emerging Research Lab, School of Computer Engineering, Nanyang Technological University and Baidu.com, Inc."," ICIS, School of Electrical and Electronic Engineering, Nanyang Technological University",Generating true relevance labels in chinese search engine using clickthrough data
15," The University of Tokyo, Bunkyo-ku, Tokyo, Japan"," The University of Tokyo, Bunkyo-ku, Tokyo, Japan",Cross-language latent relational search: mapping knowledge across languages
16," School of Computer Science and Informatics, University College Dublin, Belfield, Dublin, Ireland"," School of Computer Science and Informatics, University College Dublin, Belfield, Dublin, Ireland",Creative introspection and knowledge acquisition: learning about the world through introspective questions and exploratory metaphors
17," Shandong University of Finance, Jinan, China and Texas State University-San Marcos, San Marcos, TX"," Institute for Infocomm Research, Singapore",CCRank: parallel learning to rank with cooperative coevolution
18," School of Computer Science and Technology, Huazhong University of Science and Technology, China"," School of Computer Science and Technology, Huazhong University of Science and Technology, China",Integrating community question and answer archives
19," University of Maryland, College Park"," University of Maryland, College Park",Predicting author blog channels with high value future posts for monitoring
20," Center for Applied Informatics, Victoria University, Australia and Department of Computer Science, Aalborg University, Denmark"," Institute of Industrial Science, University of Tokyo, Japan",SemRec: a semantic enhancement framework for tag based recommendation
21, Shanghai Jiao Tong University, Shanghai Jiao Tong University,Analyzing and predicting not-answered questions in community-based question answering services
22," Department of Computer Science & Engineering, Lehigh University, Bethlehem, PA"," Department of Computer Science & Engineering, Lehigh University, Bethlehem, PA",Temporal dynamics of user interests in tagging systems
23," Nara Institute of Science and Technology, Ikoma, Nara, Japan"," Nara Institute of Science and Technology, Ikoma, Nara, Japan",Transfer learning for multiple-domain sentiment analysis — identifying domain dependent/independent word polarity
24," School of Software, Dalian Univ. of Technology, Dalian, China"," School of Software, Dalian Univ. of Technology, Dalian, China",Propagating both trust and distrust with target differentiation for combating web spam
25," Department of Computer Science and Engineering, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong"," Microsoft Research Asia, Beijing, China",Learning to suggest questions in online forums
26," Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong"," Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong",Heterogeneous transfer learning for image classification
27," On Time Systems, Inc., Eugene, OR"," On Time Systems, Inc., Eugene, OR",Green driver: AI in a microcosm
28," Dept. of Computer Science, The University of Texas at Austin, Austin, Texas"," Dept. of Computer Science, The University of Texas at Austin, Austin, Texas",Enforcing liveness in autonomous traffic management
29,,,policy gradient planning for environmental decision making with existing simulators
