,first-author-affiliation,last-author-affiliation,title
0," Department of Computer Science and Engineering, Lehigh University, Bethlehem, PA"," Department of Computer Science and Engineering, Lehigh University, Bethlehem, PA",Generating diverse plans using quantitative and qualitative plan distance metrics
1," Dept. of Computer Science, Univ. of Washington, Seattle, Washington"," Radboud University, AJ Nijmegen, The Netherlands",A POMDP model of eye-hand coordination
2," School of Informatics, University of Edinburgh, Edinburgh, Scotland"," SIFT, LLC, Minneapolis, MN",Recognizing plans with loops represented in a lexicalized grammar
3," Albert-Ludwigs-Universität Freiburg, Germany"," University of Birmingham, United Kingdom",A switching planner for combined task and observation planning
4," Department of Computer and Information Sciences, University of Strathclyde, Glasgow, UK"," Department of Computer and Information Sciences, University of Strathclyde, Glasgow, UK",Exploiting path refinement abstraction in domain transition graphs
5," National Institute of Informatics, Chiyoda-ku, Tokyo, Japan"," National Institute of Informatics, Chiyoda-ku, Tokyo, Japan",The inter-league extension of the traveling tournament problem and its application to sports scheduling
6, Tokyo Institute of Technology, Tokyo Institute of Technology and JST PRESTO,A novel technique for avoiding plateaus of greedy best-first search in satisficing planning
7," TZI Universität Bremen, Germany"," TZI Universität Bremen, Germany",Improving cost-optimal domain-independent symbolic planning
8," Computer Science Department, New Mexico State University, Las Cruces, NM"," Computer Science Department, New Mexico State University, Las Cruces, NM",On improving conformant planners by analyzing domain-structures
9," School of Eng. and Computer Science, The Hebrew University of Jerusalem, Jerusalem, Israel"," School of Eng. and Computer Science, The Hebrew University of Jerusalem, Jerusalem, Israel",Exploiting problem symmetries in state-based planners
10," Department of Computer Science, University of Massachusetts, Amherst, MA"," ICREA & Universitat Pompeu Fabra, Barcelona, SPAIN",Qualitative numeric planning
11," ONERA — The French Aerospace Lab, Toulouse, France"," ONERA — The French Aerospace Lab, Toulouse, France",Extending classical planning heuristics to probabilistic planning with dead-ends
12," New Mexico State University, Department of Computer Science"," New Mexico State University, Department of Computer Science",Conjunctive representations in contingent planning: prime implicates versus minimal CNF formula
13," Computer Science Department, University of Illinois at Urbana-Champaign, Urbana, IL"," Artificial Intelligence Center, SRI International, Menlo Park, CA",Efficient methods for lifted inference with aggregate factors
14," Rochester Institute of Technology, Rochester, NY"," Rochester Institute of Technology, Rochester, NY",Dual decomposition for marginal inference
15," Bren School of Informatics and Computer Science, University of California, Irvine, Irvine, CA"," Bren School of Informatics and Computer Science, University of California, Irvine, Irvine, CA",Stopping rules for randomized greedy triangulation schemes
16," Department of Computer Science & Engineering, University of Washington, Seattle, WA"," Department of Computer Science & Engineering, University of Washington, Seattle, WA",Coarse-to-fine inference and learning for first-order probabilistic models
17," Department of Computer Science and Engineering, Mississippi State University, Mississippi State, MS"," Department of Computer Science and Engineering, Mississippi State University, Mississippi State, MS",Memory-efficient dynamic programming for learning optimal bayesian networks
18," Department of Applied Mathematics, Jerusalem College of Technology, Israel"," Information Systems Engineering Department, Ben-Gurion University, Israel",When to stop? that is the question
19," Department of Computer Science, University of Texas at Austin, Austin, TX"," Department of Computer Science, University of Texas at Austin, Austin, TX",Abductive markov logic for plan recognition
20," Department of Computer Science, University of Chicago, IL"," Department of Electrical and Computer Engineering, University of Massachusetts Amherst, MA",Fast parallel and adaptive updates for dual-decomposition solvers
21," Dept. of Computer Science, Aalborg University, Aalborg, Denmark"," Dept. of Automationm Xiamen University, Xiamen, China",Utilizing partial policies for identifying equivalence of behavioral models
22," Department of Computer Science, The University of Texas at Austin"," Department of Computer Science, The University of Texas at Austin",Multiagent patrol generalized to complex environmental conditions
23," Dipartimento di Elettronica e Informazione, Politecnico di Milano, Milano, Italy"," Dipartimento di Elettronica e Informazione, Politecnico di Milano, Milano, Italy",Automated abstractions for patrolling security games
24," Computer Science and Engineering, University of Michigan"," Computer Science and Engineering, University of Michigan",Comparing action-query strategies in semi-autonomous agents
25," Universität Stuttgart, Institut für Formale Methoden der Informatik, Stuttgart, Germany"," Universität Stuttgart, Institut für Formale Methoden der Informatik, Stuttgart, Germany",Optimal route planning for electric vehicles in large networks
26, NICTA and The Australian National University, NICTA and The Australian National University,Online graph pruning for pathfinding on grid maps
27," Department of Computer Science, University of California, Santa Barbara, CA"," Department of Computer Science, University of California, Santa Barbara, CA",Complete information pursuit evasion in polygonal environments
28," GRASP Laboratory, University of Pennsylvania, Philadelphia, PA"," GRASP Laboratory, University of Pennsylvania, Philadelphia, PA",Learning dimensional descent for optimal motion planning in high-dimensional spaces
29," Yahoo! Labs, Sunnyvale, CA"," Department of Computer Science, University of Southern California, Los Angeles, CA",Detecting multilingual and multi-regional query intent in web search
