,first-author-affiliation,last-author-affiliation,title
0," CRIL, Univ. Artois and CNRS, France"," CRIL, Univ. Artois and CNRS, France",A SAT-based approach for solving the modal logic S5-satisfiability problem
1," Aix Marseille Univ, Université de Toulon, CNRS, ENSAM, LSIS, Marseille, France"," Aix Marseille Univ, Université de Toulon, CNRS, ENSAM, LSIS, Marseille, France",A BTP-based family of variable elimination rules for binary CSPs
2," Department of Computer Science, University of Sao Paulo, Brazil"," Department of Computer Science, University College London, UK",Algorithms for deciding counting quantifiers over unary predicates
3," University of California, Berkeley"," University of California, Berkeley",Maximum model counting
4," Algorithm Engineering Group, Hasso Plattner Institute, Potsdam, Germany"," Algorithm Engineering Group, Hasso Plattner Institute, Potsdam, Germany",Phase transitions for scale-free SAT formulas
5," Department of Computer Science, University of Rochester, Rochester, NY"," College of Computing and Information Sciences, Rochester Institute of Technology, Rochester, NY",The opacity of backbones
6," University of Glasgow, Glasgow, Scotland"," University of Glasgow, Glasgow, Scotland",Between subgraph isomorphism and maximum common subgraph
7," Microsoft Research, Redmond, WA"," Rutgers University, New Brunswick, NJ",Should algorithms for random SAT and Max-SAT be different?
8," Université Nice Sophia Antipolis, CNRS, France"," Université Nice Sophia Antipolis, CNRS, France",Soft and cost MDD propagators
9," Algorithms and Complexity Group, TU Wien, Vienna, Austria"," Algorithms and Complexity Group, TU Wien, Vienna, Austria",Rigging nearly acyclic tournaments is fixed-parameter tractable
10," Kno.e.sis Center, Dayton"," Kno.e.sis Center, Dayton",RQUERY: rewriting natural language queries on knowledge graphs to alleviate the vocabulary mismatch problem
11," TNO and Delft University of Technology, Groningen, The Netherlands"," Delft University of Technology, Delft, The Netherlands",CoCoA: a non-iterative approach to a local search (A)DCOP solver
12," UCLouvain, ICTEAM, Louvain-la-Neuve, Belgium"," UCLouvain, ICTEAM, Louvain-la-Neuve, Belgium",Extending compact-table to negative and short tables
13," Computer Science Department, Stanford University"," Computer Science Department, Stanford University",General bounds on satisfiability thresholds for random CSPs via fourier analysis
