,first-author-affiliation,last-author-affiliation,title
0," Department of Mathematics and Computer Science, University of Calabria, Italy"," KRDB Research Centre, Free University of Bozen-Bolzano, Italy",Minimal undefinedness for fuzzy answer sets
1, University of Edinburgh, University of Edinburgh,Open-universe weighted model counting
2," Department of Computer Science, Royal Holloway, University of London, Egham, Surrey, UK"," Department of Mechanical and Industrial Engineering, University of Toronto, Toronto, Canada, ON",Deterministic versus probabilistic methods for searching for an evasive target
3," Department of Computer Science, University of Toronto"," Department of Computer Science, University of Toronto",Non-deterministic planning with temporally extended goals: LTL over finite and infinite traces
4," IST Austria, Klosterneuburg, Austria"," University of Cambridge, Cambridge, UK",Optimizing expectation with guarantees in POMDPs
5," Department of Computer Science, University of Oxford"," Department of Computer Science, University of Oxford",Reasoning about cognitive trust in stochastic multiagent systems
6," School of Information Science and Technology, ShanghaiTech University, Shanghai, China"," School of Information Science and Technology, ShanghaiTech University, Shanghai, China",Latent dependency forest models
7, Purdue University, Purdue University,Causal effect identification by adjustment under confounding and selection biases
8," Carnegie Mellon University, Pittsburgh, Pennsylvania"," Carnegie Mellon University, Pittsburgh, Pennsylvania",The linearization of belief propagation on pairwise markov random fields
9," Technische Universität Darmstadtm Darmstadt, Germany"," School of Computer Science, University of Lincoln, Lincoln, UK",The kernel kalman rule — efficient nonparametric inference with recursive least squares
10," University of California, Berkeley, California"," Indian Institute of Science, Bengaluru, India",Misspecified linear bandits
11, IBM Research - Ireland," University of California, Irvine, Irvine, CA",Anytime best+depth-first search for bounding marginal MAP
12, IBM Research - Ireland," Insight Centre for Data Analytics, University College Cork, Ireland",Multi-objective influence diagrams with possibly optimal policies
13," School of EECS, Oregon State University, Corvallis, OR"," School of EECS, Oregon State University, Corvallis, OR",Hindsight optimization for hybrid state and action MDPs
14," Robert Bosch GmbH, Stuttgart, Germany"," Center for Cognitive Science & Dept. of Psychology, Technische Universität Darmstadt, Darmstadt, Germany",I see what you see: inferring sensor and policy models of human real-world motor behavior
15," School of Computer Science and Engineering, Northwestern Polytechnical University, China"," School of Computer Science, The University of Adelaide, Australia",Solving constrained combinatorial optimization problems via MAP inference without high-order penalties
