,first-author-affiliation,last-author-affiliation,title
0," Tel Aviv University, Israel and Microsoft, Israel"," Tel Aviv University, Israel and Microsoft, Israel",Bayesian neural word embedding
1," Singapore University of Technology and Design, Singapore"," Singapore University of Technology and Design, Singapore",Improving word embeddings with convolutional feature learning and subword information
2," Department of Computing, The Hong Kong Polytechnic University, Hong Kong and Hong Kong Polytechnic University Shenzhen Research Institute, China"," Key Laboratory of Computational Linguistics, Peking University, MOE, China",Joint copying and restricted generation for paraphrase
3," Department of Computer Science, University of Illinois, Urbana-Champaign"," Department of Computer Science, University of Maryland, College Park",Unsupervised learning of evolving relationships between literary characters
4," Machine Intelligence and Translation Laboratory, Harbin Institute of Technology, Harbin, China"," ASTREC, National Institute of Information and Communications Technology, Kyoto, Japan",Translation prediction with source dependency-based context representation
5," Institute for Interdisciplinary Information Sciences, Tsinghua University, Beijing, China"," Institute for Interdisciplinary Information Sciences, Tsinghua University, Beijing, China",Maximum reconstruction estimation for generative latent-variable models
6," Institute for Infocomm Research, A*STAR, Singapore"," Tencent AI Lab, Shenzhen, China",Incorporating expert knowledge into keyphrase extraction
7," Georgia Institute of Technology, Atlanta, Georgia"," Georgia Institute of Technology, Atlanta, Georgia",Unsupervised learning for lexicon-based classification
8," Allen Institute for Artificial Intelligence, Seattle, Washington"," Allen Institute for Artificial Intelligence, Seattle, Washington",Open-vocabulary semantic parsing with both distributional statistics and formal knowledge
9," Department of Electrical and Computer Engineering, University of Illinois at Urbana Champaign"," Department of Electrical and Computer Engineering, University of Illinois at Urbana Champaign",Geometry of compositionality
10," School of Electrical Engineering and Computer Science, University of Ottawa, Canada"," School of Electrical Engineering and Computer Science, University of Ottawa, Canada",Disambiguating spatial prepositions using deep convolutional networks
11," MOE Key Laboratory of Computational Linguistics, Peking University, School of Electronics Engineering and Computer Science, Peking University"," MOE Key Laboratory of Computational Linguistics, Peking University, School of Electronics Engineering and Computer Science, Peking University",A unified model for cross-domain and semi-supervised named entity recognition in Chinese social media
12," Department of Computer Science and Engineering, Hong Kong University of Science and Technology, China"," iPIN, Shenzhen, China",Recurrent attentional topic model
13," Computer Science Department, University of Pittsburgh, Pittsburgh, PA"," Computer Science Department, University of Pittsburgh, Pittsburgh, PA",Representations of context in recognizing the figurative and literal usages of idioms
14," Machine Intelligence and Translation Laboratory, Harbin Institute of Technology, Harbin, China"," ASTREC, National Institute of Information and Communications Technology (NICT), Kyoto, Japan",Deterministic attention for sequence-to-sequence constituent parsing
15," Department of Computer Science, Beijing Institute of Technology, China"," Department of Computer Science and Technology, South China University of Technology, China",S2JSD-LSH: a locality-sensitive hashing schema for probability distributions
16, Johns Hopkins University, TTI-Chicago,Coherent dialogue with attention-based language models
17," Department of Electrical Engineering & Computer Science, Northwestern University, Evanston IL"," Department of Electrical Engineering & Computer Science, Northwestern University, Evanston IL",Definition modeling: learning to define word embeddings in natural language
18," Department of Computer Science & Engineering, Beihang University, Beijing, China"," Department of Computer Science & Engineering, Beihang University, Beijing, China",Incrementally learning the hierarchical softmax function for neural language models
19," Brandeis University, MA"," Artificial Intelligence Laboratory, Philips Research North America, Cambridge, MA",Condensed memory networks for clinical diagnostic inferencing
20," Center for Language and Speech Processing, Johns Hopkins University"," Center for Language and Speech Processing, Johns Hopkins University and Human Language Technology Center of Excellence, Johns Hopkins University",Robsut wrod reocginiton via semi-character recurrent neural network
21," University of Montreal, Montréal, QC, Canada"," University of Montreal, Montréal, QC, Canada",Multiresolution recurrent neural networks: an application to dialogue response generation
22," University of Montreal, Montréal, QC, Canada"," University of Montreal, Montréal, QC, Canada",A hierarchical latent variable encoder-decoder model for generating dialogues
23," Xiamen University, Xiamen, China"," Tsinghua University, Beijing, China",Lattice-based recurrent neural network encoders for neural machine translation
24," Singapore University of Technology and Design, Singapore"," Singapore University of Technology and Design, Singapore",Semantic parsing with neural hybrid trees
25," Nanyang Technological University, Singapore and SAP Innovation Center Singapore"," Nanyang Technological University, Singapore",Coupled multi-layer attentions for co-extraction of aspect and opinion terms
26," University of Illinois, Urbana, IL"," University of Illinois, Urbana, IL",Dual-clustering maximum entropy with application to classification and word embedding
27," Soochow University, Suzhou"," Soochow University, Suzhou",Neural machine translation advised by statistical machine translation
