,first-author-affiliation,last-author-affiliation,title
0," IIIT Delhi, India", University of Virginia,Matrix factorisation for scalable energy breakdown
1," Monash Business School, Monash University"," Dept. of CEE, Stanford University",Regularization in hierarchical time series forecasting with application to electricity smart meter data
2," Energy Research Institute @NTU, Nanyang Technological University, Singapore"," Department of Traffic Information Management and Routing Optimization, BMW Group, Germany",Maximizing the probability of arriving on time: a practical Q-learning method
3," Department of Civil and Environmental Engineering, Rice University"," Department of Computer Science, Rice University",Counting-based reliability estimation for power-transmission grids
4, CSIRO, CSIRO,Three new algorithms to solve N-POMDPs
5," Department of Computer Science, Stanford University"," Department of Computer Science, Stanford University",Fine-grained car detection for visual census estimation
6," Center for Research and Development in Telecommunication (CPqD), Brazil"," School of Elec. and Comp. Eng., University of Campinas, Brazil",Spatial projection of multiple climate variables using hierarchical multitask learning
7," School of Electrical Engineering and Computer Science, Oregon State University, Corvallis, OR and Dept. of Fisheries and Wildlife, Oregon State University, Corvallis, OR"," Statistics Dept., Oregon State University, Corvallis, OR",Species distribution modeling of citizen science data as a classification problem with class-conditional noise
8," Graduate School of Information Science and Technology, Hokkaido University, Japan"," Graduate School of Information Science and Technology, Hokkaido University, Japan",Combining satellite imagery and open data to map road safety
9," Queensland University of Technology, Brisbane QLD, Australia"," CSIRO, Dutton Park QLD, Australia",Fast-tracking stationary MOMDPs for adaptive management problems
10," UCLA Computer Science Department, Los Angeles, CA"," UCLA Computer Science Department, Los Angeles, CA",Extracting urban microclimates from electricity bills
11," Department of Computer Science, Cornell University"," College of Information and Computer Sciences, University of Massachusetts Amherst",Robust optimization for tree-structured stochastic network design
12," Dept. of Computer Science, Cornell University"," Dept. of Computer Science, Cornell University",Dynamic optimization of landscape connectivity embedding spatial-capture-recapture information
13," Department of Computer Science, Stanford University"," Department of Computer Science, Stanford University",Deep Gaussian process for crop yield prediction based on remote sensing data
