,first-author-affiliation,last-author-affiliation,title
0," AI Platform Department, Tencent Inc., Shenzhen, China and Machine Learning Department, Carnegie Mellon University, Pittsburgh, PA"," Machine Learning Department, Carnegie Mellon University, Pittsburgh, PA",Bootstrapping distantly supervised IE using joint learning and small well-structured corpora
1," Department of Computer Science, School of Computing, National University of Singapore"," Learning Research and Development Center, University of Pittsburgh and Department of Computer Science, University of Pittsburgh",Using discourse signals for robust instructor intervention prediction
2," Department of Computer Science, Sun Yat-sen University, Guangzhou, China"," Department of Computer Science, Sun Yat-sen University, Guangzhou, China",Automatic emphatic information extraction from aligned acoustic data and its application on sentence Compression
3," Computer Science and Engineering, Arizona State University, Tempe"," Computer Science and Engineering, Arizona State University, Tempe",Unsupervised sentiment analysis with signed social networks
4," School of Information Systems, Singapore Management University"," School of Information Systems, Singapore Management University",Recurrent neural networks with auxiliary labels for cross-domain opinion target extraction
5," State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences"," State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences",Distant supervision via prototype-based global representation learning
6," Department of Computer Science and Technology, Tsinghua University, China"," Department of Computer Science and Technology, Tsinghua University, China",What happens next? future subevent prediction using contextual hierarchical LSTM
7," Singapore University of Technology and Design, Singapore"," Singapore University of Technology and Design, Singapore",Efficient dependency-guided named entity recognition
8," National Institute of Information and Communications Technology, Kyoto, Japan"," National Institute of Information and Communications Technology, Kyoto, Japan",Improving event causality recognition with multiple background knowledge sources using multi-column convolutional neural networks
9," Key Laboratory of Medical Image Computing of Northeastern University, Ministry of Education and School of Computer Science and Engineering, Northeastern University, Shenyang, China"," College of Information Science and Engineering, Northeastern University, Shenyang, China",Efficiently mining high quality phrases from texts
10," Singapore University of Technology and Design, Singapore"," Singapore University of Technology and Design, Singapore",Learning latent sentiment scopes for entity-level sentiment analysis
11," School of Computer Science and Engineering, Hebei University of Technology, Tianjin, China"," School of Electrical Engineering, Hebei University of Technology, Tianjin, China",Structural correspondence learning for cross-lingual sentiment classification with one-to-many mappings
12," Department of Systems Engineering and Engineering Management, The Chinese University of Hong Kong, Hong Kong"," AI Platform Department, Tencent Inc., Shenzhen, China",Salience estimation via variational auto-encoders for multi-document summarization
13," University College London, London, United Kingdom"," University of Amsterdam, Amsterdam, The Netherlands",Collaborative user clustering for short text streams
14," Sino-French Engineer School, Beihang University, China"," School of Computer Science and Engineering, Beihang University, China",Word embedding based correlation model for question/answer matching
15," Institute of Computer Science and Technology, Peking University, Beijing, China and The MOE Key Laboratory of Computational Linguistics, Peking University"," Institute of Computer Science and Technology, Peking University, Beijing, China and The MOE Key Laboratory of Computational Linguistics, Peking University",Greedy flipping for constrained word deletion
16," MOE Key Lab of Computational Linguistics, Peking University, Beijing, China"," MOE Key Lab of Computational Linguistics, Peking University, Beijing, China and Collaborative Innovation Center for Language Ability, Xuzhou, Jiangsu, China",Attentive interactive neural networks for answer selection in community question answering
17," College of Computer Science, Zhejiang University"," College of Computer Science, Zhejiang University",Community-based question answering via asymmetric multi-faceted ranking network learning
