,year,first-author,first-author-affiliation,last-author,last-author-affiliation,journal/conference,title,number-of-authors,paper-url,DBLP-url
0,2015,Amir Alansary,nan,Daniel Rueckert,"Imperial College London, UK",MLMMI@ICML,Automatic Brain Localization in Fetal MRI Using Superpixel Graphs.,9,https://doi.org/10.1007/978-3-319-27929-9_2,https://dblp.org/rec/conf/icml/AlansaryLKKMRHG15
1,2015,Rahaf Aljundi,nan,Carole Lartizien,nan,MLMMI@ICML,Transfer Learning for Prostate Cancer Mapping Based on Multicentric MR Imaging Databases.,5,https://doi.org/10.1007/978-3-319-27929-9_8,https://dblp.org/rec/conf/icml/AljundiLPRL15
2,2015,Orhan Firat,nan,Fatos T. Yarman-Vural,"Middle East Technical University, Ankara, Turkey",MLMMI@ICML,Learning Deep Temporal Representations for fMRI Brain Decoding.,4,https://doi.org/10.1007/978-3-319-27929-9_3,https://dblp.org/rec/conf/icml/FiratAOY15
3,2015,Alexander Loktyushin,nan,Bernhard Schölkopf,"Max Planck Institute for Intelligent Systems, Tübingen, Germany",MLMMI@ICML,Retrospective Motion Correction of Magnitude-Input MR Images.,4,https://doi.org/10.1007/978-3-319-27929-9_1,https://dblp.org/rec/conf/icml/LoktyushinSSS15
4,2015,Marco Lorenzi,nan,Sébastien Ourselin,nan,MLMMI@ICML,Modelling Non-stationary and Non-separable Spatio-Temporal Changes in Neurodegeneration via Gaussian Process Convolution.,4,https://doi.org/10.1007/978-3-319-27929-9_4,https://dblp.org/rec/conf/icml/LorenziZAO15
5,2015,Annegreet van Opbroek,nan,Marleen de Bruijne,"Erasmus MC, Rotterdam, The Netherlands",MLMMI@ICML,Feature-Space Transformation Improves Supervised Segmentation Across Scanners.,3,https://doi.org/10.1007/978-3-319-27929-9_9,https://dblp.org/rec/conf/icml/OpbroekAB15
6,2015,Gerard Sanroma,"German Center for Neurodegenerative Diseases (DZNE), Bonn, Germany",Miguel Ángel González Ballester,nan,MLMMI@ICML,Discriminative Dimensionality Reduction for Patch-Based Label Fusion.,7,https://doi.org/10.1007/978-3-319-27929-9_10,https://dblp.org/rec/conf/icml/SanromaBPWZSB15
7,2015,Mahsa Shakeri,nan,Samuel Kadoury,nan,MLMMI@ICML,Classification of Alzheimer's Disease Using Discriminant Manifolds of Hippocampus Shapes.,3,https://doi.org/10.1007/978-3-319-27929-9_7,https://dblp.org/rec/conf/icml/ShakeriLK15
8,2015,Claudio Stamile,nan,Dominique Sappey-Marinier,nan,MLMMI@ICML,A Graph Based Classification Method for Multiple Sclerosis Clinical Forms Using Support Vector Machine.,5,https://doi.org/10.1007/978-3-319-27929-9_6,https://dblp.org/rec/conf/icml/StamileKHDS15
9,2015,Jonathan Young,nan,Sébastien Ourselin,nan,MLMMI@ICML,Improving MRI Brain Image Classification with Anatomical Regional Kernels.,6,https://doi.org/10.1007/978-3-319-27929-9_5,https://dblp.org/rec/conf/icml/YoungMCMAO15
