,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
99,99,Aurel A Lazar,Columbia University,Yevgeniy B Slutskiy,Columbia University,Identifying Dendritic Processing.
100,100,Malik Magdon-Ismail,RPI,Malik Magdon-Ismail,RPI,Permutation Complexity Bound on Out-Sample Error.
101,101,Siwei Lyu,University at Albany SUNY,Siwei Lyu,University at Albany SUNY,Divisive Normalization: Justification and Effectiveness as Efficient Coding Transform.
102,102,Congcong Li,Cornell University,Tsuhan Chen,Cornell University,Towards Holistic Scene Understanding: Feedback Enabled Cascaded Classification Models.
103,103,Andrew B Goldberg,Arcode Corporation,Rob Nowak,Wisconsin,Transduction with Matrix Completion: Three Birds with One Stone.
104,104,Shaul Druckmann,Janelia Farm Research Campus,Dmitri B Chklovskii,HHMI,Over-complete representations on recurrent neural networks can support persistent percepts.
105,105,Yangqing Jia,Alibaba Group,Trevor Darrell,UC Berkeley,Factorized Latent Spaces with Structured Sparsity.
106,106,Ryan G Gomes,Caltech,Pietro Perona,California Institute of Technology,Discriminative Clustering by Regularized Information Maximization.
107,107,Mark Johnson,Macquarie University,Bevan K Jones,University Edinburgh / Macquarie University,Synergies in learning words and their referents.
108,108,Kaiming Li,Sichuan University,tianming Liu,University of Georgia,Individualized ROI Optimization via Maximization of Group-wise Consistency of Structural and Functional Profiles.
109,109,Jason D Lee,Stanford,Joel A Tropp,Caltech,Practical Large-Scale Optimization for Max-norm Regularization.
110,110,Tom Claassen,Radboud University Nijmegen,Tom Heskes,Radboud University Nijmegen,Causal discovery in multiple models from different experiments.
111,111,Leonidas Lefakis,EPFL/Idiap,François Fleuret,University of Geneva,Joint Cascade Optimization Using A Product Of Boosted Classifiers.
112,112,Jan Gasthaus,Amazon,Yee Whye Teh,"University of Oxford, DeepMind",Improvements to the Sequence Memoizer.
113,113,Yuanqing Lin,NEC Labs America,Kai Yu,Baidu,Deep Coding Network.
114,114,Diane Hu,UC San Diego,Sorin Lerner,UC San Diego,Latent Variable Models for Predicting File Dependencies in Large-Scale Software Development.
115,115,Chang Su,University at Buffalo,Sargur N Srihari,University at Buffalo,Evaluation of Rarity of Fingerprints in Forensics.
116,116,Eiji Mizutani,National Taiwan University of Science and Technology,Stuart Dreyfus,UC Berkeley,An analysis on negative curvature induced by singularity in multi-layer neural-network learning.
117,117,Julien Mairal,Inria,Francis Bach,INRIA - Ecole Normale Superieure,Network Flow Algorithms for Structured Sparsity.
118,118,koray kavukcuoglu,DeepMind,Yann LeCun,Facebook AI Research and New York University,Learning Convolutional Feature Hierarchies for Visual Recognition.
