,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
39,39,Siu On Chan,Microsoft Research,Xiaorui Sun,Columbia University,Near-Optimal Density Estimation in Near-Linear Time Using Variable-Width Histograms.
40,40,Karin C Knudson,UT Austin,Jonathan W Pillow,UT Austin,Inferring sparse representations of continuous signals with continuous orthogonal matching pursuit.
41,41,Ian Osband,Stanford,Benjamin Van Roy,Stanford University,Model-based Reinforcement Learning and the Eluder Dimension.
42,42,Abhishek Sharma,University of Maryland,Ming-Yu Liu,MERL,Recursive Context Propagation Network for Semantic Scene Labeling.
43,43,Pedro Felzenszwalb,Brown University,John G Oberlin,Brown University,Multiscale Fields of Patterns.
44,44,Yingzhen Yang,Snap Research,Thomas S Huang,UIUC,On a Theory of Nonparametric Pairwise Similarity for Clustering: Connecting Clustering to Classification.
45,45,Andrew McDonald,University College London,Dimitris Stamos,University College London,Spectral k-Support Norm Regularization.
46,46,Matthias Zöhrer,Graz University of Technology,Franz Pernkopf,"Signal Processing and Speech Communication Laboratory, Graz, Austria",General Stochastic Networks for Classification.
47,47,Ananda Theertha Suresh,"University of California, San Diego",Ashkan Jafarpour,"University of California, San Diego",Near-Optimal-Sample Estimators for Spherical Gaussian Mixtures.
48,48,Shariq A Mobin,UC Berkeley,Fritz Sommer,UC Berkeley,Information-based learning by agents in unbounded state spaces.
49,49,Kenneth W Latimer,UT Austin,Jonathan W Pillow,UT Austin,Inferring synaptic conductances from spike trains with a biophysically inspired point process model.
50,50,Nisheeth Srivastava,University of California San Diego,Paul R Schrater,University of Minnesota,Magnitude-sensitive preference formation`.
51,51,Qian Wang,Tsinghua University,Zheng Zhang,Microsoft Reasearch,Attentional Neural Network: Feature Selection Using Cognitive Feedback.
52,52,Daniel Berend,Ben Gurion University,Aryeh Kontorovich,Ben Gurion University,Consistency of weighted majority votes.
53,53,David I Inouye,University of Texas at Austin,Inderjit Dhillon,UT Austin & Amazon,Capturing Semantically Meaningful Word Dependencies with an Admixture of Poisson MRFs.
54,54,Kihyuk Sohn,Google,Honglak Lee,U. Michigan,Improved Multimodal Deep Learning with Variation of Information.
55,55,Evan W Archer,Sony AI,Jakob H Macke,University of Tübingen & MPI IS Tübingen,Low-dimensional models of neural population activity in sensory cortical circuits.
56,56,Zhe Liu,University of Chicago,John Lafferty,Yale University,Blossom Tree Graphical Models.
57,57,Aron Yu,University of Texas at Austin,Kristen Grauman,University of Texas at Austin,Predicting Useful Neighborhoods for Lazy Local Learning.
58,58,Luca Pasa,Università degli Studi di Padova,Alessandro Sperduti,Università degli Studi di Padova,Pre-training of Recurrent Neural Networks via Linear Autoencoders.
