,first-author-affiliation,last-author-affiliation,title
0," Università degli studi di Napoli ""Federico II"""," Università degli studi di Napoli ""Federico II"" and University of Oxford",Pushdown multi-agent system verification
1," Electronics and Computer Science, University of Southampton, U.K."," Electronics and Computer Science, University of Southampton, U.K.",A scalable interdependent multi-issue negotiation protocol for energy exchange
2," NICTA and UNSW, Sydney, Australia"," NICTA and UNSW, Sydney, Australia",Equilibria under the probabilistic serial rule
3," School of Information Systems, Singapore Management University, Singapore"," School of Information Systems, Singapore Management University, Singapore",Towards city-scale mobile crowdsourcing: task recommendations under trajectory uncertainties
4," Department of Computer Science and Automation, Indian Institute of Science, Bangalore, India"," Department of Computer Science and Automation, Indian Institute of Science, Bangalore, India",Estimating the margin of victory of an election using sampling
5," Institut für Informatik, Heinrich-Heine-Universität Düsseldorf, Düsseldorf, Germany"," Institut für Informatik, Heinrich-Heine-Universität Düsseldorf, Düsseldorf, Germany",Strategy-proofness of scoring allocation correspondences for indivisible goods
6," DEI, FEUP, University of Porto, Porto, Portugal"," DEI, FEUP, University of Porto, Porto, Portugal and Artificial Intelligence and Computer Science Lab., University of Porto, Porto, Portugal",Spectrum-based fault localisation for multi-agent systems
7," University of Warsaw, Warsaw, Poland"," University of Warsaw, Warsaw, Poland",What do we elect committees for? a voting committee model for multi-winner rules
8," Department of Computer Science, Technion-Israel Institue of Technology, Haifa, Israel"," Department of Computer Science, Technion-Israel Institue of Technology, Haifa, Israel",Algorithmic exam generation
9, Stanford University, Stanford University,The right to obscure: a mechanism and initial evaluation
10," National Laboratory of Pattern Recognition, CASIA, Beijing, P.R. China"," National Laboratory of Pattern Recognition, CASIA, Beijing, P.R. China",A new input method for human translators: integrating machine translation effectively and imperceptibly
11," Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China"," Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China and Key Laboratory of Shanghai Education Commission for Intelligent Interaction and Cognitive Engineering, Shanghai Jiao Tong University, Shanghai, China",Combining eye movements and EEG to enhance emotion recognition
12," Carnegie Mellon University, Pittsburgh, PA"," Carnegie Mellon University, Pittsburgh, PA",Handling complex commands as service robot task requests
13," Electronics and Computer Science, University of Southampton, UK"," BAE Systems, UK",A study of human-agent collaboration for multi-UAV
14," Department of Computer Science University of California, Davis"," Department of Computer Science University of California, Davis",Automated geometry theorem proving for human-readable proofs
