,first-author-affiliation,last-author-affiliation,title
0," Beijing University of Technology, BJC-SEC, Beijing, China"," Microsoft Research, Beijing, China",Selling reserved instances in cloud computing
1," Department of Computer Science and Engineering, University of Bologna, Lab. Focus, INRIA"," Department of Computer Science and Engineering, University of Bologna, Lab. Focus, INRIA",A multicore tool for constraint solving
2," HIIT & Department of Computer Science, University of Helsinki, Finland"," HIIT & Department of Computer Science, University of Helsinki, Finland",Improving the effectiveness of SAT-based preprocessing for MaxSAT
3," Microsoft Research, Redmond"," Carnegie Mellon University, Pittsburgh",Maximum satisfiability using cores and correction sets
4," University of Washington, Seattle, WA"," University of Washington, Seattle, WA",Recursive decomposition for nonconvex optimization
5," Foisie School of Business, Worcester Polytechnic Institute and Mines de Nantes, LINA, France"," Foisie School of Business, Worcester Polytechnic Institute",Finding diverse solutions of high quality to constraint optimization problems
6," Aix Marseille Université, CNRS, ENSAM, Université de Toulon, Marseille, France"," Aix Marseille Université, CNRS, ENSAM, Université de Toulon, Marseille, France",On the resiliency of unit propagation to max-resolution
7," Institute of Information Systems, Vienna University of Technology, Vienna, Austria"," Institute of Information Systems, Vienna University of Technology, Vienna, Austria",Improving the efficiency of dynamic programming on tree decompositions via machine learning
8," DIEI, Univ. of Lleida, Spain"," DIEI, Univ. of Lleida, Spain",Exploiting the structure of unsatisfiable cores in MaxSAT
9," TASC, INRIA, CNRS, Mines Nantes Nantes, France"," CNRS, U. Montpellier, Montpellier, France",Multi-armed bandits for adaptive constraint propagation
10," Sorbonne Universites, UPMC, Univ Paris 06, CNRS, UMR, Paris, France"," Sorbonne Universites, UPMC, Univ Paris 06, CNRS, UMR, Paris, France",Combining preference elicitation and search in multiobjective state-space graphs
11," Insight Centre for Data Analytics, University College Cork, Ireland"," Insight Centre for Data Analytics University College Cork, Ireland",ReACTR: realtime algorithm configuration through tournament rankings
12," CNRS, LIG"," CNRS, Laboratoire d'Informatique de Grenoble, Inria, Univ. Grenoble Alpes",Expressive logical combinators for free
13," Insight Centre for Data Analytics, University College Cork, Ireland"," Insight Centre for Data Analytics, University College Cork, Ireland",Statistical regimes and runtime prediction
14," INESC-ID, IST, Lisbon, Portugal"," INESC-ID, IST, Lisbon, Portugal and University College Dublin, Ireland",Solving QBF by clause selection
15," CRIL-CNRS and Université d'Artois, Lens, France"," CRIL-CNRS and Université d'Artois, Lens, France",Compiling constraint networks into multivalued decomposable decision graphs
16," Department of Computer Science and Engineering, The Chinese University of Hong Kong Shatin, N.T., Hong Kong"," Department of Computer Science and Engineering The Chinese University of Hong Kong Shatin, N.T., Hong Kong",Filtering Nogoods lazily in dynamic symmetry breaking during search
17," Faculty of IT, Monash University, Australia and National ICT Australia (NICTA), Victoria"," Faculty of IT, Monash University, Australia and National ICT Australia (NICTA), Victoria",Multi-pass high-level presolving
18," School of Computing, National University of Singapore, Singapore"," School of Computing, National University of Singapore, Singapore",Decomposition of the factor encoding for CSPs
19," Faculty of IT, Monash University, Australia"," Faculty of IT, Monash University, Australia",Towards automatic dominance breaking for constraint optimization problems
20," Department of Computer Science, University of British Columbia"," Department of Computer Science, University of British Columbia",On the empirical time complexity of random 3-SAT at the phase transition
21," Université Nice-Sophia Antipolis, CNRS, France"," Université Nice-Sophia Antipolis, CNRS, France",Efficient operations on MDDs for building constraint programming models
22, University of Washington, University of Washington,Personalized mathematical word problem generation
23," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",On constrained boolean pareto optimization
24," Mines de Nantes, LINA, France"," Mines de Nantes, LINA, UMR, France",Packing curved objects
25," University of Southampton, UK."," University of Southampton, UK",Efficient algorithms with performance guarantees for the stochastic multiple-choice Knapsack problem
26," School of Info. Systems, Singapore Management Univ."," School of Info. Systems, Singapore Management Univ.",Probabilistic inference based message-passing for resource constrained DCOPs
27," Data Analytics Department, Institute for Infocomm Research, Singapore"," School of Computing Science, University of Glasgow, Scotland, UK",Collective biobjective optimization algorithm for parallel test paper generation
28," The Open University, Ra'anana, Israel"," Ariel University, Ariel, Israel",Max-sum goes private
29," Industrial Engineering and Management Department, Ben-Gurion University of the Negev, Beer-Sheva, Israel"," Industrial Engineering and Management Department, Ben-Gurion University of the Negev, Beer-Sheva, Israel",Applying max-sum to asymmetric distributed constraint optimization
