319,Andrea Tirinzoni,Politecnico di Milano,Marcello Restelli,Politecnico di Milano,Sequential Transfer in Reinforcement Learning with a Generative Model
320,Murray Shanahan,DeepMind / Imperial College London,Marta Garnelo,DeepMind,An Explicitly Relational Neural Network Architecture
321,Joeri Hermans,University of Liège,Gilles Louppe,University of Liège,Likelihood-free MCMC with Amortized Approximate Ratio Estimators
322,Aleksei Petrenko,University of Southern California,Vladlen Koltun,Intel Labs,Sample Factory: Egocentric 3D Control from Pixels at 100000 FPS with Asynchronous Reinforcement Learning
323,Jonas Köhler,Freie Universität Berlin,Frank Noe,FU Berlin,Equivariant Flows: Exact Likelihood Generative Learning for Symmetric Densities
324,Umut Simsekli,Institut Polytechnique de Paris / University of Oxford,Mert Gurbuzbalaban,Rutgers University,Fractional Underdamped Langevin Dynamics: Retargeting SGD with Momentum under Heavy-Tailed Gradient Noise
325,Auke Wiggers,Qualcomm AI Research,Emiel Hoogeboom,University of Amsterdam,Predictive Sampling with Forecasting Autoregressive Models
326,Yaniv Blumenfeld,Technion,Daniel Soudry,Technion,Beyond Signal Propagation: Is Feature Diversity Necessary in Deep Neural Network Initialization?
327,Allan Grønlund,Aarhus University,Kasper Green Larsen,"Aarhus University, MADALGO",Near-Tight Margin-Based Generalization Bounds for Support Vector Machines
328,Xiao Li,University of Aberdeen,Frank Guerin,University of Surrey,Latent Space Factorisation and Manipulation via Matrix Subspace Projection
329,Pierre Laforgue,Télécom Paris,Florence d'Alche-Buc,"Télécom ParisTech, Université Paris-Saclay,Paris, France",Duality in RKHSs with Infinite Dimensional Outputs: Application to Robust Losses
330,Francesca Mignacco,"IPhT, CEA Saclay",Lenka Zdeborova,CNRS,The Role of Regularization in Classification of High-dimensional Noisy Gaussian Mixture
331,Leonardo Cella,University of Milan,Massimiliano Pontil,Istituto Italiano di Tecnologia and University College London,Meta-learning with Stochastic Linear Bandits
332,Ahmed Alaa,UCLA,Mihaela van der Schaar,University of Cambridge and UCLA,Frequentist Uncertainty in Recurrent Neural Networks via Blockwise Influence Functions
333,Nikita Doikov,Université catholique de Louvain,Yurii Nesterov,Universite catholique de Louvain,Inexact Tensor Methods with Dynamic Accuracies
334,Natasa Tagasovska,Swiss Data Science Center EPFL/ETH,Thibault Vatter,Columbia University,Distinguishing Cause from Effect Using Quantiles: Bivariate Quantile Causal Discovery
335,Tor Lattimore,DeepMind,Gellért Weisz,DeepMind,Learning with Good Feature Representations in Bandits and in RL with a Generative Model
336,Jonathan Frankle,MIT CSAIL,Michael Carbin,MIT,Linear Mode Connectivity and the Lottery Ticket Hypothesis
337,Shubhanshu Shekhar,"University of California, San Diego",Mohammad Ghavamzadeh,Google Research,Adaptive Sampling for Estimating Probability Distributions
338,Shuang Li,Harvard University,Le Song,Georgia Institute of Technology,Temporal Logic Point Processes
