199,Dongruo Zhou,UCLA,Quanquan Gu,"University of California, Los Angeles",Neural Contextual Bandits with UCB-based Exploration
200,Sicheng Zhu,University of Virginia,David Evans,University of Virginia,Learning Adversarially Robust Representations via Worst-Case Mutual Information Maximization
201,Kelvin Guu,Google,Mingwei Chang,Google,Retrieval Augmented Language Model Pre-Training
202,Raphaël Dang-Nhu,ETH Zürich,Martin Vechev,ETH Zurich,Adversarial Attacks on Probabilistic Autoregressive Forecasting Models
203,Runxue Bao,University of Pittsburgh,Heng Huang,University of Pittsburgh & JD Finance America Corporation,Fast OSCAR and OWL Regression via Safe Screening Rules
204,Mahsa Ghasemi,The University of Texas at Austin,Ufuk Topcu,University of Texas at Austin,Task-Oriented Active Perception and Planning in Environments with Partially Known Semantics
205,Xiaochen Wang,Yale University,Donald Lee,Emory University,BoXHED: Boosted eXact Hazard Estimator with Dynamic covariates
206,Salman Sadiq Shuvo,University of South Florida,Mark Hafen,University of South Florida,A Markov Decision Process Model for Socio-Economic Systems Impacted by Climate Change
207,Yi Li,Nanyang Technological University,Hanrui Zhang,Duke University,Nearly Linear Row Sampling Algorithm for Quantile Regression
208,Florian Wenzel,Google Research,Sebastian Nowozin,Microsoft Research,How Good is the Bayes Posterior in Deep Neural Networks Really?
209,Yang Zhao,University at Buffalo,Changyou Chen,SUNY Buffalo,Feature Quantization Improves GAN Training
210,Ilay Luz,Weizmann Institute of Science,Irad Yavneh,Technion,Learning Algebraic Multigrid Using Graph Neural Networks
211,Qing Li,UCLA,Song-Chun Zhu,UCLA,"Closed Loop Neural-Symbolic Learning via Integrating Neural Perception, Grammar Parsing, and Symbolic Reasoning"
212,Mukund Sundararajan,Google Inc.,Amir Najmi,Google,The Many Shapley Values for Model Explanation
213,Sang-Hyun Lee,Seoul National University,Seung-Woo Seo,Seoul National University,Learning Compound Tasks without Task-specific Knowledge via Imitation and Self-supervised Learning
214,Supratim Shit,IIT Gandhinagar,Anirban Dasgupta,IIT Gandhinagar,Streaming Coresets for Symmetric Tensor Factorization
215,Donald Hejna,UC Berkeley,Pieter Abbeel,UC Berkeley,Hierarchically Decoupled Imitation For Morphological Transfer
216,Ali Teshnizi,Sharif University of Technology,Negar Kiyavash,École Polytechnique Fédérale de Lausanne,LazyIter: A Fast Algorithm for Counting Markov Equivalent DAGs and Designing Experiments
217,Liang Ding,Texas A&M University,Shahin Shahrampour,Texas A&M University,Generalization Guarantees for Sparse Kernel Approximation with Entropic Optimal Features
218,Sebastian Prillo,UC Berkeley,Julian M Eisenschlos,Google,SoftSort: A Continuous Relaxation for the argsort Operator
