119,Anson Kahng,Carnegie Mellon University,Ariel Procaccia,Harvard University,Strategyproof Mean Estimation from Multiple-Choice Questions
120,Daniel Kumor,Purdue University,Elias Bareinboim,Columbia,Efficient Identification in Linear Structural Causal Models with Auxiliary Cutsets
121,Umer Siddique,Shanghai Jiao Tong University,Matthieu Zimmer,UM-SJTU JI,Learning Fair Policies in Multi-Objective (Deep) Reinforcement Learning with Average and Discounted Rewards
122,Sachin Goyal,Microsoft research,Prateek Jain,Microsoft Research,DROCC: Deep Robust One-Class Classification
123,Chiru Bhattacharyya,Indian Institute of Science,Ravindran Kannan,Microsoft Research India,Near-optimal sample complexity bounds for learning Latent $k-$polytopes and applications to Ad-Mixtures
124,Joao Monteiro,Institut National de la Recherche Scientifique (INRS),Tiago Falk,INRS-EMT,An end-to-end approach for the verification problem: learning the right distance
125,Lakshay Chauhan,Euclidean Technologies,Zachary Lipton,Carnegie Mellon University,Uncertainty-Aware Lookahead Factor Models for Quantitative Investing
126,Kartik Ahuja,IBM Research,Amit Dhurandhar,IBM Research,Invariant Risk Minimization Games
127,Jennifer Brennan,University of Washington,Kevin Jamieson,University of Washington,Estimating the Number and Effect Sizes of Non-null Hypotheses
128,Ricky Loynd,Microsoft Research,Matthew Hausknecht,Microsoft Research,Working Memory Graphs
129,Xingjian Li,Baidu Research,Dejing Dou,Baidu,RIFLE: Backpropagation in Depth for Deep Transfer Learning through Re-Initializing the Fully-connected LayEr
130,Quan Hoang,Monash University,Dinh Phung,"Monash University, Australia",Parameterized Rate-Distortion Stochastic Encoder
131,Zhiqing Sun,Carnegie Mellon University,Yiming Yang,Carnegie Mellon University,An EM Approach to Non-autoregressive Conditional Sequence Generation
132,Divyam Madaan,KAIST,Sung Ju Hwang,"KAIST, AITRICS",Adversarial Neural Pruning with Latent Vulnerability Suppression
133,Chandramouli Shama Sastry,Dalhousie University/Vector Institute,Sageev Oore,Dalhousie University and Vector Institute,Detecting Out-of-Distribution Examples with Gram Matrices
134,Yibo Jiang,Harvard University,Cengiz Pehlevan,Harvard University,Associative Memory in Iterated Overparameterized Sigmoid Autoencoders
135,Esteban Real,Google Research,Quoc Le,Google Brain,AutoML-Zero: Evolving Machine Learning Algorithms From Scratch
136,Yuhao Zhou,Tsinghua University,Jun Zhu,Tsinghua University,Nonparametric Score Estimators
137,Fereshte Khani,Stanford University,Percy Liang,Stanford University,Feature Noise Induces Loss Discrepancy Across Groups
138,Orlando Romero,Rensselaer Polytechnic Institute,mouhacine Benosman,MERL,Finite-Time Convergence in Continuous-Time Optimization
