679,David Romero,Vrije Universiteit Amsterdam,Mark Hoogendoorn,Vrije Universiteit Amsterdam,Attentive Group Equivariant Convolutional Networks
680,Elad Sarafian,Bar-Ilan University,Sarit Kraus,Bar-Ilan University,Explicit Gradient Learning for Black-Box Optimization
681,Zoltán Á. Milacski,ELTE Eötvös Loránd University,Andras Lorincz,Eotvos Lorand University,VideoOneNet: Bidirectional Convolutional Recurrent OneNet with Trainable Data Steps for Video Processing
682,Alberto Maria Metelli,Politecnico di Milano,Marcello Restelli,Politecnico di Milano,Control Frequency Adaptation via Action Persistence in Batch Reinforcement Learning
683,Gal Yehuda,"Technion, I.I.T",Assaf Schuster,Technion,"It's Not What Machines Can Learn, It's What We Cannot Teach"
684,Filip Hanzely,KAUST,Peter Richtarik,KAUST,Variance Reduced Coordinate Descent with Acceleration: New Method With a Surprising Application to Finite-Sum Problems
685,samuel cohen,University College London,Marc Deisenroth,University College London,Healing Products of Gaussian Process Experts
686,Jorg Bornschein,DeepMind,Simon Osindero,DeepMind,"Small Data, Big Decisions: Model Selection in the Small-Data Regime"
687,Chen-Yu Wei,University of Southern California,Rahul Jain,USC,Model-free Reinforcement Learning in Infinite-horizon Average-reward Markov Decision Processes
688,Thomas Quinn,A2I2,Svetha Venkatesh,Deakin University,DeepCoDA: personalized interpretability for compositional health data
689,Vincent Dutordoir,PROWLER.io,James Hensman,PROWLER.io,Sparse Gaussian Processes with Spherical Harmonic Features
690,Guy Hacohen,Hebrew University of Jerusalem,Daphna Weinshall,"Hebrew University of Jerusalem, Israel",Let's Agree to Agree: Neural Networks Share Classification Order on Real Datasets
691,Aditya Rajagopal,Imperial College London,Christos-Savvas Bouganis,Imperial College London,Multi-Precision Policy Enforced Training (MuPPET) : A Precision-Switching Strategy for Quantised Fixed-Point Training of CNNs
692,Francesco Croce,University of Tuebingen,Matthias Hein,University of Tübingen,Reliable evaluation of adversarial robustness with an ensemble of diverse parameter-free attacks
693,Andrea Hornakova,Max Planck Institute for Informatics,Paul Swoboda,"MPI fuer Informatik, Saarbruecken",Lifted Disjoint Paths with Application in Multiple Object Tracking
694,Sung Whan Yoon,Ulsan National Institute of Science and Technology (UNIST),Jaekyun Moon,KAIST,XtarNet: Learning to Extract Task-Adaptive Representation for Incremental Few-Shot Learning
695,Yu Guang Wang,UNSW; MPI MIS,Yanan Fan,University of New South Wales,Haar Graph Pooling
696,Chengcheng Wan,University of Chicago,Michael Maire,University of Chicago,Orthogonalized SGD and Nested Architectures for Anytime Neural Networks
697,Vlad Niculae,Instituto de Telecomunicações // NIF 502854200,Andre Filipe Torres Martins,Instituto de Telecomunicacoes,LP-SparseMAP: Differentiable Relaxed Optimization for Sparse Structured Prediction
698,Adrià Puigdomenech Badia,Deepmind,Charles Blundell,DeepMind,Agent57: Outperforming the Atari Human Benchmark
