479,Daniel Baker,Johns Hopkins University,Xuan Wu,Johns Hopkins University,Coresets for Clustering in Graphs of Bounded Treewidth
480,Shengjia Zhao,Stanford University,Stefano Ermon,Stanford University,Individual Calibration with Randomized Forecasting
481,Aldo Pacchiano,UC Berkeley,Michael Jordan,UC Berkeley,Learning to Score Behaviors for Guided Policy Optimization
482,Boyuan Pan,Zhejiang University,Bo Li,UIUC,Adversarial Mutual Information for Text Generation
483,Ahmed T. Elthakeb,"University of California, San Diego",Hadi Esmaeilzadeh,"University of California, San Diego",Divide and Conquer: Leveraging Intermediate Feature Representations for Quantized Training of Neural Networks
484,Ramanan Sekar,University of Pennsylvania,Deepak Pathak,"CMU, FAIR",Planning to Explore via Self-Supervised World Models
485,Dmitrii Kharkovskii,National University of Singapore,Bryan Kian Hsiang Low,National University of Singapore,Private Outsourced Bayesian Optimization
486,Aditya Kanade,Indian Institute of Science and Google Brain,Kensen Shi,Google,Learning and Evaluating Contextual Embedding of Source Code
487,Anurag Kumar,Facebook Reality Labs,Vamsi Krishna Ithapu,Facebook Reality Labs,A Sequential Self Teaching Approach for Improving Generalization in Sound Event Recognition
488,Insu Han,KAIST,Jinwoo Shin,KAIST,Polynomial Tensor Sketch for Element-wise Function of Low-Rank Matrix
489,Justin DeBenedetto,University of Notre Dame,David Chiang,University of Notre Dame,Representing Unordered Data Using Complex-Weighted Multiset Automata
490,Sinong Geng,Princeton University,Ronnie Sircar,Princeton,Identifying the Reward Function by Anchor Actions
491,Charles Marx,Haverford College,Berk Ustun,Harvard University,Predictive Multiplicity in Classification
492,Bin Dai,Samsung Research China - Beijing,David Wipf,Microsoft Research,The Usual Suspects? Reassessing Blame for VAE Posterior Collapse
493,Vidyashankar Sivakumar,Walmart Labs,Arindam Banerjee,University of Minnesota,Structured Linear Contextual Bandits: A Sharp and Geometric Smoothed Analysis
494,Hassan Ashtiani,McMaster University,Ruth Urner,York University,Black-box Certification and Learning under Adversarial Perturbations
495,Ashok Makkuva,UIUC,Jason Lee,Princeton,Optimal transport mapping via input convex neural networks
496,David Zoltowski,Princeton University,Scott Linderman,Stanford,A general recurrent state space framework for modeling neural dynamics during decision-making
497,Zhou Fan,Yale Univ,Jiaming Xu,Duke University,Spectral Graph Matching and Regularized Quadratic Relaxations: Algorithm and Theory
498,Rachit Chhaya,IIT Gandhinagar,Anirban Dasgupta,IIT Gandhinagar,On Coresets for Regularized Regression
