319,Ari Pakman,Columbia University,Liam Paninski,,Stochastic  Bouncy  Particle Sampler
320,Zi Wang,MIT,Stefanie Jegelka,MIT,Max-value Entropy Search for Efficient Bayesian Optimization
321,Shashanka Ubaru,University of Minnesota,Arya Mazumdar,University of Massachusetts Amherst,Multilabel Classification with Group Testing and Codes
322,Bryan Cai,MIT,Gautam Kamath,MIT,Priv’IT: Private and Sample Efficient Identity Testing
323,Ahmed M. Alaa,UCLA,Mihaela van der Schaar,Oxford University and UCLA,Learning from Clinical Judgments: Semi-Markov-Modulated Marked Hawkes Processes for Risk Prognosis
324,Minsik Cho,IBM Research,Daniel Brand,IBM Research,MEC: Memory-efficient Convolution for Deep Neural Network
325,Lili Mou,Peking University,Zhi Jin,Peking University,Coupling Distributed and Symbolic Execution for Natural Language Queries
326,Kevin Scaman,MSR-INRIA Joint Center,Laurent Massoulié,MSR-INRIA Joint Center,Optimal Algorithms for Smooth and Strongly Convex Distributed Optimization in Networks
327,Yunpeng Pan,Georgia Tech,Byron Boots,Georgia Tech,Prediction under Uncertainty in Sparse Spectrum Gaussian Processes with Applications to Filtering and Control
328,Manzil Zaheer,Carnegie Mellon University,Alex Smola,Amazon,Canopy --- Fast Sampling with Cover Trees
329,Rodolphe Jenatton,Amazon,Matthias Seeger,Amazon.com,Bayesian Optimization with Tree-structured Dependencies
330,Vidyashankar Sivakumar,University of Minnesota,Arindam Banerjee,University of Minnesota,High-Dimensional Structured Quantile Regression
331,Marko Mitrovic,Yale University,Amin Karbasi,Yale,Differentially Private Submodular Maximization: Data Summarization in Disguise
332,Joseph Futoma,Duke University,Katherine Heller,Duke University,Learning to Detect Sepsis with a Multitask Gaussian Process RNN Classifier
333,Yunhe Wang,Peking University,Dacheng Tao,,Beyond Filters: Compact Feature Map for Portable Deep Model
334,Yuntian Deng,Harvard University,Alexander Rush,Harvard University,Image-to-Markup Generation with Coarse-to-Fine Attention
335,Wenpeng Zhang,Tsinghua University,Tong Zhang,HKUST,Projection-free Distributed Online Learning in Networks
336,Jonas Umlauft,Technical University of Munich,Sandra Hirche,Technical University of Munich,Learning Stable Stochastic Nonlinear Dynamical Systems
337,Jianbo Ye,Penn State University,Jia Li,Penn State University,A Simulated Annealing Based Inexact Oracle for Wasserstein Loss Minimization
338,kirthevasan kandasamy,CMU,Jeff Schneider,CMU/Uber,Multi-fidelity Bayesian Optimisation with Continuous Approximations
