139,Julian Zilly,ETH Zurich,Jürgen Schmidhuber,Swiss AI Lab,Recurrent Highway Networks
140,Christian Walder,CSIRO Data61,Adrian N Bishop,Data61/ANU/UTS,Fast Bayesian Intensity Estimation for the Permanental Process
141,Akshay Krishnamurthy,UMass,John Langford,Microsoft Research,Active Learning for Cost-Sensitive Classification
142,Ken Kansky,Vicarious AI,Dileep George,Vicarious AI,Schema Networks: Zero-shot Transfer with a Generative Causal Model of Intuitive Physics
143,Konstantina Palla,Oxford,Zoubin Ghahramani,University of Cambridge & Uber,A Birth-Death Process for Feature Allocation
144,Chris Tosh,"University of California, San Diego",Sanjoy Dasgupta,UCSD,Diameter-Based Active Learning
145,Daniel McNamara,Australian National University and Data61,Nina Balcan,Carnegie Mellon University,Risk Bounds for Transferring Representations With and Without Fine-Tuning
146,Quynh Nguyen,Saarland University,Matthias Hein,Saarland University,The loss surface of deep and wide neural networks
147,David Balduzzi,Victoria University Wellington,Tony Butler-Yeoman,Victoria University of Wellington,Neural Taylor Approximations: Convergence and Exploration in Rectifier Networks
148,Laurent Dinh,University of Montreal,Yoshua Bengio,U. Montreal,Sharp Minima Can Generalize For Deep Nets
149,Jeffrey Pennington,Google Brain,Yasaman Bahri,Google Brain,Geometry of Neural Network Loss Surfaces via Random Matrix Theory
150,David Balduzzi,Victoria University Wellington,J.P. Lewis,Frostbite Labs and Victoria University,"The Shattered Gradients Problem: If resnets are the answer, then what is the question?"
151,Yutian Chen,DeepMind,Nando de Freitas,DeepMind,Learning to Learn without Gradient Descent by Gradient Descent
152,Alnur Ali,Carnegie Mellon University,Zico Kolter,Carnegie Mellon University,"A Semismooth Newton Method for Fast, Generic Convex Programming"
153,Martha White,University of Alberta/Indiana University,Martha White,University of Alberta/Indiana University,Unifying task specification in reinforcement learning
154,Alina Beygelzimer,Yahoo Research,Chicheng Zhang,UCSD,Efficient Online Bandit Multiclass Learning with O(sqrt{T}) Regret
155,Vatsal Sharan,Stanford University,Gregory Valiant,Stanford University,Orthogonalized ALS: A Theoretically Principled Tensor Decomposition Algorithm for Practical Use
156,Olga Wichrowska,Google Brain,Jascha Sohl-Dickstein,Google Brain,Learned Optimizers that Scale and Generalize
157,Haishan Ye,Shanghai Jiao Tong University,Zhihua Zhang,Peking University,Approximate Newton Methods and Their Local Convergence
158,Marc Bellemare,DeepMind,Remi Munos,DeepMind,A Distributional Perspective on Reinforcement Learning
