399,Anshumali Shrivastava,Rice University,Anshumali Shrivastava,Rice University,Optimal Densification for Fast and Accurate Minwise Hashing
400,Wittawat Jitkrittum,UCL,Arthur Gretton,Gatsby Computational Neuroscience Unit,An Adaptive Test of Independence with Analytic Kernel Embeddings
401,Gygli Gygli,Gifs.com,Anelia Angelova,Google Brain,Deep Value Networks Learn to Evaluate and Iteratively Refine Structured Outputs
402,Tim Shi,Stanford University,Percy Liang,Stanford University,World of Bits: An Open-Domain Platform for Web-Based Agents
403,Jonas Gehring,Facebook AI Research,Yann Dauphin,Facebook AI Research,Convolutional Sequence to Sequence Learning
404,Andrea Hornakova,Max Planck Institute for Informatics,Bjoern Andres,MPI for Informatics,Analysis and Optimization of Graph Decompositions by Lifted Multicuts
405,Mason McGill,California Institute of Technology,Pietro Perona,caltech.edu,Deciding How to Decide: Dynamic Routing in Artificial Neural Networks
406,Carlos Villacampa-Calvo,Universidad Autónoma de Madrid,Daniel Hernandez-Lobato,Universidad Autonoma de Madrid,Scalable Multi-Class Gaussian Process Classification using Expectation Propagation
407,Rajat Sen,University of Texas at Austin,Sanjay Shakkottai,University of Texas at Austin,Identifying Best Interventions through Online Importance Sampling
408,Bo Dai,Georgia Tech,Le Song,Georgia Institute of Technology,Stochastic Generative Hashing
409,Mathieu Carrière,Inria Saclay,Steve Oudot,,Sliced Wasserstein Kernel for Persistence Diagrams
410,Wen Sun,Carnegie Mellon University,Drew Bagnell,Carnegie Mellon University,Deeply AggreVaTeD: Differentiable Imitation Learning for Sequential Prediction
411,Oren Rippel,"WaveOne, Inc.",Lubomir Bourdev,"WaveOne, Inc.",Real-Time Adaptive Image Compression
412,Zichao Yang,Carnegie Mellon University,Taylor Berg-Kirkpatrick,,Improved Variational Autoencoders for Text Modeling using Dilated Convolutions
413,Zeyuan Allen-Zhu,Microsoft Research / Princeton / IAS,Yining Wang,CMU,Near-Optimal Design of Experiments via Regret Minimization
414,Alexander Pritzel,Deepmind,Charles Blundell,DeepMind,Neural Episodic Control
415,Kurt Cutajar,EURECOM,Maurizio Filippone,Eurecom,Random Feature Expansions for Deep Gaussian Processes
416,Jason Hartford,University of British Columbia,Matt Taddy,MICROSOFT,Deep IV: A Flexible Approach for Counterfactual Prediction
417,Hantian Zhang,ETH Zurich,Ce Zhang,ETH Zurich,"ZipML: Training Linear Models with End-to-End Low Precision, and a Little Bit of Deep Learning"
418,Matthew Schlegel,Indiana University,Martha White,University of Alberta/Indiana University,Adapting Kernel Representations Online Using Submodular Maximization
