,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
219,219,Seunghoon Hong,POSTECH,Bohyung Han,POSTECH,Decoupled Deep Neural Network for Semi-supervised Semantic Segmentation.
220,220,Junhyuk Oh,University of Michigan,Satinder Singh,University of Michigan,Action-Conditional Video Prediction using Deep Networks in Atari Games.
221,221,Jacob Gardner,Cornell University,John Cunningham,University of Columbia,Bayesian Active Model Selection with an Application to Automated Audiometry.
222,222,Matthias Feurer,University of Freiburg,Frank Hutter,U Freiburg,Efficient and Robust Automated Machine Learning.
223,223,Peter Schulam,Johns Hopkins University,Suchi Saria,Johns Hopkins University,A Framework for Individualizing Predictions of Disease Trajectories by Exploiting Multi-Resolution Structure.
224,224,Oriol Vinyals,Google,Navdeep Jaitly,Google,Pointer Networks.
225,225,Cameron Po-Hsuan Chen,Princeton,Peter J Ramadge,Princeton,A Reduced-Dimension fMRI Shared Response Model.
226,226,Pascal Vincent,U. Montreal,Xavier Bouthillier,Universit de Montréal,Efficient Exact Gradient Update for training Deep Networks with Very Large Sparse Targets.
227,227,Peter Flach,University of Bristol,Meelis Kull,University of Bristol,Precision-Recall-Gain Curves: PR Analysis Done Right.
228,228,Yuval Harel,Technion,Manfred Opper,TU Berlin,A Tractable Approximation to Optimal Point Process Filtering: Application to Neural Encoding.
229,229,Yann Dauphin,Facebook AI Research,Yoshua Bengio,U. Montreal,Equilibrated adaptive learning rates for non-convex optimization.
230,230,Kevin G Jamieson,University of Wisconsin,Rob Nowak,Wisconsin,"NEXT: A System for Real-World Development, Evaluation, and Application of Active Learning."
231,231,Dave Moore,UC Berkeley,Stuart J Russell,UC Berkeley,Gaussian Process Random Fields.
232,232,James Hensman,Lancaster University,Zoubin Ghahramani,University of Cambridge,MCMC for Variationally Sparse Gaussian Processes.
233,233,Trevor Campbell,MIT,Jonathan How,MIT,"Streaming, Distributed Variational Inference for Bayesian Nonparametrics."
234,234,David I Inouye,University of Texas at Austin,Inderjit Dhillon,University of Texas at Austin,Fixed-Length Poisson MRF: Adding Dependencies to the Multinomial.
235,235,Kwang-Sung Jun,University of Wisconsin-Madison,Ming Yuan,University of Wisconsin - Madison,Human Memory Search as Initial-Visit Emitting Random Walk.
236,236,Vikas Sindhwani,Google,Sanjiv Kumar,Google,Structured Transforms for Small-Footprint Deep Learning.
237,237,Chicheng Zhang,UC San Diego,Kevin Chen,Rutgers,Spectral Learning of Large Structured HMMs for Comparative Epigenomics.
238,238,Pinar Yanardag,Purdue University,S.V.N. Vishwanathan,UCSC,A Structural Smoothing Framework For Robust Graph Comparison.
