,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
99,99,Gergely Neu,INRIA,Gergely Neu,INRIA,Explore no more: Improved high-probability regret bounds for non-stochastic bandits.
100,100,Tuo Zhao,Johns Hopkins University       Princeton University,Han Liu,Princeton University,A Nonconvex Optimization Framework for Low Rank Matrix Estimation.
101,101,Xia Qu,Epic Systems,Prashant Doshi,University of Georgia,"Individual Planning in Infinite-Horizon Multiagent Settings: Inference, Structure and Scalability."
102,102,Emily Denton,New York University,Rob Fergus,Facebook AI Research,Deep Generative Image Models using a ￼Laplacian Pyramid of Adversarial Networks.
103,103,Jimmy S. Ren,SenseTime Group Limited,Wenxiu Sun,SenseTime Group Limited,Shepard Convolutional Neural Networks.
104,104,Kihyuk Sohn,University of Michigan,Xinchen Yan,University of Michigan,Learning Structured Output Representation using Deep Conditional Generative Models.
105,105,Cesc C Park,Seoul National University,Gunhee Kim,Seoul National University,Expressing an Image Stream with a Sequence of Natural Sentences.
106,106,Fereshteh Sadeghi,University of Washington,Ali Farhadi,University of Washington,Visalogy: Answering Visual Analogy Questions.
107,107,Yan Huang,"CRIPAC, CASIA",Liang Wang,"NLPR, China",Bidirectional Recurrent Convolutional Networks for Multi-Frame Super-Resolution.
108,108,Qing Sun,Virginia Tech,Dhruv Batra,Virginia Tech,SubmodBoxes: Near-Optimal Search for a Set of Diverse Object Proposals.
109,109,Jiajun Wu,MIT,Josh Tenenbaum,MIT,Galileo: Perceiving Physical Object Properties by Integrating a Physics Engine with Deep Learning.
110,110,Carl Vondrick,MIT,Antonio Torralba,MIT,Learning visual biases from human imagination.
111,111,Xiang Zhang,New York University,Yann LeCun,New York University,Character-level Convolutional Networks for Text Classification.
112,112,Alireza Makhzani,University of Toronto,Brendan J Frey,U. Toronto,Winner-Take-All Autoencoders.
113,113,Song Han,Stanford University,Bill Dally,Stanford University,Learning both Weights and Connections for Efficient Neural Network.
114,114,Igor Mordatch,University of Washington,Emanuel Todorov,University of Washington,Interactive Control of Diverse Complex Characters with Neural Networks.
115,115,Jonathan Vacher,Université Paris Dauphine,Gabriel Peyré,"CNRS and Ceremade, Université Paris-Dauphine",Biologically Inspired Dynamic Textures for Probing Motion Perception.
116,116,Kevin Ellis,MIT,Josh Tenenbaum,MIT,Unsupervised Learning by Program Synthesis.
117,117,Ricardo Henao,Duke University,Lawrence Carin,Duke University,Deep Poisson Factor Modeling.
118,118,Piyush Rai,Duke University,Lawrence Carin,Duke University,Large-Scale Bayesian Multi-Label Learning via Topic-Based Label Embeddings .
