,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
339,339,Anna Choromanska,"Courant Institute, NYU",John Langford,Microsoft Research New York,Logarithmic Time Online Multiclass prediction.
340,340,Akshay Balsubramani,Ucsd,Yoav Freund,UC San Diego,Scalable Semi-Supervised Aggregation of Classifiers.
341,341,David B Smith,University of Texas at Dallas,Vibhav Gogate,UT Dallas,Bounding the Cost of Search-Based Lifted Inference.
342,342,Joe Wang,Boston University,Venkatesh Saligrama,Boston University,Efficient Learning by Directed Acyclic Graph For Resource Constrained Prediction.
343,343,Wenye Li,Macao Polytechnic Institute,Wenye Li,Macao Polytechnic Institute,Estimating Jaccard Index with Missing Observations: A Matrix Calibration Approach.
344,344,Yunpeng Pan,Georgia Institute of Technolog,Michail   Kontitsis,Georgia Institute of Technology,Sample Efficient Path Integral Control under Uncertainty.
345,345,Jaya Kawale,Adobe Research,Sanjay Chawla,"Qatar Computing Research Institute,  HBKU  and University of Sydney",Efficient Thompson Sampling for Online ￼Matrix-Factorization Recommendation.
346,346,Xiangyu Wang,Duke University,David B Dunson,Duke University,Parallelizing MCMC with Random Partition Trees.
347,347,Somdeb Sarkhel,University of Texas at Dallas,Vibhav Gogate,UT Dallas,Fast Lifted MAP Inference via Partitioning.
348,348,Chicheng Zhang,UC San Diego,Kamalika Chaudhuri,UCSD,Active Learning from Weak and Strong Labelers.
349,349,Yining Wang,Carnegie Mellon University,Anima Anandkumar,UC Irvine,Fast and Guaranteed Tensor Decomposition via Sketching.
350,350,Jeffrey Pennington,Google,Sanjiv Kumar,Google,Spherical Random Features for Polynomial Kernels.
351,351,Harikrishna Narasimhan,Harvard University,Yaron Singer,Harvard University,Learnability of Influence in Networks.
352,352,James R Voss,,Luis Rademacher,The Ohio State University,A Pseudo-Euclidean Iteration for Optimal Recovery in Noisy ICA.
353,353,Yining Wang,Carnegie Mellon University,Aarti Singh,CMU,Differentially private subspace clustering.
354,354,Dinesh Ramasamy,Amazon Lab126,Upamanyu Madhow,UC Santa Barbara,Compressive spectral embedding: sidestepping the SVD.
355,355,Cynthia Dwork,Microsoft Research,Aaron Roth,University of Pennsylvania,Generalization in Adaptive Data Analysis and Holdout Reuse.
356,356,Róbert Busa-Fekete,UPB,Eyke Hüllermeier,Marburguniversity,Online F-Measure Optimization.
357,357,Kai-Yang Chiang,UT Austin,Inderjit Dhillon,University of Texas at Austin,Matrix Completion with Noisy Side Information.
358,358,Bo Waggoner,Harvard,Jacob D Abernethy,University of Michigan,A Market Framework for Eliciting Private Data.
