,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
379,379,Yunwen Lei,City University of Hong Kong,Marius Kloft,Humboldt University of Berlin,Multi-class SVMs: From Tighter Data-Dependent Generalization Bounds to Novel Algorithms.
380,380,Xinyang Yi,Utaustin,Han Liu,Princeton University,Optimal Linear Estimation under Unknown Nonlinear Transform.
381,381,Yinlam Chow,Stanford,Marco Pavone,Stanford University,Risk-Sensitive and Robust Decision-Making: a CVaR Optimization Approach.
382,382,Lorenzo Rosasco,University of Genova,Silvia Villa,IIT-MIT,Learning with Incremental Iterative Regularization.
383,383,Jason Hartline,Northwestern University,Eva Tardos,Cornell University,No-Regret Learning in Bayesian Games.
384,384,Parikshit Shah,Yahoo Labs,Gongguo Tang,Colorado School of Mines,Sparse and Low-Rank Tensor Decomposition.
385,385,Huishuai Zhang,Syracuse University,Yingbin Liang,Syracuse Univeristy,Analysis of Robust PCA via Local Incoherence.
386,386,Ibrahim M Alabdulmohsin,King Abdullah University of Science and Technology (KAUST),Ibrahim M Alabdulmohsin,King Abdullah University of Science and Technology (KAUST),Algorithmic Stability and Uniform Generalization.
387,387,Daniel Hsu,Columbia University,Csaba Szepesvari,University of Alberta,Mixing Time Estimation in Reversible Markov Chains from a Single Sample Path.
388,388,Sohail Bahmani,Georgia Tech.,Justin Romberg,Georgia Institute of Technology,Efficient Compressive Phase Retrieval with Constrained Sensing Vectors.
389,389,Suriya Gunasekar,UT Austin,Joydeep Ghosh,UT Austin,Unified View of Matrix Completion under General Structural Constraints.
390,390,Masrour Zoghi,University of Amsterdam,Maarten de Rijke,University of Amsterdam,Copeland Dueling Bandits.
391,391,Junpei Komiyama,The University of Tokyo,Hiroshi Nakagawa,The University of Tokyo,Regret Lower Bound and Optimal Algorithm in Finite Stochastic Partial Monitoring.
392,392,Oren Anava,Technion,Shie Mannor,Technion,Online Learning for Adversaries with Memory: Price of Past Mistakes.
393,393,Mehryar Mohri,Courant Institute and Google,Andres Munoz,Google,Revenue Optimization against Strategic Buyers.
394,394,Wei Cao,Tsinghua University,Zhize Li,Tsinghua University,On Top-k Selection in Multi-Armed Bandits and Hidden Bipartite Graphs.
395,395,Ruoyu Sun,Stanford university,Mingyi Hong,iowa state university,Improved Iteration Complexity Bounds of Cyclic Block Coordinate Descent for Convex Problems.
396,396,Julien Audiffren,"CMLA, ENS Cachan",Liva Ralaivola,"LIF, Aix-Marseille University, CNRS",Cornering Stationary and Restless Mixing Bandits with Remix-UCB.
397,397,Jacob D Abernethy,University of Michigan,Ambuj Tewari,University of Michigan,Fighting Bandits with a New Kind of Smoothness.
398,398,Tum Chaturapruek,Stanford University,Chris Ré,Stanford,Asynchronous stochastic convex optimization: the noise is in the noise and SGD don't care.
