,first-author-affiliation,last-author-affiliation,title
0," Department of Computer Science, Virginia Tech"," Department of Computer Science, Virginia Tech",SnapNETS: automatic segmentation of network sequences with node labels
1, Carnegie Mellon University, University of Michigan,Taming the matthew effect in online markets with social influence
2," The Graduate School of Computer Science and Engineering, Kyungpook National University, Daegu, South Korea"," The Graduate School of Computer Science and Engineering, Kyungpook National University, Daegu, South Korea",A leukocyte detection technique in blood smear images using plant growth simulation algorithm
3," IIIS, Tsinghua University, Beijing, China"," Microsoft Research, Beijing, China",Partitioned sampling of public opinions based on their social dynamics
4," Department of Computer Science and Engineering, State University of New York at Buffalo"," Department of Computer Science and Engineering, State University of New York at Buffalo",Novel geometric approach for global alignment of PPI networks
5," Department of Computer Science and Technology, Tsinghua University, Beijing, China and Key Laboratory of Pervasive Computing, Ministry of Education, Tsinghua National Laboratory for Information Science and Technology (TNList)"," Sogou Corporation, Beijing, China",Towards better understanding the clothing fashion styles: a multimodal deep learning approach
6," Naveen Jindal School of Management, University of Texas at Dallas"," Naveen Jindal School of Management, University of Texas at Dallas",Profit-driven team grouping in social networks
7," EECS, Queen Mary, University of London"," EECS, Queen Mary, University of London",Gated neural networks for option pricing: rationality by design
8," College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China"," College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China",Local discriminant hyperalignment for multi-subject fMRI data alignment
9," Department of Computer Science and Engineering, The Chinese University of Hong Kong"," Department of Computer Science and Engineering, The Chinese University of Hong Kong and Guangdong Provincial Key Laboratory of Computer Vision and Virtual Reality Technology, Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, China",Volumetric ConvNets with mixed residual connections for automated prostate segmentation from 3D MR images
10," Information School, Renmin University of China"," Computational Science and Engineering at College of Computing, Georgia Institute of Technology",StructInf: mining structural influence from social streams
