,first-author-affiliation,last-author-affiliation,title
0," School of Computer Science and Engineering, NTU, Singapore"," School of Computer Science and Engineering, NTU, Singapore and ST Engineering - NTU Corporate Lab, Singapore",Embedded bandits for large-scale black-box optimization
1," DIEI, Universitat de Lleida, Spain"," DS&OR Lab, University of Paderborn, Germany",Reactive dialectic search portfolios for MaxSAT
2, University of Freiburg, University of British Columbia,Efficient parameter importance analysis via ablation with surrogates
3," J. Department of Mechanical & Industrial Engineering, University of Toronto, Toronto, Canada"," Department of Mechanical & Industrial Engineering, University of Toronto, Toronto, Canada",Problem difficulty and the phase transition in heuristic search
4," Department of Computing and Information Systems, The University of Melbourne, Victoria, Australia"," Department of Computing and Information Systems, The University of Melbourne, Victoria, Australia",Automatic logic-based benders decomposition with MiniZinc
5," Key Laboratory of Machine Perception (MOE), School of EECS, Peking University, P. R. China and Cooperative Medianet Innovation Center, Shanghai Jiao Tong University, P. R. China"," Key Laboratory of Machine Perception (MOE), School of EECS, Peking University, P. R. China and Cooperative Medianet Innovation Center, Shanghai Jiao Tong University, P. R. China",Parallel asynchronous stochastic variance reduction for nonconvex optimization
6," Hasso Plattner Institute, Potsdam, Germany"," Optimisation and Logistics, The University of Adelaide, Adelaide, Australia",A generic bet-and-run strategy for speeding up stochastic local search
7," Universität Stuttgart, Institut für Formale Methoden der Informatik, Stuttgart, Germany"," Julius-Maximilians-Universität Würzburg, Institut für Informatik, Wurzburg, Germany",The simultaneous maze solving problem
8," Algorithms and Complexity group, TU Wien, Vienna, Austria"," Algorithms and Complexity group, TU Wien, Vienna, Austria",Going beyond primal treewidth for (M)ILP
9," Graduate School for Integrative Sciences and Engineering, National University of Singapore"," Industrial and Systems Engineering, National University of Singapore",Efficient hyperparameter optimization of deep learning algorithms using deterministic RBF surrogates
10," Huazhong University of Science and Technology, China"," Artificial Intelligence Research, Institute (IIIA), CSIC, Spain",An exact algorithm for the maximum weight clique problem in large graphs
11," Department of General Systems Studies, Graduate School of Arts and Sciences, The University of Tokyo"," Department of General Systems Studies, Graduate School of Arts and Sciences, The University of Tokyo",Learning to prune dominated action sequences in online black-box planning
12," Institut für Informatik, Friedrich-Schiller-Universität Jena, Jena, Germany"," Institut für Informatik, Friedrich-Schiller-Universität Jena, Jena, Germany",Systematic exploration of larger local search neighborhoods for the minimum vertex cover problem
13," Laboratoire de Modélisation, Information et Système EA 4290, Université de Picardie Jules Verne, Amiens, France"," Laboratoire de Modélisation, Information et Système EA 4290, Université de Picardie Jules Verne, Amiens, France",New lower bound for the minimum sum coloring problem
14," University of California, Irvine, Irvine, CA"," University of California, Irvine, Irvine, CA",Anytime anyspace AND/OR search for bounding the partition function
15," NTT Communication Science Laboratories, NTT Corporation"," NTT Communication Science Laboratories, NTT Corporation",Dancing with decision diagrams: a combined approach to exact cover
16," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China and Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China and Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing, China",Solving high-dimensional multi-objective optimization problems with low effective dimensions
17," Microsoft Corporation, Redmond, Washington"," Microsoft Corporation, Redmond, Washington",Automated data extraction using predictive program synthesis
18," Department of Informatics, King's College London, London, UK"," Pontificia Universidad Católica de Chile, Center for the Semantic Web Research, Santiago, Chile",Grid pathfinding on the 2k neighborhoods
19, The University of Tokyo," National Institute of Informatics, and Preferred Infrastructure, Inc.",Non-monotone DR-submodular function maximization
20, The University of Tokyo," National Institute of Informatics, and Preferred Infrastructure, Inc.",Regret ratio minimization in multi-objective submodular function maximization
21," Computer Science Department, University of Denver"," Dept. of Math. and Computer Science, University of Basel, Switzerland",Value compression of pattern databases
22," School of Computer Science and Engineering, University of Electronic Science and Technology of China, China"," School of Computing, Teesside University, UK",A fast algorithm to compute maximum k-Plexes in social network analysis
23," Key Laboratory of Machine Perception (MOE), School of EECS, Peking University, P. R. China and Cooperative Medianet Innovation Center, Shanghai Jiao Tong University, P. R. China"," Key Laboratory of Machine Perception (MOE), School of EECS, Peking University, P. R. China and Cooperative Medianet Innovation Center, Shanghai Jiao Tong University, P. R. China",A unified convex surrogate for the schatten-p norm
24," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",Efficient stochastic optimization for low-rank distance metric learning
