,first-author-affiliation,last-author-affiliation,title
20," Fujian Key Laboratory of Sensing and Computing for Smart City, Xiamen University, China and School of Information Science and Engineering, Xiamen University, China"," BestImage Lab, Tencent Technology (Shanghai) Co., Ltd, China",ESPACE: accelerating convolutional neural networks via eliminating spatial and channel redundancy
21," Department of Industrial, Manufacturing & Systems Engineering, The University of Texas at Arlington, Arlington, TX"," Department of Bioengineering, The University of Texas at Arlington, Arlington, TX",A sparse dictionary learning framework to discover discriminative source activations in EEG brain mapping
22, East China Normal University, IBM Research - China,On predictive patent valuation: forecasting patent citations and their types
23," State University of New York at Buffalo, NY"," State University of New York at Buffalo, NY",Let your photos talk: generating narrative paragraph for photo stream via bidirectional attention recurrent neural networks
24," School of Computer Science, The University of Adelaide, Australia"," School of Computer Science, The University of Adelaide, Australia",Data-driven approximations to NP-hard problems
25," School of Electrical Engineering and Computer Science, Pennsylvania State University, University Park, PA"," School of Electrical Engineering and Computer Science, Pennsylvania State University, University Park, PA",Predicting demographics of high-resolution geographies with geotagged tweets
26," Arizona State University, Tempe, AZ"," Arizona State University, Tempe, AZ",Finding cut from the same cloth: cross network link recommendation via joint matrix factorization
27," Beijing Key Laboratory of Big Data Management and Analysis Methods, School of Information, Renmin University of China, Beijing, China"," Beijing Key Laboratory of Big Data Management and Analysis Methods, School of Information, Renmin University of China, Beijing, China",FeaBoost: joint feature and label refinement for semantic segmentation
28," Graduate School of Informatics, Kyoto University"," Graduate School of Medicine, Kyoto University",Learning implicit tasks for patient-specific risk modeling in ICU
29," School of Computer Science, Carnegie Mellon University, Pittsburgh, PA"," School of Computer Science, Carnegie Mellon University, Pittsburgh, PA",Enabling dark energy science with deep generative models of galaxy images
30, Shanghai Jiao Tong University, Georgia Tech,Unsupervised deep learning for optical flow estimation
31," Australian National University, Canberra, ACT, Australia and Data61, Canberra, ACT, Australia"," Rakuten Kobo Inc., Toronto, Canada",Low-rank linear cold-start recommendation from social data
32, Oculus VR, NEC Labs America,Exploring normalization in deep residual networks with concatenated rectified linear units
33," School of Computer Science and Software Engineering, East China Normal University, Shanghai, China and GE Global Research Center, Niskayuna, NY"," School of Computer Science and Software Engineering, East China Normal University, Shanghai, China",Portfolio selection via subset resampling
34," State Key Laboratory for Novel Software Technology, Nanjing University, China"," Department of Radiology and BRIC, UNC-Chapel Hill",Beyond IID: learning to combine non-IID metrics for vision tasks
35, Tokyo Institute of Technology, DENSO Corporation,Fast inverse reinforcement learning with interval consistent graph for driving behavior prediction
36," Beihang University, Beijing, China"," The University of Newcastle, Callaghan, NSW, Australia",Neural programming by example
37," Department of Electrical and Computer Engineering, Northeastern University, Boston, MA"," Department of Electrical and Computer Engineering, Northeastern University, Boston, MA and College of Computer and Information Science, Northeastern University, Boston, MA",Simultaneous clustering and ensemble
38," Technion Israel Institute of Technology, Haifa, Israel"," Technion Israel Institute of Technology, Haifa, Israel",A deep hierarchical approach to lifelong learning in minecraft
39," Dept. of Comp. Sci. & Tech., CBICR Center, State Key Lab for Intell. Tech. & Systems"," Dept. of Comp. Sci. & Tech., CBICR Center, State Key Lab for Intell. Tech. & Systems",Learning attributes from the crowdsourced relative labels
40," School of Computer Science and Engineering, Beihang University, Beijing, China"," School of Computer Science and Engineering, Beihang University, Beijing, China and Research Institute of Beihang University in Shenzhen, Shenzhen, China",Coupling implicit and explicit knowledge for customer volume prediction
41," School of Electronics and Computer Engineering, Peking University"," School of Electronics Engineering and Computer Science, Peking University",Beyond monte carlo tree search: playing go with deep alternative neural network and long-term evaluation
42," State Key Laboratory of Software Engineering, School of Computer, Wuhan University, China and College of Automation, Nanjing University of Posts and Telecommunications, China"," College of Computer Science and Technology, Nanjing University of Science and Technology, China",Multiset feature learning for highly imbalanced data classification
43," IBM T. J. Watson Research Center, Yorktown Heights, NY"," Healthcare Policy and Research, Weill Cornell Medical College, Cornell University, New York, NY",Adverse drug reaction prediction with symbolic latent dirichlet allocation
44, Shanghai Jiao Tong University, IBM Research - China,Modeling the intensity function of point process via recurrent neural networkss
45," University of Miami, Coral Gables, FL"," University of California Los Angeles, Los Angeles, CA",Progressive prediction of student performance in college programs
46," School of Computer Science and Technology, University of Science and Technology of China"," School of Computer Science and Technology, University of Science and Technology of China",Bridging video content and comments: synchronized video description with temporal summarization of crowdsourced time-sync comments
47," School of Electronic Engineering, Xidian University, Xi'an, China"," School of Electronic Engineering, Xidian University, Xi'an, China",Pairwise relationship guided deep hashing for cross-modal retrieval
48," College of Computer Science & Software Engineering, Shenzhen University, Shenzhen, China and School of Data and Computer Science, Sun Yat-sen University, Guangzhou, China"," College of Computer Science & Software Engineering, Shenzhen University, Shenzhen, China",Discriminative semi-supervised dictionary learning with entropy regularization for pattern classification
49," Department of Computer Science and Engineering, The Chinese University of Hong Kong"," Department of Computer Science and Engineering, The Chinese University of Hong Kong and Guangdong Provincial Key Laboratory of Computer Vision and Virtual Reality Technology, Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, China",Fine-grained recurrent neural networks for automatic prostate segmentation in ultrasound images
50," School of Computer Science and Engineering, Nanyang Technological University, Singapore"," School of Computer Science and Engineering, Nanyang Technological University, Singapore",Knowledge transfer for deep reinforcement learning with hierarchical experience replay
51," Department of Electrical Engineering, University of California, Los Angeles (UCLA), CA"," Department of Electrical Engineering, University of California, Los Angeles (UCLA), CA",Personalized donor-recipient matching for organ transplantation
52," Microsoft Research, Beijing, China"," School of Information Science and Technology, Southwest Jiaotong University, Chengdu, China and Microsoft Research, Beijing, China",Deep spatio-temporal residual networks for citywide crowd flows prediction
53," School of Computer, Wuhan University, Wuhan, China"," Department of Computing, The Hong Kong Polytechnic University, Hong Kong",Robust manifold matrix factorization for joint clustering and feature extraction
54," Big Data Research Center, University of Electronic Science and Technology of China"," Big Data Research Center, University of Electronic Science and Technology of China",Discrete personalized ranking for fast collaborative filtering from implicit feedback
55, Google Inc.," School of of Electrical, Computer and Energy Engineering, Arizona State University",Catch'em all: locating multiple diffusion sources in networks with partial observations
