,first-author-affiliation,last-author-affiliation,title
0," KLiss, MOE; TNList; School of Software, Tsinghua University, China"," Hong Kong University of Science and Technology, Hong Kong",Transitive hashing network for heterogeneous multimedia retrieval
1," Data and Web Science Group, University of Mannheim"," Data and Web Science Group, University of Mannheim",Marrying uncertainty and time in knowledge graphs
2," School of Computing, National University of Singapore, Singapore"," School of Computing, National University of Singapore, Singapore",TweetFit: fusing multiple social media and sensor data for wellness profile learning
3," Interdisciplinary Graduate School, Nanyang Technological University, Singapore"," School of Physical and Mathematical Sciences, Nanyang Technological University, Singapore",POI2Vec: geographical latent representation for predicting future visitors
4," Department of Computer Science, National University of Singapore"," Department of Computer Science, National University of Singapore",A dependency-based neural reordering model for statistical machine translation
5," School of Computer Science and Technology, Tianjin University, Tianjin, China"," College of Math and Computer Science, Institute for Systems Biology, Jianghan University, Wuhan, China and Department of Computer Science and Engineering, Washington University, St. Louis, MO",Joint identification of network communities and semantics via integrative modeling of network topologies and node contents
6," The University of Tokyo and JST, ERATO, Kawarabayashi Large Graph Project"," National Institute of Informatics and Preferred Infrastructure, Inc.",Random-radius ball method for estimating closeness centrality
7," Ueda Research Laboratory, NTT Communication Science Laboratories, Soraku-gun, Kyoto, Japan"," Ueda Research Laboratory, NTT Communication Science Laboratories, Soraku-gun, Kyoto, Japan",Read the silence: well-timed recommendation via admixture marked point processes
8," Tsinghua National Laboratory for Information Science and Technology and Department of Computer Science and Technology, Tsinghua University"," Department of Healthcare Policy and Research, Weill Cornell Medical School, Cornell University",Treatment effect estimation with data-driven variable decomposition
9," Artificial Intelligence Research Center, AIST, Japan"," Artificial Intelligence Research Center, AIST, Japan",A declarative approach to data-driven fact checking
10," Zhejiang University, China"," Zhejiang University, China",Semantic proximity search on heterogeneous graph by proximity embedding
11," Department of Computer Science and Technology, Tsinghua University, Beijing, China, Tsinghua National Laboratory for Information Science and Technology (TNList) and Tsinghua-CUHK Joint Research Center for Media Sciences, Technologies and Systems, Graduate School at Shenzhen, Tsinghua University, Shenzhen, China"," Department of Systems Engineering and Engineering Management, The Chinese University of Hong Kong, China",Multi-task deep learning for user intention understanding in speech interaction systems
12," NTT Media Intelligence Laboratories, NTT Corporation, Yokosuka, Kanagawa, Japan"," NTT Media Intelligence Laboratories, NTT Corporation, Yokosuka, Kanagawa, Japan",Understanding the semantic structures of tables with a hybrid deep neural network architecture
13," Department of Computer Science, University of Leipzig, Leipzig, Germany"," Department of Computer Science, University of Leipzig, Leipzig, Germany",RADON — rapid discovery of topological relations
14," The University of Queensland, Brisbane, Australia and Harbin Institute of Tehcnology, Heilongjiang, China"," The University of Queensland, Brisbane, Australia and University of Electronic Science and Technology of China, Chengdu, China",Web-based semantic fragment discovery for online lingual-visual similarity
15," Nanyang Technological University, Singapore"," Delft University of Technology, The Netherlands",Exploiting both vertical and horizontal dimensions of feature hierarchy for effective recommendation
16," Institute of Computer Science and Technology, The MOE Key Laboratory of Computational Linguistics, Peking University, Beijing, China"," Institute of Computer Science and Technology, The MOE Key Laboratory of Computational Linguistics, Peking University, Beijing, China",Phrase-based presentation slides generation for academic papers
17," Department of Computer Science and Technology, Tsinghua University, China"," Department of Computer Science and Technology, Tsinghua University, China",Community preserving network embedding
18, Arizona State University, Arizona State University,CLARE: a joint approach to label classification and tag recommendation
19," School of Software, Tsinghua University, Beijing, P.R. China and Tsinghua National Laboratory for Information Science and Technology (TNList)"," School of Software, Tsinghua University, Beijing, P.R. China and Tsinghua National Laboratory for Information Science and Technology (TNList)",Multiple source detection without knowing the underlying propagation model
20," College of Computer and Control Engineering, Nankai University, Tianjin, China"," College of Computer and Control Engineering, Nankai University, Tianjin, China",Learning visual sentiment distributions via augmented conditional probability neural network
21," Department of Computer Science, University of Rochester, Rochester, NY"," Department of Computer Science, University of Rochester, Rochester, NY",Visual sentiment analysis by attending on local image regions
22," Sharif University of Technology, Azadi Ave, Tehran, Iran"," Georgia Institute of Tech., North Ave NW, Atlanta, GA",Correlated cascades: compete or cooperate
23," QCIS, University of Technology Sydney", University of New South Wales,Finding critical users for social network engagement: the collapsed k-core problem
24," CAS Key Lab of Network Data Science and Technology, Institute of Computing Technology, Chinese Academy of Sciences, China and University of Chinese Academy of Sciences, China"," CAS Key Lab of Network Data Science and Technology, Institute of Computing Technology, Chinese Academy of Sciences, China and University of Chinese Academy of Sciences, China",Efficient delivery policy to minimize user traffic consumption in guaranteed advertising
25," Department of Electrical and Computer Engineering, University of Alberta"," Department of Computer Science, University of Calgary",Expectile matrix factorization for skewed data analysis
