,first-author-affiliation,last-author-affiliation,title
0," Georgia Institute of Technology, Atlanta, GA"," Google Research, Mountain View, CA",Deep music: towards musical dialogue
1," Department of Computer Science and Technology, Tsinghua University, Beijing, China and Tsinghua National Laboratory for Information Science and Technology (TNList) Key Laboratory of Pervasive Computing, Ministry of Education and Academy of Arts & Design, Tsinghua University, Beijing, China"," Department of Computer Science and Technology, Tsinghua University, Beijing, China and Tsinghua National Laboratory for Information Science and Technology (TNList) Key Laboratory of Pervasive Computing, Ministry of Education",AniDraw: when music and dance meet harmoniously
2," School of Computer Science, Carnegie Mellon University"," School of Computer Science, Carnegie Mellon University",Arnold: an autonomous agent to play FPS games
3," Department of Computer Science and Technology, Tsinghua University, Beijing, China and Tsinghua National Laboratory for Information Science and Technology (TNList), Key Laboratory of Pervasive Computing, Ministry of Education and Academy of Art and Design, Tsinghua University"," Department of Computer Science and Technology, Tsinghua University, Beijing, China and Tsinghua National Laboratory for Information Science and Technology (TNList), Key Laboratory of Pervasive Computing, Ministry of Education",A virtual personal fashion consultant: learning from the personal preference of fashion
4," IBM Research - Almaden, San Jose, California"," IBM Research - Almaden, San Jose, California",Efficient clinical concept extraction in electronic medical records
5," Language Technologies Institute, Carnegie Mellon University, Pittsburgh, Pennsylvania"," Language Technologies Institute, Carnegie Mellon University, Pittsburgh, Pennsylvania",Integrating verbal and nonverbal input into a dynamic response spoken dialogue system
6, Carnegie Mellon University, Carnegie Mellon University,Visual memory QA: your personal photo and video search agent
7," Indian Institute of Technology Bombay, India and Monash University, Australia and IITB-Monash Research Academy, India"," Monash University, Australia",Sarcasm suite: a browser-based engine for sarcasm detection and generation
8, Carnegie Mellon University, Carnegie Mellon University,An event reconstruction tool for conflict monitoring using social media
9, Carnegie Mellon University, Carnegie Mellon University,Webly-supervised learning of multimodal video detectors
10," Department of Computer Science and Technology, Tsinghua University, Beijing, China and Tsinghua National Laboratory for Information Science and Technology (TNList), Key Laboratory of Pervasive Computing, Ministry of Education and Academy of Art and Design, Tsinghua University, Beijing, China"," Department of Computer Science and Technology, Tsinghua University, Beijing, China and Tsinghua National Laboratory for Information Science and Technology (TNList), Key Laboratory of Pervasive Computing, Ministry of Education",SenseRun: real-time running routes recommendation toward providing pleasant running experiences
11," Institute for Human and Machine Cognition (IHMC), Pensacola, FL"," SIFT, LLC, Minneapolis, MN",Natural language dialogue for building and learning models and structures
12," IBM Research - Dublin, Damastown Industrial Estate, Dublin, Ireland"," IBM Research - Zurich, Rueschlikon, Switzerland",From semantic models to cognitive buildings
