,first-author-affiliation,last-author-affiliation,title
0," The Pennsylvania State University, University Park, PA"," The Pennsylvania State University, University Park, PA",A machine learning approach for semantic structuring of scientific charts in scholarly documents
1," Toshiba Research Europe Ltd., Bristol, UK"," Toshiba Research Europe Ltd., Bristol, UK",ParkUs: a novel vehicle parking detection system
2," Department of Computer Science, Arizona State University, Tempe, AZ"," Department of Computer Science, Arizona State University, Tempe, AZ",UbuntuWorld 1.0 LTS — a platform for automated problem solving and troubleshooting in the Ubuntu OS
3," Department of Computer Science, American University of Beirut, Beirut, Lebanon"," Department of Computer Science, American University of Beirut, Beirut, Lebanon",Calories prediction from food images
4, McGill University, McGill University,Real-time indoor localization in smart homes using semi-supervised learning
5," SIMULA, Norway"," University of Pisa, Italy",Constraint-based verification of a mobile app game designed for nudging people to attend cancer screening
6, Kyoto University, Peach Aviation Limited,Predicting fuel consumption and flight delays for low-cost airlines
7," TCS Research, IIT-Madras Research Park, Chennai, India"," Dept. of Comp. Sci. & Eng., Pennsylvania State University, University Park, PA",Cracks under pressure? burst prediction in water networks using dynamic metrics
8," Virginia Tech, Arlington, VA"," Virginia Tech, Arlington, VA",Determining relative airport threats from news and social media
9," Microsoft Research, Redmond, WA"," Microsoft Research, Redmond, WA",Risk-aware planning: methods and case study on safe driving routes
10," CS Department, The University of Texas at Austin"," CS Department, The University of Texas at Austin",Designing better playlists with monte carlo tree search
11," Interactive Intelligence Area, Palo Alto Research Center, Palo Alto, California"," Interactive Intelligence Area, Palo Alto Research Center, Palo Alto, California",On designing a social coach to promote regular aerobic exercise
12," Joint NTU-UBC Research Centre of Excellence in Active Living for the Elderly (LILY), Nanyang Technological University (NTU), Singapore"," Department of Electrical and Computer Engineering, University of British Columbia (UBC), Vancouver, BC, Canada and Joint NTU-UBC Research Centre of Excellence in Active Living for the Elderly (LILY), Nanyang Technological University (NTU), Singapore",Crowdsensing air quality with camera-enabled mobile devices
13," Repsol S.A., Mostoles, Spain"," IBM T.J. Watson Research Center, Yorktown Heights, NY",Optimal sequential drilling for hydrocarbon field development planning
14, Carnegie Mellon University, Carnegie Mellon University,"Predictive off-policy policy evaluation for nonstationary decision problems, with applications to digital marketing"
15," Columbia University, New York"," Indian Institute of Technology, Guwahati",Using deep and convolutional neural networks for accurate emotion classification on DEAP dataset
16," Arizona State University, Tempe, AZ"," Bosch Research and Technology Center, Palo Alto, CA",A logic based approach to answering questions about alternatives in DIY domains
