,first-author-affiliation,last-author-affiliation,title
0," Intel Labs, CA", Texas A&M University,Sampling for approximate bipartite network projection
1," NTT Service Evolution Laboratories, NTT Corporation, Yokosuka-Shi, Kanagawa, Japan"," NTT Service Evolution Laboratories, NTT Corporation, Yokosuka-Shi, Kanagawa, Japan",A fast and accurate method for estimating people flow from spatiotemporal population data
2, Korea University, Korea University,Content-aware hierarchical point-of-interest embedding model for successive POI recommendation
3," Institute for Interdisciplinary Information Sciences, Tsinghua University"," Department of Computer Science and Engineering, The Chinese University of Hong Kong",Beyond the click-through rate: web link selection with multi-level feedback
4, Beijing Key Lab of Intelligent Telecommunications Software and Multimedia and Beijing University of Posts and Telecommunications," CAS Key Laboratory of Network Data Science and Technology and Institute of Computing Technology, Chinese Academy of Sciences",NeuCast: seasonal neural forecast of power grid time series
5," School of Computing Information and System, The University of Melbourne"," School of Computing Information and System, The University of Melbourne",Predicting complex activities from ongoing multivariate time series
6," Department of Computer Science and Engineering, Shanghai Jiao Tong University"," Department of Computer Science and Engineering, Shanghai Jiao Tong University",DELF: a dual-embedding based deep latent factor model for recommendation
7," Graduate Institute of Networking and Multimedia, National Taiwan University, Taipei, Taiwan and Research Center for Information Technology Innovation, Academia Sinica, Taipei, Taiwan"," Research Center for Information Technology Innovation, Academia Sinica, Taipei, Taiwan",Learning to recognize transient sound events using attentional supervision
8," Beijing National Research Center for Information Science and Technology, Department of Electronic Engineering, Tsinghua University", Beibei Inc.,Improving implicit recommender systems with view data
9, Zhejiang University, Macquarie University,Recurrent collaborative filtering for unifying general and sequential recommender
10," Department of Computer Science and Electrical Engineering, West Virginia University, WV"," Department of Computer Science and Electrical Engineering, West Virginia University, WV",Automatic opioid user detection from Twitter: transductive ensemble built on different meta-graph based similarities over heterogeneous information network
11," Department of Electrical and Computer Engineering, University of Pittsburgh"," Department of Electrical and Computer Engineering, University of Pittsburgh",Deep attributed network embedding
12," IBM Research AI, Yorktown Heights, NY"," IBM Research AI, Yorktown Heights, NY",Interpretable drug target prediction using deep neural representation
13," Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China and School of Cyber Security, University of Chinese Academy of Sciences, Beijing, China"," Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China and School of Cyber Security, University of Chinese Academy of Sciences, Beijing, China",Recommendation with multi-source heterogeneous information
14," School of Computational Science & Engineering, Georgia Institute of Technology"," School of Computational Science & Engineering, Georgia Institute of Technology",Discrete interventions in Hawkes processes with applications in invasive species management
15, Beijing University of Posts and Telecommunications, Beijing University of Posts and Telecommunications,Aspect-level deep collaborative filtering via heterogeneous information networks
16," Advanced Analytics Institute, University of Technology, Sydney and Institute of Network Computing & IoT, University of Shanghai for Science and Technology"," Institute of Network Computing & IoT, University of Shanghai for Science and Technology",Interpretable recommendation via attraction modeling: learning multilevel attractiveness over multimodal movie contents
17," School of Computer Science and Technology, Tianjin University, Tianjin, China"," College of Math and Computer Science, Jianghan University, Wuhan, China and Department of Computer Science and Engineering, Washington University, St. Louis",Integrative network embedding via deep joint reconstruction
18," School of Information Systems, Singapore Management University, Singapore"," School of Information Systems, Singapore Management University, Singapore",Modeling contemporaneous basket sequences with twin networks for next-item recommendation
19," National Key Laboratory for Novel Software Technology, Nanjing University, Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing, China",Lightweight label propagation for large-scale network data
20," School of Computer Science and Technology, Xidian University, Xi'an, China and Urban Computing Business Unit, JD Finance, Beijing, China"," Urban Computing Business Unit, JD Finance, Beijing, China and School of Computer Science and Technology, Xidian University, Xi'an, China and Zhiyuan College, Shanghai Jiao Tong University, Shanghai, China and School of Information Science and Technology, Southwest Jiaotong University, Chengdu, China",GeoMAN: multi-level attention networks for geo-sensory time series prediction
21, University of Science and Technology of China, University of Science and Technology of China,Predicting activity and location with multi-task context aware recurrent neural network
22," Simon Fraser University, Burnaby, Canada"," Simon Fraser University, Burnaby, Canada",Deep reinforcement learning in ice hockey for context-aware player evaluation
23," School of Computer Science and Technology, Shandong University"," School of Computer Science and Engineering, Nanyang Technological University",Discrete factorization machines for fast feature-based recommendation
24," College of Computer and Control Engineering, Nankai University, Tianjin, China"," College of Computer and Control Engineering, Nankai University, Tianjin, China",Hashtag2Vec: learning hashtag representation with relational hierarchical embedding model
25," Institute for Infocomm Research, A*STAR, Singapore and NTUC Link Pte. Ltd., Singapore"," Tencent Social Ads., China",Dynamic Bayesian logistic matrix factorization for recommendation with implicit feedback
