,first-author-affiliation,last-author-affiliation,title
0, University of Calabria, University of Calabria,Query answering in propositional circumscription
1," University of Calabria, Italy"," University of Calabria, Italy",Enhancing existential rules by closed-world variables
2," Mathematics and Computer Science, University of Calabria"," School of Informatics, University of Edinburgh",Explainable certain answers
3," Faculty of Informatics, TU Wien, Austria"," Faculty of Informatics, TU Wien, Austria",Compiling model representations for querying large ABoxes in expressive DLs
4, York University, York University,Abstraction of agents executing online and their abilities in the situation calculus
5," Millennium Institute for Foundational Research on Data & DCC, University of Chile"," School of Informatics, University of Edinburgh",First-order rewritability of frontier-guarded ontology-mediated queries
6," TU Wien, Vienna, Austria"," TU Wien, Vienna, Austria",Single-shot epistemic logic program solving
7," French National Center for Scientific Research, University of Montpellier, French Institute for Research in Computer Science and Automation"," French National Center for Scientific Research, University of Montpellier, French Institute for Research in Computer Science and Automation",Inconsistency-tolerant ontology-based data access revisited: taking mappings into account
8," Computer Science Department, Holon Institute of Technology, Israel"," Computer Science Department, Holon Institute of Technology, Israel",Actual causality in a logical setting
9," KU Leuven, Department of Computer Science, Leuven, Belgium"," Aalto University, Department of Computer Science, Aalto, Finland",Exploiting justifications for lazy grounding of answer set programs
10, Università degli Studi di Napoli Federico II, Università degli Studi di Napoli Federico II,Fast compliance checking in an OWL2 fragment
11," Ruhr-University Bochum, Germany"," Ruhr-University Bochum, Germany",Relevance in structured argumentation
12," CRIL, CNRS & Univ Artois, France"," Cardiff University, UK",Learning conceptual space representations of interrelated concepts
13," University of Ulm, Germany"," University of Ulm, Germany",Embracing change by abstraction materialization maintenance for large ABoxes
14," Fudan University, Shanghai, China"," University of New South Wales, Sydney, NSW, Australia",The complexity of limited belief reasoning: the quantifier-free case
15," Aix Marseille Université, Université de Toulon, CNRS, LIS, Marseille, France"," TU Wien, Institute of Logic and Computation, TU Wien, Vienna, Austria",Belief update in the horn fragment
16," Department of Philosophy, University of Milan"," Department of Informatics, King's College London",A study of argumentative characterisations of preferred subtheories
17," Faculty of Engineering, University of Freiburg, Germany"," School of Computer Science and Engineering, University of New South Wales, Australia",Game description language and dynamic epistemic logic compared
18," ICAR, CNR, Rende, CS, Italy"," DIMES, Università della Calabria, Rende, CS, Italy",Probabilistic bipolar abstract argumentation frameworks: complexity results
19," University of Bremen, Germany"," University of Liverpool, UK",From conjunctive queries to instance queries in ontology-mediated querying
20," Indian Institute of Technology Madras, Chennai, India"," Indian Institute of Technology Madras, Chennai, India",An empirical study of knowledge tradeoffs in case-based reasoning
21," LERIA, Université d'Angers, France"," Aix Marseille Univ, Université de Toulon, CNRS, LIS, Marseille, France",Possibilistic ASP base revision by certain input
22," Department of Computer Science, University of Oxford"," School of Informatics, University of Edinburgh",Finite model reasoning in hybrid classes of existential rules
23," University of Calabria, Italy"," University of Calabria, Italy",Computing approximate query answers over inconsistent knowledge bases
24," Cardiff University, UK"," University of Bremen, Germany",Reverse engineering queries in ontology-enriched systems: the case of expressive horn description logic ontologies
25," Institute of Logic and Computation, TU Wien, Austria"," Institute of Logic and Computation, TU Wien, Austria",Two sides of the same coin: belief revision and enforcing arguments
26," University of Liverpool, UK"," University of Liverpool, UK",Horn-rewritability vs PTime query evaluation in ontology-mediated querying
27," Department of Computer Science, Stanford University"," Department of Philosophy, Stanford University",On the conditional logic of simulation models
28," Department of Computer Science, University of Oxford, UK"," Department of Computer Science, University of Oxford, UK",Stratified negation in limit datalog programs
29, Carnegie Mellon University, Harvard Medical School,Counterfactual resimulation for causal analysis of rule-based models
30," CRIL, CNRS, UMR, Lens, France and Université d'Artois"," CRIL, CNRS, UMR, Lens, France and Université d'Artois",Pseudo-Boolean constraints from a knowledge representation perspective
31," Monash University, Australia"," Monash University, Australia",An efficient algorithm to compute distance between lexicographic preference trees
32," Institute of Logic and Computation, TU Wien, Austria"," Institute of Logic and Computation, TU Wien, Austria",Novel algorithms for abstract dialectical frameworks based on complexity analysis of subclasses and SAT solving
33," Dept. of Computer Science, Sun Yat-sen University, Guangzhou, China"," Dept. of Computer Science, Sun Yat-sen University, Guangzhou, China",Multi-agent epistemic planning with common knowledge
34," Department of Computer Science, University of Oxford, UK"," DIMES, University of Calabria, Italy",Complexity of approximate query answering under inconsistency in datalog±
35," The University of Auckland, NZ"," University of Birmingham, UK",Incrementally grounding expressions for spatial relations between objects
36," University of Porto, Portugal and HASLab, INESC-TEC"," IST, University of Lisbon, Portugal and INESC-ID",Leveraging qualitative reasoning to improve SFL
37," Free University of Bozen-Bolzano, Faculty of Computer Science, Bozen-Bolzano, Italy"," Free University of Bozen-Bolzano, Faculty of Computer Science, Bozen-Bolzano, Italy",Two approaches to ontology aggregation based on axiom weakening
38," Department of Computing, Imperial College London, UK"," Department of Computing, Imperial College London, UK",Argumentation-based recommendations: fantastic explanations and how to find them
39," AI Research Center AIST, Japan"," Wakayama University, Japan",Abducing relations in continuous spaces
40," School of Computer Science and Informatics, Cardiff University, UK"," Centre for Quantum Software and Information, University of Technology Sydney, Australia",Reasoning about betweenness and RCC8 constraints in qualitative conceptual spaces
41," Department of Computer Science, University of Oxford, UK"," Department of Computer Science, University of Oxford, UK","Consequence-based reasoning for description logics with disjunction, inverse roles, number restrictions and nominals"
42," Univ. Montpellier, LIRMM"," INRA, LIRMM",Inconsistency measures for repair semantics in OBDA
43," School of Computer Science, The University of Manchester, UK"," School of Computer Science, The University of Manchester, UK",On concept forgetting in description logics with qualified number restrictions
