,Unnamed: 0,first-author,first-author-gender,first-author-affiliation,last-author,last-author-gender,last-author-affiliation,title
195,195,Hossein Esfandiari,Male,University of Maryland,Vahab Mirrokni,Male,Google,Bi-Objective Online Matching and Submodular  Allocations.
196,196,Dennis Wei,Male,IBM Research,Dennis Wei,Male,IBM Research,A Constant-Factor Bi-Criteria Approximation Guarantee for k-means++.
197,197,Finnian Lattimore,Male,Australian National University,Mark Reid,Male,Apple,Causal Bandits: Learning Good Interventions via Causal Inference.
198,198,Mingsheng Long,Male,Tsinghua University,Michael Jordan,Male,UC Berkeley,Unsupervised Domain Adaptation with Residual Transfer Networks.
199,199,Frederic Chazal,Male,INRIA,Bertrand Michel,Male,UPMC,Data driven estimation of Laplace-Beltrami operator.
200,200,Xinyang Yi,Male,UT Austin,Constantine Caramanis,Male,UT Austin,Fast Algorithms for Robust PCA via Gradient Descent.
201,201,Davood Hajinezhad,Male,Iowa State University,Zhaoran Wang,Male,Princeton University,NESTT: A Nonconvex Primal-Dual Splitting Method for Distributed and Stochastic Optimization.
202,202,Farshad Lahouti,Male,Caltech,Babak Hassibi,Male,Caltech,Fundamental Limits of Budget-Fidelity Trade-off in Label Crowdsourcing.
203,203,Miles M Stoudenmire,Male,Univ of California Irvine,David Schwab,Male,Northwestern University,Supervised Learning with Tensor Networks.
204,204,Matthias Bauer,Male,University of Cambridge,Carl Edward Rasmussen,Male,University of Cambridge,Understanding Probabilistic Sparse Gaussian Process Approximations.
205,205,Georgios Arvanitidis,Male,DTU,Søren Hauberg,Male,Technical University of Denmark,A Locally Adaptive Normal Distribution.
206,206,Kejun Huang,Male,University of Minnesota,Nikos D. Sidiropoulos,Male,University of Minnesota,Anchor-Free Correlated Topic Modeling: Identifiability and Algorithm.
207,207,Junhong Lin,Male,Istituto Italiano di Tecnologia,Lorenzo Rosasco,Male,University of Genova- MIT - IIT,Optimal Learning for Multi-pass Stochastic Gradient Methods.
208,208,Akshay Krishnamurthy,Male,UMass Amherst,Miro Dudik,Male,Microsoft Research,Contextual semibandits via supervised learning oracles.
209,209,Michalis Titsias,Male,DeepMind,Michalis Titsias,Male,DeepMind,One-vs-Each Approximation to Softmax for Scalable Estimation of Probabilities.
210,210,Gabe Goh,Male,UC Davis,Michael P Friedlander,Male,UC Davis,Satisfying Real-world Goals with Dataset Constraints.
211,211,Dogyoon Song,Male,MIT,Devavrat Shah,Male,Massachusetts Institute of Technology,Blind Regression: Nonparametric Regression for Latent Variable Models via Collaborative Filtering.
212,212,Jonathan Ho,Male,Stanford,Stefano Ermon,Male,Stanford,Generative Adversarial Imitation Learning.
213,213,Johannes Friedrich,Male,Columbia University,Liam Paninski,Male,Columbia University,Fast Active Set Methods for Online Spike Inference from Calcium Imaging.
214,214,Behnam Neyshabur,Male,TTI-Chicago,Nati Srebro,Male,TTI-Chicago,Path-Normalized Optimization of Recurrent Neural Networks with ReLU Activations.
215,215,Vasilis Syrgkanis,Male,Microsoft Research,Robert Schapire,Male,MIcrosoft Research,Improved Regret Bounds for Oracle-Based Adversarial Contextual Bandits.
216,216,James Atwood,Male,UMass Amherst,Don Towsley,Male,UMass Amherst,Diffusion-Convolutional Neural Networks.
217,217,Dan Garber,Male,Technion,Dan Garber,Male,Toyota Technological Institute at Chicago,Faster Projection-free Convex Optimization over the Spectrahedron.
218,218,Sheng Chen,Male,University of Minnesota,Arindam Banerjee,Male,"University of Minnesota, Twin Cities",Structured Matrix Recovery via the Generalized Dantzig Selector.
219,219,Vignesh Ganapathiraman,Male,University Of Illinois at Chicago,Junfeng Wen,Male,UofA,Convex Two-Layer Modeling with Latent Structure.
220,220,Shashank Singh,Male,Carnegie Mellon University,Barnabas Poczos,Male,Carnegie Mellon University,Finite-Sample Analysis of Fixed-k Nearest Neighbor Density Functional Estimators.
221,221,Dale Schuurmans,Male,Google Brain & University of Alberta,Martin A Zinkevich,Male,Google,Deep Learning Games.
222,222,Wen-Hao Zhang,Male,Institute of Neuroscience,Si Wu,Female,Beijing Normal University,“Congruent” and “Opposite” Neurons: Sisters for Multisensory Integration and Segregation.
223,223,Jisu KIM,Female,Carnegie Mellon University,Larry Wasserman,Male,Carnegie Mellon University,Statistical Inference for Cluster Trees.
224,224,Maximilian Balandat,Male,UC Berkeley,Alexandre Bayen,Male,UC Berkeley,Minimizing Regret on Reflexive Banach Spaces and Nash Equilibria in Continuous Zero-Sum Games.
225,225,Navdeep Jaitly,Male,Google Brain,Samy Bengio,Male,Apple,An Online Sequence-to-Sequence Model Using Partial Conditioning.
226,226,José L. Torrecilla,Male,Universidad Autónoma de Madrid,Alberto Suárez,Male,Universidad Autónoma de Madrid,Feature selection in functional data classification with recursive maxima hunting.
227,227,Yi Xu,Male,The University of Iowa,Tianbao Yang,Male,University of Iowa,Homotopy Smoothing for Non-Smooth Problems with Lower Complexity than $O(1/\epsilon)$.
228,228,James Newling,Male,Idiap Research Institute,François Fleuret,Male,Idiap Research Institute,Nested Mini-Batch K-Means.
229,229,Dangna Li,Female,Stanford university,Wing Hung Wong,Male,Stanford university,Density Estimation via Discrepancy Based Adaptive Sequential Partition.
230,230,Kaito Fujii,Male,Kyoto University,Hisashi Kashima,Male,Kyoto University,Budgeted stream-based active learning via adaptive submodular maximization.
231,231,Anastasia Pentina,Female,IST Austria,Ruth Urner,Male,MPI Tuebingen,Lifelong Learning with Weighted Majority Votes.
232,232,Sven2 Eberhardt,Male,Brown University,Thomas Serre,Male,Brown University,How Deep is the Feature Analysis underlying Rapid Visual Categorization?.
233,233,Shizhong Han,Male,University of South Carolina,Yan Tong,Male,University of South Carolina,Incremental Boosting Convolutional Neural Network for Facial Action Unit Recognition.
234,234,Ruth Heller,Male,Tel-Aviv University,Yair Heller,Male,Independent,Multivariate tests of association based on univariate tests.
235,235,Peng Wang,Male,UCLA,Alan L Yuille,Male,UCLA,SURGE: Surface Regularized Geometry Estimation from a Single Image.
236,236,Audrunas Gruslys,Male,Google DeepMind,Alex Graves,Male,Google DeepMind,Memory-Efficient Backpropagation Through Time.
237,237,Bryan He,Male,Stanford University,Christopher Ré,Male,Stanford University,Scan Order in Gibbs Sampling: Models in Which it Matters and Bounds on How Much.
238,238,Xiang Li,Male,NJUST,Tie-Yan Liu,Male,Microsoft Research,LightRNN: Memory and Computation-Efficient Recurrent Neural Networks.
239,239,Arild Nøkland,Male,None,Arild Nøkland,Male,None,Direct Feedback Alignment Provides Learning in Deep Neural Networks.
240,240,Aditya Grover,Male,Stanford University,Stefano Ermon,Male,Stanford,Variational Bayes on Monte Carlo Steroids.
241,241,Matey Neykov,Male,Princeton University,Han Liu,Male,Tencent AI Lab,Agnostic Estimation for Misspecified Phase Retrieval Models.
242,242,Ruitong Huang,Male,University of Alberta,Csaba Szepesvari,Male,U. Alberta,Following the Leader and Fast Rates in Linear Prediction: Curved Constraint Sets and Other Regularities.
243,243,Jianxu Chen,Male,University of Notre Dame,Danny Z Chen,Male,University of Notre Dame,Combining Fully Convolutional and Recurrent Neural Networks for 3D Biomedical Image Segmentation.
244,244,Thomas Laurent,Male,Loyola Marymount University,arthur szlam,Male,Facebook,The Product Cut.
245,245,Hong Namkoong,Male,Stanford University,John Duchi,Male,Stanford,Stochastic Gradient Methods for Distributionally Robust Optimization with f-divergences.
246,246,Tolga Bolukbasi,Male,Boston University,Adam T Kalai,Male,Microsoft Research,Man is to Computer Programmer as Woman is to Homemaker? Debiasing Word Embeddings.
247,247,Rémi Flamary,Male,École Polytechnique,Valentin Emiya,Male,Aix-Marseille University,Optimal spectral transportation with application to music transcription.
248,248,Wouter Koolen,Male,"Centrum Wiskunde & Informatica, Amsterdam",Tim van Erven,Male,University of Amsterdam,Combining Adversarial Guarantees and Stochastic Fast Rates in Online Learning.
249,249,Karol Gregor,Male,Google DeepMind,Daan Wierstra,Male,Google DeepMind,Towards Conceptual Compression.
250,250,Arturo Deza,Male,UCSB,Miguel Eckstein,Male,UCSB,Can Peripheral Representations Improve Clutter Metrics on Complex Scenes?.
251,251,Eugene Ndiaye,Male,Télécom ParisTech,Joseph Salmon,Male,Télécom ParisTech,GAP Safe Screening Rules for Sparse-Group Lasso.
252,252,Mauro Scanagatta,Male,Idsia,Marco Zaffalon,Male,IDSIA,Learning Treewidth-Bounded Bayesian Networks with Thousands of Variables.
253,253,Sara Magliacane,Female,VU University Amsterdam,Joris M Mooij,Male,Radboud University Nijmegen,Ancestral Causal Inference.
254,254,Ruiyu Li,Male,CUHK,Jiaya Jia,Male,CUHK,Visual Question Answering with Question Representation Update (QRU).
255,255,Bryant Chen,Male,UCLA,Bryant Chen,Male,UCLA,Identification and Overidentification of Linear Structural Equation Models.
256,256,Nils Kriege,Male,TU Dortmund,Richard Wilson,Male,University of York,On Valid Optimal Assignment Kernels and Applications to Graph Classification.
257,257,Yaniv Tenzer,Male,The Hebrew University,Tamir Hazan,Male,Technion,Constraints Based Convex Belief Propagation.
258,258,Jeremy Maitin-Shepard,Male,Google,Pieter Abbeel,Male,OpenAI / UC Berkeley / Gradescope,Combinatorial Energy Learning for Image Segmentation.
259,259,Steve Li,Male,UMass Amherst,Benjamin Marlin,Male,University of Massachusetts Amherst,A scalable end-to-end Gaussian process adapter for irregularly sampled time series classification.
260,260,Balamurugan Palaniappan,Male,INRIA,Francis Bach,Male,INRIA - Ecole Normale Superieure,Stochastic Variance Reduction Methods for Saddle-Point Problems.
261,261,Dan Feldman,Male,University of Haifa,Daniela Rus,Female,MIT,Dimensionality Reduction of Massive Sparse Datasets Using Coresets.
262,262,Daniel McNamee,Male,University of Cambridge,Mate Lengyel,Male,University of Cambridge,"Efficient state-space modularization for planning: theory, behavioral and neural signatures."
263,263,Aryan Mokhtari,Male,University of Pennsylvania,Alejandro Ribeiro,,University of Pennsylvania,Adaptive Newton Method for Empirical Risk Minimization to Statistical Accuracy.
264,264,Edward Choi,Male,Georgia Institute of Technolog,Walter Stewart,Male,Sutter Health,RETAIN: An Interpretable Predictive Model for Healthcare using Reverse Time Attention Mechanism.
265,265,Maxime Sangnier,Male,LTCI,Florence d'Alché-Buc,Male,"Télécom Paris, Institut Polytechnique de Paris, France",Joint quantile regression in vector-valued RKHSs.
266,266,Oleg Grinchuk,Male,Skolkovo Institute of Science and Technology,Victor Lempitsky,Male,Samsung,Learnable Visual Markers.
267,267,Ben Poole,Male,Stanford University,Surya Ganguli,Male,Stanford,Exponential expressivity in deep neural networks through transient chaos.
268,268,Yuhuai Wu,Male,University of Toronto,Russ Salakhutdinov,Male,University of Toronto,On Multiplicative Integration with Recurrent Neural Networks.
269,269,Yuan Zhao,Male,Stony Brook University,Memming Park,Male,Stony Brook University,Interpretable Nonlinear Dynamic Modeling of Neural Trajectories.
270,270,Antoine Gautier,Male,Saarland University,Matthias Hein,Male,Saarland University,Globally Optimal Training of Generalized Polynomial Neural Networks with Nonlinear Spectral Methods.
271,271,Zhao Song,Male,Duke University,Lawrence Carin,Male,Duke University,Linear Feature Encoding for Reinforcement Learning.
272,272,Yizhi Wang,Female,Virginia Tech,Guoqiang Yu,Male,Virginia Tech,Graphical Time Warping for Joint Alignment of Multiple Curves.
273,273,Kai Zhong,Male,UT AUSTIN,Inderjit Dhillon,Male,UT Austin & Amazon,Mixed Linear Regression with Multiple Components.
274,274,Ming Yu,Male,The University of Chicago,Varun Gupta,Male,University of Chicago,Statistical Inference for Pairwise Graphical Models Using Score Matching.
275,275,Satyen Kale,Male,Google,David Pal,Male,Google,Hardness of Online Sleeping Combinatorial Optimization Problems.
276,276,Xinan Wang,Male,UCSD,Sanjoy Dasgupta,Male,UC San Diego,An algorithm for L1 nearest neighbor search via monotonic embedding.
277,277,Chi Jin,Male,UC Berkeley,Michael Jordan,Male,UC Berkeley,Local Maxima in the Likelihood of Gaussian Mixture Models: Structural Results and Algorithmic Consequences.
278,278,Ting-Yu Cheng,Male,,Shan-Hung (Brandon) Wu,Male,National Tsing Hua University,Learning User Perceived Clusters with Feature-Level Supervision.
279,279,Xi Chen,Male,UC Berkeley and OpenAI,Pieter Abbeel,Male,OpenAI / UC Berkeley / Gradescope,InfoGAN: Interpretable Representation Learning by Information Maximizing Generative Adversarial Nets.
280,280,Taesup Moon,Male,DGIST,Sungroh Yoon,Male,Seoul National University,Neural Universal Discrete Denoiser.
281,281,Necdet Serhat Aybat,,Penn State University,Erfan Yazdandoost Hamedani,Male,Penn State University,A primal-dual method for conic constrained distributed optimization problems.
282,282,ANSHUMALI Shrivastava,,Rice University,ANSHUMALI Shrivastava,Male,Rice University,Simple and Efficient Weighted Minwise Hashing.
283,283,Chien-Ju Ho,Male,Cornell University,Yiling Chen,Male,Harvard University,Eliciting Categorical Data for Optimal Aggregation.
284,284,Ayan Chakrabarti,Male,TTI Chicago,Greg Shakhnarovich,Male,TTI-Chicago,Depth from a Single Image by Harmonizing Overcomplete Local Network Predictions.
285,285,Elad Richardson,Male,Technion,Michael Zibulevsky,Male,Technion - Israel Institute of Technology,SEBOOST - Boosting Stochastic Learning Using Subspace Optimization Techniques.
286,286,Huishuai Zhang,Male,Syracuse University,Yingbin Liang,Male,Syracuse University,Reshaped Wirtinger Flow for Solving Quadratic System of Equations.
287,287,Junhua Mao,Male,UCLA,Alan L Yuille,Male,UCLA,Training and Evaluating Multimodal Word Embeddings with Large-scale Web Annotated Images.
288,288,Chris Junchi Li,Male,Princeton University,Han Liu,Male,Tencent AI Lab,Online ICA: Understanding Global Dynamics of Nonconvex Optimization via Diffusion Processes.
289,289,Rein Houthooft,Male,Ghent University - iMinds and UC Berkeley and OpenAI,Pieter Abbeel,Male,OpenAI / UC Berkeley / Gradescope,VIME: Variational Information Maximizing Exploration.
290,290,Ayan Sinha,Male,Purdue,Karthik Ramani,Male,Purdue University,Deconvolving Feedback Loops in Recommender Systems.
291,291,William Hoiles,Male,University of California,Mihaela van der Schaar,Male,"University of California, Los Angeles",A Non-parametric Learning Method for Confidently Estimating Patient's Clinical State and Dynamics.
292,292,Pan Xu,Male,University of Virginia,Quanquan Gu,Male,University of Virginia,Semiparametric Differential Graph Models.
293,293,Ming Lin,Male,University of Michigan,Jieping Ye,Male,University of Michigan,A Non-convex One-Pass Framework for Generalized Factorization Machine and Rank-One Matrix Sensing.
294,294,Zhao Song,Male,UT-Austin,Huan Zhang,Male,UC-Davis,Sublinear Time Orthogonal Tensor Decomposition.
295,295,Ashish Khetan,Male,University of Illinois Urbana-,Sewoong Oh,Male,UIUC,Achieving budget-optimality with adaptive schemes in crowdsourcing.
296,296,Theodore Bluche,Male,A2iA,Theodore Bluche,Male,A2iA,Joint Line Segmentation and Transcription for End-to-End Handwritten Paragraph Recognition.
297,297,Pedro Ortega,Male,DeepMind,Alan A Stocker,Male,University of Pennsylvania,Human Decision-Making under Limited Time.
298,298,Alexander Kirillov,Male,TU Dresden,Bogdan Savchynskyy,Male,TU Dresden,Joint M-Best-Diverse Labelings as a Parametric Submodular Minimization.
299,299,Zeyuan Allen-Zhu,Male,Princeton University,Yuanzhi Li,Male,Princeton University,Even Faster SVD Decomposition Yet Without Agonizing Pain.
300,300,Marius Pachitariu,Male,"Gatsby Unit, UCL",Daniel D Harris,Male,UCL,Fast and accurate spike sorting of high-channel count probes with KiloSort.
301,301,Tarun Kathuria,Male,Microsoft Research,Pushmeet Kohli,Male,Microsoft Research,Batched Gaussian Process Bandit Optimization via Determinantal Point Processes.
302,302,Stefan Lee,Male,Indiana University,Dhruv Batra,Male,Georgia Tech / Facebook AI Research (FAIR),Stochastic Multiple Choice Learning for Training Diverse Deep Ensembles.
303,303,Malik Magdon-Ismail,Male,Rensselaer,Christos Boutsidis,Male,Yahoo Labs,Optimal Sparse Linear Encoders and Sparse PCA.
304,304,Zhen Xu,Male,SUNY at Buffalo,Sargur N Srihari,Male,University at Buffalo,Using Social Dynamics to Make Individual Predictions: Variational Inference with a Stochastic Kinetic Model.
305,305,Xiaotong Yuan,Male,Nanjing University of Informat,Guangcan Liu,Male,NUIST,"Learning Additive Exponential Family Graphical Models via $\ell_{2,1}$-norm Regularized M-Estimation."
306,306,Andreas Veit,Male,Cornell University,Serge Belongie,Male,Cornell University,Residual Networks Behave Like Ensembles of Relatively Shallow Networks.
307,307,Scott Wisdom,Male,University of Washington,Les Atlas,Male,University of Washington,Full-Capacity Unitary Recurrent Neural Networks.
308,308,Ashish Kapoor,Male,Microsoft,Krysta Svore,Female,Microsoft,Quantum Perceptron Models.
309,309,Michaël Perrot,Male,University of Saint-Etienne,Amaury Habrard,Male,University of Saint-Etienne,Mapping Estimation for Discrete Optimal Transport.
310,310,Chang Liu,Male,Tsinghua University,Yang Song,Male,Stanford University,Stochastic Gradient Geodesic MCMC Methods.
311,311,Shuyang Gao,Male,University of Southern California,Aram Galstyan,Male,USC Information Sciences Institute,Variational Information Maximization for Feature Selection.
312,312,Farzan Farnia,Male,Stanford University,David Tse,Male,Stanford University,A Minimax Approach to Supervised Learning.
313,313,Baharan Mirzasoleiman,Male,ETH Zurich,Amin Karbasi,Male,Yale,Fast Distributed Submodular Cover: Public-Private Data Summarization.
314,314,Konstantinos Bousmalis,Male,Google Brain,Dumitru Erhan,Male,Google,Domain Separation Networks.
315,315,Jin-Hwa Kim,Male,Seoul National University,Byoung-Tak Zhang,Male,Seoul National University,Multimodal Residual Learning for Visual QA.
316,316,Ramin Raziperchikolaei,Male,UC Merced,Miguel A. Carreira-Perpinan,Male,UC Merced,Optimizing affinity-based binary hashing using auxiliary coordinates.
317,317,Jonathan Huggins,Male,MIT,Tamara Broderick,Female,MIT,Coresets for Scalable Bayesian Logistic Regression.
318,318,Jian Wu,Male,Cornell University,Peter Frazier,Male,Princeton University,The Parallel Knowledge Gradient Method for Batch Bayesian Optimization.
319,319,Sainaa Sukhbaatar,Male,NYU,Rob Fergus,Male,New York University,Learning Multiagent Communication with Backpropagation.
320,320,Akshay Balsubramani,Male,UC San Diego,Yoav S Freund,Male,"University of California, San Diego",Optimal Binary Classifier Aggregation for General Losses.
321,321,Francisco Ruiz,Male,Columbia University,David Blei,Male,Columbia University,The Generalized Reparameterization Gradient.
322,322,Yong Ren,Male,Tsinghua University,Yucen Luo,Male,Tsinghua University,Conditional Generative Moment-Matching Networks.
323,323,Kai-Wei Chang,Male,UCLA,John Langford,Male,Microsoft Research New York,A Credit Assignment Compiler for Joint Prediction.
324,324,Sanghamitra Dutta,Male,Carnegie Mellon University,Pulkit Grover,Male,Carnegie Mellon University,Short-Dot: Computing Large Linear Transforms Distributedly Using Coded Short Dot Products.
325,325,Ransalu Senanayake,Male,The University of Sydney,Fabio Ramos,Male,The University of Sydney,Spatio-Temporal Hilbert Maps for Continuous Occupancy Representation in Dynamic Environments.
326,326,Kirthevasan Kandasamy,Male,CMU,Eric Xing,Male,Carnegie Mellon University,Learning HMMs with Nonparametric Emissions via Spectral Decompositions of Continuous Matrices.
327,327,Hakan Bilen,Male,University of Oxford,Andrea Vedaldi,Male,Facebook AI Research and University of Oxford,Integrated perception with recurrent multi-task neural networks.
328,328,Alex Beatson,Male,Princeton University,Han Liu,Male,Tencent AI Lab,Blind Attacks on Machine Learners.
329,329,Eli Gutin,Male,Massachusetts Institute of Tec,Vivek Farias,Male,Massachusetts Institute of Technology,Optimistic Gittins Indices.
330,330,Peng Xu,Male,Stanford University,Michael W Mahoney,Male,UC Berkeley,Sub-sampled Newton Methods with Non-uniform Sampling.
331,331,Zijun Wei,Male,Stony Brook,Dimitris Samaras,Male,Stony Brook University,Learned Region Sparsity and Diversity Also Predicts Visual Attention.
332,332,Shengjia Zhao,Male,Tsinghua University,Stefano Ermon,Male,Stanford,Adaptive Concentration Inequalities for Sequential Decision Problems.
333,333,Josip Djolonga,Male,ETH Zurich,Andreas Krause,Male,ETH Zurich,Cooperative Graphical Models.
334,334,Namrata Vaswani,Male,Iowa State University,Han Guo,Male,Iowa State University,Correlated-PCA: Principal Components' Analysis when Data and Noise are Correlated.
335,335,Hamidreza Kasaei,Male,IEETA,Luís Seabra Lopes,Male,University of Averio,Hierarchical Object Representation for Open-Ended Object Category Learning and Recognition.
336,336,Nir Rosenfeld,Male,Hebrew University of Jerusalem,Amir Globerson,Male,Tel Aviv University,Optimal Tagging with Markov Chain Optimization.
337,337,Gustavo Malkomes,Male,Washington University,Roman Garnett,Male,Washington University in St. Louis,Bayesian optimization for automated model selection.
338,338,Tomoharu Iwata,Male,NTT,Makoto Yamada,Male,Kyoto University,Multi-view Anomaly Detection via Robust Probabilistic Latent Variable Models.
339,339,Rajkumar Vasudeva Raju,Male,Rice University,Xaq Pitkow,Male,BCM/Rice,Inference by Reparameterization in Neural Population Codes.
340,340,Zhuo Wang,Male,University of Pennsylvania,Daniel Lee,Male,University of Pennsylvania,Efficient Neural Codes under Metabolic Constraints.
341,341,Renjie Liao,Male,UofT,Raquel Urtasun,Female,University of Toronto,Learning Deep Parsimonious Representations.
342,342,Madhu Advani,Male,Stanford University,Surya Ganguli,Male,Stanford,An equivalence between high dimensional Bayes optimal inference and M-estimation.
343,343,Kohei Hayashi,Male,AIST,Yuichi Yoshida,Male,NII,Minimizing Quadratic Functions in Constant Time.
344,344,Wei Wen,Male,University of Pittsburgh,Hai Li,Female,University of Pittsburg,Learning Structured Sparsity in Deep Neural Networks.
345,345,Rizal Fathony,Male,U. of Illinois at Chicago,Brian Ziebart,Male,University of Illinois at Chicago,Adversarial Multiclass Classification: A Risk Minimization Perspective.
346,346,Tyler Johnson,Male,University of Washington,Carlos Guestrin,Male,University of Washington,Unified Methods for Exploiting Piecewise Linear Structure in Convex Optimization.
347,347,Olivier Bachem,Male,ETH Zurich,Andreas Krause,Male,ETH Zurich,Fast and Provably Good Seedings for k-Means.
348,348,Eugene Belilovsky,Male,CentraleSupelec,Matthew Blaschko,Male,KU Leuven,Testing for Differences in Gaussian Graphical Models:  Applications to Brain Connectivity.
349,349,Sungsoo Ahn,Male,KAIST,Jinwoo Shin,Male,KAIST,Synthesis of MCMC and Belief Propagation.
350,350,Aviv Tamar,Male,UC Berkeley,Garrett Thomas,Male,UC Berkeley,Value Iteration Networks.
351,351,Marco Fraccaro,Male,DTU,Ole Winther,Male,DTU,Sequential Neural Models with Stochastic Layers.
352,352,Justin Eldridge,Male,The Ohio State University,Yusu Wang,Male,The Ohio State University,"Graphons, mergeons, and so on!."
353,353,Aurko Roy,Male,Georgia Tech,Sebastian Pokutta,Male,GeorgiaTech,Hierarchical Clustering via Spreading Metrics.
354,354,Jason Hartford,Male,University of British Columbia,Kevin Leyton-Brown,Male,University of British Columbia,Deep Learning for Predicting Human Strategic Behavior.
355,355,Ji Xu,Male,Columbia university,Arian Maleki,Male,Columbia University,Global Analysis of Expectation Maximization for Mixtures of Two Gaussians.
356,356,Ofir David,Male,Technion - Israel institute of technology,Amir Yehudayoff,Male,Technion - Israel institue of Technology,Supervised learning through the lens of compression.
357,357,Rong Ge,Male,Princeton University,Tengyu Ma,Male,Princeton University,Matrix Completion has No Spurious Local Minimum.
358,358,Hassan Ashtiani,Male,University of Waterloo,Shai Ben-David,Male,U. Waterloo,Clustering with Same-Cluster Queries.
359,359,Tim van Erven,Male,University of Amsterdam,Wouter Koolen,Male,"Centrum Wiskunde & Informatica, Amsterdam",MetaGrad: Multiple Learning Rates in Online Learning.
360,360,Aapo Hyvarinen,Male,University of Helsinki,Hiroshi Morioka,Male,University of Helsinki,Unsupervised Feature Extraction by Time-Contrastive Learning and Nonlinear ICA.
361,361,Daniel Neil,Male,Institute of Neuroinformatics,Shih-Chii Liu,Male,"Institute for Neuroinformatics, University of Zurich and ETH Zurich",Phased LSTM: Accelerating Recurrent Network Training for Long or Event-based Sequences.
362,362,Yujia Shen,Female,UCLA,Adnan Darwiche,Male,UCLA,Tractable Operations for Arithmetic Circuits of Probabilistic Models.
363,363,Jimmy Ba,Male,University of Toronto,Catalin Ionescu,Male,Google,Using Fast Weights to Attend to the Recent Past.
364,364,Matthias W Seeger,Male,Amazon,Valentin Flunkert,Male,Amazon,Bayesian Intermittent Demand Forecasting for Large Inventories.
365,365,Jean-Bastien Grill,Male,Inria Lille - Nord Europe,Remi Munos,Male,Google DeepMind,Blazing the trails before beating the path: Sample-efficient Monte-Carlo planning.
366,366,Kiarash Shaloudegi,Male,Huawei Noah's Ark,Wilsun Xu,Male,University of Alberta,SDP Relaxation with Randomized Rounding for Energy Disaggregation.
367,367,Chengtao Li,Male,MIT,Stefanie Jegelka,Female,MIT,"Fast Mixing Markov Chains for Strongly Rayleigh Measures, DPPs, and Constrained Sampling."
368,368,Danilo Jimenez Rezende,Male,Google DeepMind,Nicolas Heess,Male,Google DeepMind,Unsupervised Learning of 3D Structure from Images.
369,369,Alnur Ali,Male,Carnegie Mellon University,Ryan Tibshirani,Male,Carnegie Mellon University,The Multiple Quantile Graphical Model.
370,370,Bo Wang,Male,Stanford University,Anshul Kundaje,Male,Stanford University,Unsupervised Learning from Noisy Networks with Applications to Hi-C Data.
371,371,Yizhe Zhang,Female,Duke university,Lawrence Carin,Male,Duke University,Towards Unifying Hamiltonian Monte Carlo and Slice Sampling.
372,372,Kentaro Minami,Male,The University of Tokyo,Hiroshi Nakagawa,Male,The University of Tokyo,Differential Privacy without Sensitivity.
373,373,Tim Rubin,Male,Indiana University,Tal Yarkoni,Male,University of Texas at Austin,Generalized Correspondence-LDA Models (GC-LDA) for Identifying Functional Regions in the Brain.
374,374,Zelda Mariet,Female,MIT,Suvrit Sra,Male,MIT,Kronecker Determinantal Point Processes.
375,375,Avinava Dubey,Male,Carnegie Mellon University,Eric Xing,Male,Carnegie Mellon University,Variance Reduction in Stochastic Gradient Langevin Dynamics.
376,376,Michal Feldman,Male,TAU,Aviv Zohar,Male,huji,Online Pricing with Strategic and Patient Buyers.
377,377,Zeyuan Allen-Zhu,Male,Princeton University,Karthik Sridharan,Male,University of Pennsylvania,Exploiting the Structure: Stochastic Gradient Methods Using Raw Clusters.
378,378,Pedro Mercado,Male,Saarland University,Matthias Hein,Male,Saarland University,Clustering Signed Networks with the Geometric Mean of Laplacians.
379,379,Pan Zhang,Male,Institute of Theoretical Physics,Pan Zhang,Male,Institute of Theoretical Physics,Robust Spectral Detection of Global Structures in the Data by Learning a Regularization.
380,380,Xinchen Yan,Male,University of Michigan,Honglak Lee,Male,University of Michigan,Perspective Transformer Nets: Learning Single-View 3D Object Reconstruction without 3D Supervision.
381,381,Mahdi Milani Fard,Male,Google,Maya Gupta,Female,Google,Launch and Iterate: Reducing Prediction Churn.
382,382,Bo Li,Male,Vanderbilt University,Yevgeniy Vorobeychik,Male,Vanderbilt University,Data Poisoning Attacks on Factorization-Based Collaborative Filtering.
383,383,Jack Rae,Male,Google DeepMind,Timothy Lillicrap,Male,Google DeepMind,Scaling Memory-Augmented Neural Networks with Sparse Reads and Writes.
384,384,Jonathan Kadmon,Male,Hebrew University,Haim Sompolinsky,Male,Hebrew University and Harvard University,Optimal Architectures in a Solvable Model of Deep Networks.
385,385,Gabriel Krummenacher,Male,ETH Zurich,Nicolai Meinshausen,Male,ETH Zurich,Scalable Adaptive Stochastic Optimization Using Random Projections.
386,386,Hao Wu,Male,Free University of Berlin,Frank Noe,Male,FU Berlin,Spectral Learning of Dynamic Systems from Nonequilibrium Data.
387,387,sabyasachi chatterjee,Male,University of Chicago,Yuancheng Zhu,Male,University of Chicago,Local Minimax Complexity of Stochastic Convex Optimization.
388,388,Yarin Gal,Male,University of Cambridge,Zoubin Ghahramani,Male,Uber and University of Cambridge,A Theoretically Grounded Application of Dropout in Recurrent Neural Networks.
389,389,Umut Güçlü,Male,Radboud University,Marcel A. J. van Gerven,Male,Radboud University,Brains on Beats.
390,390,dreamqi Meng,Male,Peking University,Tie-Yan Liu,Male,Microsoft Research,A Communication-Efficient Parallel Algorithm for Decision Tree.
