,first-author-affiliation,last-author-affiliation,title
0," Computer Science and Engineering Department, University of Texas at Arlington, Arlington,TX"," Computer Science and Engineering Department, University of Texas at Arlington, Arlington,TX",Supervised and projected sparse coding for image classification
1," NTT Communication Science Laboratories, Kyoto, Japan"," NTT Communication Science Laboratories, Kyoto, Japan",Unsupervised cluster matching via probabilistic latent variable models
2," University of Rostock, Germany"," CRCS, Harvard University",Strategic behavior when allocating indivisible goods sequentially
3," School of Computing, DePaul University, Chicago"," Vienna University of Technology, Vienna, Austria",On the subexponential time complexity of CSP
4," Constraint Systems Laboratory, University of Nebraska-Lincoln"," Constraint Systems Laboratory, University of Nebraska-Lincoln",Improving the performance of consistency algorithms by localizing and bolstering propagation in a tree decomposition
5," Technion, Israel Institute of Technology, Technion City, Haifa, Israel"," Microsoft Research & Technion, Microsoft, Herzliya R&D Center, Herzliya, Israel",Data-parallel computing meets STRIPS
6," MIAT, INRA, Toulouse, France"," Univ. Paris-Sud, LRI, CNRS UMR, Orsay, France",Resolution and parallelizability: barriers to the efficient parallelization of SAT solvers
7," Saarland University, Saarbrücken, Germany"," Technion, Haifa, Israel",Red-black relaxed plan heuristics
8," Department of Computer Engineering, Chiang Mai University, Chiang Mai, Thailand"," Imaging Science and Engineering Laboratory, Tokyo Institute of Technology, Yokohama, Japan",Incremental learning framework for indoor scene recognition
9," Department of Computer Science, University of British Columbia, Vancouver, Canada"," Department of Computer Science, University of British Columbia, Vancouver, Canada",A fast pairwise heuristic for planning under uncertainty
10," Accenture Technology Labs, San Jose, CA"," Accenture Technology Labs, San Jose, CA",Joint extraction and labeling via graph propagation for dictionary construction
11," Department of Computer Science and Engineering, Pohang University of Science and Technology, Pohang, Korea"," Department of Computer Science and Engineering and Division of IT Convergence Engineering, Pohang University of Science and Technology, Pohang, Korea",Walking on minimax paths for k-NN search
12," Department of Computer Science, KAIST, Republic of Korea"," Microsoft Research Asia, Beijing, P.R. China",A hierarchical aspect-sentiment model for online reviews
13, University of Edinburgh, PUC Chile and University of Edinburgh,Answering counting aggregate queries over ontologies of the DL-lite family
14, UT Austin, UC Berkeley,Generating natural-language video descriptions using text-mined knowledge
15," Computer Science Department, University of Southern California, California"," Computer Science Department, University of Southern California, California",Simple temporal problems with taboo regions
16," Computer Science Department, Carnegie Mellon University"," Computer Science Department, Carnegie Mellon University",How to cut a cake before the party ends
17," Faculty of Industrial Engineering and Management, Technion, Israel Institute of Technology, Haifa, Israel"," Faculty of Industrial Engineering and Management, Technion, Israel Institute of Technology, Haifa, Israel",Composition games for distributed systems: the EU grant games
18," Technicolor Labs, Palo Alto, CA"," Adobe, San Jose, CA",Structured kernel-based reinforcement learning
19," CRIL-CNRS UMR, Université d'Artois, Lens, France"," Dept. of Informatics and Telecommunications Engineering, University of Western Macedonia, Greece",Extending STR to a higher-order consistency
20," Artificial Intelligence Research Laboratory, Department of Computer Science, Iowa State University, Ames, IA"," Artificial Intelligence Research Laboratory, Department of Computer Science, Iowa State University, Ames, IA",m-Transportability: transportability of a causal effect from multiple environments
21," Duke University, Department of Computer Science, Durham, NC"," Duke University, Department of Computer Science, Durham, NC",Solving security games on graphs via marginal probabilities
22," School of Interactive Computing, Georgia Institute of Technology"," School of Interactive Computing, Georgia Institute of Technology",Story generation with crowdsourced plot graphs
23," State Key Laboratory of Intelligent Technology and Systems, Tsinghua National Laboratory for Information Science and Technology, Department of Computer Science and Technology, Tsinghua University, Beijing China"," State Key Laboratory of Intelligent Technology and Systems, Tsinghua National Laboratory for Information Science and Technology, Department of Computer Science and Technology, Tsinghua University, Beijing China",An extended GHKM algorithm for inducing λ-SCFG
24," Department of Computer Science, The University of Auckland, New Zealand"," Department of Computer Science, The University of Auckland, New Zealand","Reasoning about saturated conditional independence under uncertainty: axioms, algorithms, and Levesque's situations to the rescue"
25," College of Computer Science and Technology, Zhejiang University, Hangzhou, China"," College of Computer Science and Technology, Zhejiang University, Hangzhou, China",Large-scale hierarchical classification via stochastic perceptron
26," State Key Lab of Software Development Environment, Beihang University, Beijing, China"," State Key Lab of Software Development Environment, Beihang University, Beijing, China",Reciprocal hash tables for nearest neighbor search
27," Virginia Tech, VA"," Virginia Tech, VA",A generalized student-t based approach to mixed-type anomaly detection
28," Institute of Computer Science and Technology, Peking University, Beijing, China"," Institute of Computer Science and Technology, Peking University, Beijing, China",Unified constraint propagation on multi-view data
29," Key Laboratory of Machine Perception (Ministry of Education), Peking University, Beijing, China"," Key Laboratory of Machine Perception (Ministry of Education), Peking University, Beijing, China",Vector-valued multi-view semi-supervised learning for multi-label image classification
