,first-author-affiliation,last-author-affiliation,title
0," Key Laboratory for Symbol Computation and Knowledge Engineering of National Education Ministry, College of Computer Science and Technology, Jilin University, Changchun, China"," Key Laboratory for Symbol Computation and Knowledge Engineering of National Education Ministry, College of Computer Science and Technology, Jilin University, Changchun, China",Making simple tabular reduction works on negative table constraints
1," School of Computer Science and Information Engineering, Hefei University of Technology, Hefei, P.R. China"," School of Computer Science and Information Engineering, Hefei University of Technology, Hefei, P.R. China",Subchloroplast location prediction via homolog knowledge transfer and feature selection
2," The Centre for Quantum Computation & Intelligent Systems, FEIT, University of Technology, Sydney, NSW, Australia"," School of Computing, University of Leeds, Leeds, UK and The Centre for Quantum Computation & Intelligent Systems, FEIT, University of Technology, Sydney, NSW, Australia",An effective approach for imbalanced classification: unevenly balanced bagging
3," Dept. of Computer Science, Michigan Technological University, Houghton, MI"," Dept. of Computer Science, Michigan Technological University, Houghton, MI",A first-order logic-based framework for verifying simulations
4," Department of Computer Science and Engineering, University at Buffalo, Buffalo NY"," Department of Computer Science and Engineering, University at Buffalo, Buffalo NY",Concurrent reasoning with inference graphs
5," IIIS, Griffith University and QRL, NICTA"," IIIS, Griffith University and QRL, NICTA",Simplified lattice models for protein structure prediction: how good are they?
6," School of Computing Science, Simon Fraser University, Burnaby, Canada"," School of Computing Science, Simon Fraser University, Burnaby, Canada",Graphical model-based learning in high dimensional feature spaces
7," CERIAS, Purdue University, West Lafayette, IN"," CERIAS, Purdue University, West Lafayette, IN",On a noun-driven syntactic paradigm
8," Department of Computer Science, University of Central Arkansas, Conway, Arkansas"," Department of Computer Science, University of Central Arkansas, Conway, Arkansas",Empirical comparison of multi-label classification algorithms
9," College of Computer Science, Zhejiang University, Hangzhou, P.R. China"," College of Computer Science, Zhejiang University, Hangzhou, P.R. China",Wordnet based multi-way concept hierarchy construction from text corpus
10," School of Computer Science and Technology, Harbin Institute of Technology and Microsoft Research Asia, Beijing, China"," Microsoft Research Asia, Beijing, China",Personalized recommendation based on co-ranking and query-based collaborative diffusion
11," Department of Computer Science, Hefei University of Technology, Hefei, P.R. China"," Department of Computer Science, University of Central Arkansas, Conway, AR",Imbalanced multiple noisy labeling for supervised learning
12," State Key Laboratory for Novel Software Technology, Department of Computer Science & Technology, Nanjing University, China"," State Key Laboratory for Novel Software Technology, Department of Computer Science & Technology, Nanjing University, China",Planning with multi-valued landmarks
13," Columbia University, New York, NY"," Columbia University, New York, NY",Understanding descriptions of visual scenes using graph grammars
14," University of Luxembourg, Faculty of Science, Technology and Communication, Department of Computer Science and Communication, ILIAS Laboratory - MINE Research Group, Luxembourg"," University of Luxembourg, Faculty of Science, Technology and Communication, Department of Computer Science and Communication, ILIAS Laboratory - MINE Research Group, Luxembourg",Artificial conversational companions
15," Department of Electrical Engineering and Computer Science, Case Western Reserve University, Cleveland, OH"," Department of Electrical Engineering and Computer Science, Case Western Reserve University, Cleveland, OH",Distribution kernel methods for multiple-instance learning
16," Vienna University of Technology, Austria"," Vienna University of Technology, Austria",Backdoors to tractability of answer-set programming
17," Palo Alto Research Center, Palo Alto, California"," Palo Alto Research Center, Palo Alto, California",An optimal task assignment policy and performance diagnosis strategy for heterogeneous hadoop cluster
18," North Carolina State University, Raleigh, North Carolina"," North Carolina State University, Raleigh, North Carolina",Creating model-based adaptive environments using game-specific and game-independent analytics
19," Department of Computer Science, University of New Hampshire, Durham, NH"," Department of Computer Science, University of New Hampshire, Durham, NH",Heuristic search for large problems with real costs
20," University of Rochester, Rochester, NY"," University of Rochester, Rochester, NY",Crowdsourcing for deployable intelligent systems
21," Department of Computer Science, University of Illinois at Chicago, Chicago, IL"," Department of Computer Science, University of Illinois at Chicago, Chicago, IL",Multiagent stochastic planning with Bayesian policy recognition
22," Dept. of Informatics and Telecommunications Engineering, University of Western Macedonia, Greece"," Dept. of Informatics and Telecommunications Engineering, University of Western Macedonia, Greece",Efficient algorithms for strong local consistencies in constraint satisfaction problems
23," ARC Centre of Excellence in Autonomous Systems, School of Computer Science and Engineering, UNSW, Sydney, NSW, Australia"," ARC Centre of Excellence in Autonomous Systems, School of Computer Science and Engineering, UNSW, Sydney, NSW, Australia",Optimization of heterogeneous computing resources for robotic mapping
24," PPGC, Instituto de Informática, UFRGS, Porto Alegre, Brazil"," PPGC, Instituto de Informática, UFRGS, Porto Alegre, Brazil",The wisdom of crowds in bioinformatics: what canwe learn (and gain) from ensemble predictions?
25," Department of Computer Science and Engineering, Univeristy at Buffalo, Buffalo NY"," Department of Computer Science and Engineering, Univeristy at Buffalo, Buffalo NY",Concurrent inference graphs
26," School of Computer Science and Engineering, The University of New South Wales, Sydney, Australia"," School of Computer Science and Engineering, The University of New South Wales, Sydney, Australia",Multi-strategy learning of robotic behaviours via qualitative reasoning
27," Department of Computer Science, University of New Hampshire, Durham, NH"," Department of Computer Science, University of New Hampshire, Durham, NH",Steps towards a science of heuristic search
28," University of Kentucky, Department of Computer Science, Lexington, KY"," University of Kentucky, Department of Computer Science, Lexington, KY",Tools for preference reasoning
