,first-author-affiliation,last-author-affiliation,title
0," Dalle Molle Institute for Artificial Intelligence, IDSIA, Manno, Switzerland"," University of São Paulo, São Paulo, SP, Brazil",Complexity of inferences in polytree-shaped semi-qualitative probabilistic networks
1," Institute of Information Systems, Vienna University of Technology, Vienna, Austria"," Institute of Information Systems, Vienna University of Technology, Vienna, Austria",Parameterized complexity results for plan reuse
2," Department of Electronic Engineering, Tsinghua University, Beijing, P.R.China"," Microsoft Research Asia, Haidian District, Beijing, P.R.China",Multi-armed bandit with budget constraint and variable costs
3," SKLSDE, Beihang University and Microsoft Research Asia"," SKLSDE, Beihang University",The automated acquisition of suggestions from tweets
4, Beijing University of Posts and Telecommunications, Beijing University of Posts and Telecommunications,A maximum K-min approach for classification
5," School of EECS, Oregon State University, Corvallis, OR"," School of EECS, Oregon State University, Corvallis, OR",HC-search: learning heuristics and cost functions for structured prediction
6," Department of Electrical Engineering and Computer Science, Case Western Reserve University, Cleveland, OH"," Department of Electrical Engineering and Computer Science, Case Western Reserve University, Cleveland, OH",SMILe: shuffled multiple-instance learning
7," Institute of Information Systems, Vienna University of Technology, Vienna, Austria"," Institute of Information Systems, Vienna University of Technology, Vienna, Austria",Liberal safety for answer set programs with external sources
8," Advanced Technology Lab, MSR, Herzliya, Israel"," Microsoft Research, Herzliya, Israel",Posted prices exchange for display advertising contracts
9," University of Siegen, Siegen, Germany"," Vienna University of Technology, Vienna, Austria",Computational aspects of nearly single-peaked electorates
10," Faculty of Engineering and Natural Sciences, Sabancí University, Istanbul, Turkey"," Faculty of Engineering and Natural Sciences, Sabancí University, Istanbul, Turkey",A general formal framework for pathfinding problems with multiple agents
11, University of Calabria, Vienna University of Technology,Abstract preference frameworks: a unifying perspective on separability and strong equivalence
12," Department of Computer Science, Sun Yat-sen University, Guangzhou, China"," Department of Computer Science, Sun Yat-sen University, Guangzhou, China",Multiagent knowledge and belief change in the situation calculus
13, Weizmann Institute, Technion and Microsoft Research,The cascade auction: a mechanism for deterring collusion in auctions
14," Vienna University of Technology, Austria"," Vienna University of Technology, Austria",Backdoors to normality for disjunctive logic programs
15," Linguistic Cognition Laboratory, Illinois Institute of Technology, Chicago, IL"," Linguistic Cognition Laboratory, Illinois Institute of Technology, Chicago, IL",Automatic identification of conceptual metaphors with limited knowledge
16," Politecnico di Milano, Milano, Italy"," Politecnico di Milano, Milano, Italy",Efficient evolutionary dynamics with extensive-form games
17," Politecnico di Milano, Milano, Italy"," Carnegie Mellon University, Computer Science Department, Pittsburgh, PA",Algorithms for strong Nash equilibrium with more than two agents
18," Institute for Informatics, University of Potsdam, Potsdam, Germany"," Institute for Informatics, University of Potsdam, Potsdam, Germany",Domain-specific heuristics in answer set programming
19," Université Laval, Quebec, Canada"," Université Laval, Quebec, Canada",Vesselness features and the inverse compositional AAM for robust face recognition sing thermal IR
20," Department of Computer Science and Automation, Indian Institute of Science, Bangalore"," Department of Computer Science and Automation, Indian Institute of Science, Bangalore","On power-law Kernels, corresponding reproducing Kernel Hilbert space and applications"
21," Department of Computer Science, University of California, Davis"," Department of Computer Science, University of California, Davis",Formalizing hierarchical clustering as integer linear programming
22," Benjamin Grosof & Associates, LLC, Mercer Island, Washington"," CENTRIA, Universidade Nova de Lisboa, Lisboa Portugal",Radial restraint: a semantically clean approach to bounded rationality for logic programs
23," Department of Computer and Information Sciences, Temple University, Philadelphia, PA"," Department of Computer and Information Sciences, Temple University, Philadelphia, PA",Convex subspace representation learning from multi-view data
24," IGG, University of Bonn and KD, Fraunhofer IAIS"," IGG, University of Bonn and KD, Fraunhofer IAIS",Reduce and re-lift: bootstrapped lifted likelihood maximization for MAP
25," Department of Computer Science, Bar-Ilan University, Ramat-Gan, Israel"," Department of Computer Science, Bar-Ilan University, Ramat-Gan, Israel","Search more, disclose less"
26," Department of Computer Science, University of New Hampshire, Durham, NH"," Department of Computer Science, University of New Hampshire, Durham, NH",External memory best-first search for multiple sequence alignment
27," Robotics Institute, Carnegie Mellon University"," Robotics Institute, Carnegie Mellon University",Gradient networks: Explicit shape matching without extracting edges
28," Computer Science and Engineering Department, University of Texas at Arlington, Arlington,TX"," Computer Science and Engineering Department, University of Texas at Arlington, Arlington,TX",Robust discrete matrix completion
29," Computer Science and Engineering Department, University of Texas at Arlington, Arlington, TX"," Computer Science and Engineering Department, University of Texas at Arlington, Arlington, TX",Spectral rotation versus K-means in spectral clustering
