,first-author-affiliation,last-author-affiliation,title
0," I3A, University of Zaragoza, Spain"," I3A, University of Zaragoza, Spain",Grounding acoustic echoes in single view geometry estimation
1," State Key Laboratory of Intelligent Technology and Systems, Tsinghua National Laboratory for Information Science and Technology, Department of Computer Science and Technology, Tsinghua University, Beijing, China"," State Key Laboratory of Intelligent Technology and Systems, Tsinghua National Laboratory for Information Science and Technology, Department of Computer Science and Technology, Tsinghua University, Beijing, China",Similarity-preserving binary signature for linear subspaces
2," Automatic Control and System Engineering, The University of Sheffield, Sheffield, United Kingdom"," ECIT Institute, Queen's University Belfast, Belfast, United Kingdom",Deep salience: visual salience modeling via deep belief propagation
3," School of Computer Science and Technology, Beijing Institute of Technology, Beijing, China"," School of Computer Science, National University of Defense Technology, Changsha, China",Locality-constrained low-rank coding for image classification
4," State Key Laboratory of Software Engineering, School of Computer, Wuhan University, China and College of Automation, Nanjing University of Posts and Telecommunications, China"," College of Automation, Nanjing University of Posts and Telecommunications, China",Uncorrelated multi-view discrimination dictionary learning for recognition
5," HRI Laboratory, Tufts University, Medford, MA"," HRI Laboratory, Tufts University, Medford, MA",Learning to recognize novel objects in one shot through human-robot interactions in natural language dialogues
6," University of Texas at Arlington, Arlington, TX"," University of Texas at Arlington, Arlington, TX",Sub-selective quantization for large-scale image search
7," National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences"," National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences",Learning low-rank representations with classwise block-diagonal structure for robust face recognition
8, Microsoft, Microsoft,Efficient object detection via adaptive online selection of sensor-array elements
9," Department of Computer Science and Engineering, Michigan State University, East Lansing, MI"," Department of Computer Science and Engineering, Michigan State University, East Lansing, MI",On hair recognition in the wild by machine
10, University of Washington, Allen Institute for AI,Diagram understanding in geometry questions
11," Department of Computer Science, Bar-Ilan University, Ramat-Gan, Israel"," Department of Computer Science, Bar-Ilan University, Ramat-Gan, Israel",A generalized genetic algorithm-based solver for very large jigsaw puzzles of complex types
12," Department of Electrical Engineering and Computer Science, Colorado School of Mines, Golden, Colorado"," Department of Computer Science and Engineering, University of Texas at Arlington, Arlington, Texas",Low-rank tensor completion with spatio-temporal consistency
13," Institute of Computer Science and Technology, Peking University, Beijing, China"," Institute of Computer Science and Technology, Peking University, Beijing, China",Semantic graph construction for weakly-supervised image parsing
14, SUNY at Buffalo, SUNY at Buffalo,Latent domains modeling for visual domain adaptation
15," Shanghai Engineering Research Center for Video Technology and System, School of Computer Science, Fudan University, China"," Shanghai Engineering Research Center for Video Technology and System, School of Computer Science, Fudan University, China",Semantic segmentation using multiple graphs with block-diagonal constraints
16," Key Laboratory of Shanghai Education Commission for Intelligent Interaction and Cognitive Engineering, Department of Computer Science and Engineering, Shanghai Jiao Tong University, China"," Key Laboratory of Shanghai Education Commission for Intelligent Interaction and Cognitive Engineering, Department of Computer Science and Engineering, Shanghai Jiao Tong University, China",Locality preserving hashing
17," Edmunds.com, Santa Monica, CA"," Edmunds.com, Santa Monica, CA",Predictive models for determining if and when to display online lead forms
18," City Uinversity of Hong Kong, Hong Kong SAR"," MTR Corporation Limited, Hong Kong SAR",Engineering works scheduling for Hong Kong's rail network
19," MIT CSAIL, Cambridge, MA"," Department of Neurology, Lahey Health",THink: inferring cognitive status from subtle behaviors
20," Quest University Canada, Squamish, British Columbia, Canada"," Quest University Canada, Squamish, British Columbia, Canada",The quest draft: an automated course allocation algorithm
21," School of Computer Science and Engineering, University of New South Wales, Sydney, NSW, Australia"," School of Computer Science and Engineering, University of New South Wales, Sydney, NSW, Australia",Evaluation and deployment of a people-to-people recommender in online dating
22," Autodesk Research, Toronto, Canada"," Autodesk Research, Toronto, Canada",Deploying community commands: a software command recommender system case study
23," Information Sciences and Technology, Pennsylvania State University, University Park, PA"," Information Sciences and Technology and Computer Science and Engineering, Pennsylvania State University, University Park, PA",CiteSeerX: AI in a digital library search engine
24," School of Computing, Queen's University, Kingston, Ontario, Canada"," School of Computing, Queen's University, Kingston, Ontario, Canada",Pattern discovery in protein networks reveals high-confidence predictions of novel interactions
25," Department of Computer Science and Engineering, University at Buffalo, SUNY, Buffalo, NY"," Department of Computer Science and Engineering, University at Buffalo, SUNY, Buffalo, NY",Crowdsourcing for multiple-choice question answering
26," Department of Computer Science, Bar-Ilan University, Ramat Gan, Israel"," General Motors Advanced Technical Center, Herzliya, Israel",Advice provision for energy saving in automobile climate control systems
27," Université du Québec à Chicoutimi (UQAC), Université, Saguenay (QC) Canada"," Université du Québec à Chicoutimi (UQAC), Université, Saguenay (QC) Canada",A smart range helping cognitively-impaired persons cooking
28," University of Southern California, Los Angeles, CA"," University of Southern California, Los Angeles, CA",STREETS: game-theoretic traffic patrolling with exploration and exploitation
29," Artificial Intelligence Lab, Ecole Polytechnique Fédérale de Lausanne, Switzerland"," Artificial Intelligence Lab, Ecole Polytechnique Fédérale de Lausanne, Switzerland",Swissnoise: online polls with game-theoretic incentives
