,first-author-affiliation,last-author-affiliation,title
0," State Key Laboratory of Software Engineering, School of Computer, Wuhan University, China and College of Automation, Nanjing University of Posts and Telecommunications, China"," College of Computer Science, Nanjing University of Science and Technology, China",Intra-view and inter-view supervised correlation analysis for multi-view feature learning
1," School of EECS, Oregon State University, Corvallis, OR"," School of EECS, Oregon State University, Corvallis, OR",Imitation learning with demonstrations and shaping rewards
2," Department of Statistical Science, Graduate University for Advanced Studies, Tokyo, Japan and The Institute of Statistical Mathematics, Tokyo, Japan"," Department of Statistical Science, Graduate University for Advanced Studies, Tokyo, Japan and The Institute of Statistical Mathematics, Tokyo, Japan",Monte Carlo filtering using kernel embedding of distributions
3, TU Dortmund University, RWTH Aachen,Power iterated color refinement
4," SequeL team, INRIA Lille-Nord Europe, France"," ML and Optimization Group, Microsoft Research, Bangalore, India",Spectral Thompson sampling
5," Department of Computer Science & Engineering, University of Texas, Arlington, Arlington, TX"," Department of Computer Science & Engineering, University of Texas, Arlington, Arlington, TX","Non-convex feature learning via lp, ∞ operator"
6," Department of Computer Science & Engineering, University of Texas, Arlington, TX"," Department of Computer Science & Engineering, University of Texas, Arlington, TX",Pairwise-covariance linear discriminant analysis
7," MIT Computer Science and Artificial Intelligence Laboratory, Cambridge, MA"," MIT Computer Science and Artificial Intelligence Laboratory, Cambridge, MA",Constructing symbolic representations for high-level planning
8," Washington University in St. Louis, MO and Tsinghua University, Beijing, China"," Washington University in St. Louis, MO and Tsinghua University, Beijing, China",Feature-cost sensitive learning with submodular trees of classifiers
9, École Polytechnique Fédérale de Lausanne, École Polytechnique Fédérale de Lausanne,Scalable sparse covariance estimation via self-concordance
10," Department of Statistics, University of California, Irvine"," Department of Statistics, University of California, Irvine",Wormhole Hamiltonian Monte Carlo
11," School of Information Systems, Singapore Management University, Singapore"," School of Information Systems, Singapore Management University, Singapore",Manifold learning for jointly modeling topic and visualization
12," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",Partial multi-view clustering
13," School of Computer, National University of Defense Technology, Changsha, China"," School of Computer, National University of Defense Technology, Changsha, China",Sample-adaptive multiple kernel learning
14," School of Electronics Engineering and Computer Science, Peking University, Beijing, China"," Microsoft Research Asia, Beijing, China",Pre-trained multi-view word embedding using two-side neural network
15," Department of Computing Science, University of Alberta, Edmonton, AB, Canada"," Department of Computing Science, University of Alberta, Edmonton, AB, Canada",Convex co-embedding
16," IBM Research, Tokyo, Tokyo, Japan"," Kyushu University, Fukuoka, Japan",Mixing-time regularized policy gradient
17," NTT Service Evolution Laboratories, NTT Corporation, Yokosuka-Shi, Kanagawa, Japan"," Tetherless World Constellation, Rensselaer Polytechnic Institute, Troy, NY",Semantic data representation for improving tensor factorization
18," National Key Laboratory for Novel Software Technology, Nanjing University, China and VNU-University of Engineering and Technology, Hanoi, Vietnam"," National Key Laboratory for Novel Software Technology, Nanjing University, China",Labeling complicated objects: multi-view multi-instance multi-label learning
19," The University of Tokyo, Tokyo, Japan"," The University of Tokyo, Tokyo, Japan",Online and stochastic learning with a human cognitive bias
20," Beihang University, China"," Anhui University, China",Robust non-negative dictionary learning
21," Department of Electronics, Information and Bioengineering, Politecnico di Milano, Milan, Italy"," Department of Electronics, Information and Bioengineering, Politecnico di Milano, Milan, Italy",Evolutionary dynamics of Q-learning over the sequence form
22," IIIS, Tsinghua University"," IIIS, Tsinghua University",Bagging by design (on the suboptimality of bagging)
23," Illinois Institute of Technology, Chicago, IL"," Illinois Institute of Technology, Chicago, IL",Anytime active learning
24," Department of Mathematics, Statistics & Computer Science, University of Illinois at Chicago, Chicago, IL"," Department of Mathematics, Statistics & Computer Science, University of Illinois at Chicago, Chicago, IL",On boosting sparse parities
25," Franklin W. Olin College of Engineering, Department of Engineering"," University of Pennsylvania, Computer and Information Science Department",Online multi-task learning via sparse dictionary optimization
26," Faculty of Technology, Center of Excellence 'Cognitive Interaction Technology', Bielefeld University, Bielefeld, Germany"," Faculty of Technology, Center of Excellence 'Cognitive Interaction Technology', Bielefeld University, Bielefeld, Germany",A hybrid grammar-based approach for learning and recognizing natural hand gestures
27," Department of Computer Science, University of Southern California, Los Angeles, CA"," Department of Computer Science, University of Southern California, Los Angeles, CA",Sparse compositional metric learning
28," Computer and Information Sciences, Temple University, Philadephia, PA"," Computer and Information Sciences, Temple University, Philadephia, PA",Locality preserving projection for domain adaptation with multi-objective learning
29," State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, Beijing, China"," Science and Technology on Integrated Information System Laboratory, Institute of Software, Chinese Academy of Sciences, Beijing, China",Cross-domain metric learning based on information theory
