,first-author-affiliation,last-author-affiliation,title
0," Computer, Electrical and Mathematical Sciences and Engineering Division, King Abdullah University of Science and Technology (KAUST), Thuwal, Saudi Arabia"," Computer, Electrical and Mathematical Sciences and Engineering Division, King Abdullah University of Science and Technology (KAUST), Thuwal, Saudi Arabia",Supervised transfer sparse coding
1," Machine Learning Department, Carnegie Mellon University", Microsoft Research,Active learning with model selection
2," Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong"," Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong",Multilabel classification with label correlations and missing labels
3, Vrije Universiteit Brussel, Washington State University,Combining multiple correlated reward and shaping signals by measuring confidence
4," HIIT, Aalto University, Finland"," HIIT, Aalto University and University of Helsinki, Finland",Optimal neighborhood preserving visualization by maximum satisfiability
5," MTA-SZTE Research Group on Artificial Intelligence, Hungary"," University of Paderborn, Germany",PAC rank elicitation through adaptive sampling of stochastic pairwise preferences
6," School of Computer Science, University of Massachusetts, Amherst, Amherst, Massachusetts"," School of Computer Science, University of Massachusetts, Amherst, Amherst, Massachusetts",Manifold spanning graphs
7," Electrical Engineering and Computer Science, School of Engineering, University of California, Merced"," Electrical Engineering and Computer Science, School of Engineering, University of California, Merced",LASS: a simple assignment model with Laplacian smoothing
8," Indian Institute of Technology, Bombay"," Department of Computer Science, Rice University",Distribution-aware sampling and weighted model counting for SAT
9," Department of Electrical Engineering, Computer Engineering, and Informatics, Cyprus University of Technology, Limassol, Cyprus"," Department of Electrical Engineering, Computer Engineering, and Informatics, Cyprus University of Technology, Limassol, Cyprus",Dynamic Bayesian probabilistic matrix factorization
10," Department of Electrical Engineering, Computer Engineering, and Informatics, Cyprus University of Technology, Limassol, Cyprus"," Department of Electrical Engineering, Computer Engineering, and Informatics, Cyprus University of Technology, Limassol, Cyprus",Echo-state conditional restricted Boltzmann machines
11," Machine Intelligence Laboratory, College of Computer Science, Sichuan University, Chengdu, P. R. China"," Machine Intelligence Laboratory, College of Computer Science, Sichuan University, Chengdu, P. R. China",A local non-negative pursuit method for intrinsic manifold structure preservation
12," State Key Lab of Intelligent Tech. & Systems; Tsinghua National TNList Lab; Department of Computer Science and Technology, Tsinghua University, Beijing, China"," State Key Lab of Intelligent Tech. & Systems; Tsinghua National TNList Lab; Department of Computer Science and Technology, Tsinghua University, Beijing, China",Dropout training for support vector machines
13," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",Learning with augmented class by exploiting unlabeled data
14," School of Computer Science, University of Massachusetts Amherst, Amherst, MA"," School of Computer Science, University of Massachusetts Amherst, Amherst, MA",Natural temporal difference learning
15," Department of Computer Science and Software Engineering, Laval University, Quebec City, Canada"," Department of Computer Science and Software Engineering, Laval University, Quebec City, Canada",Learning the structure of probabilistic graphical models with an extended cascading indian buffet process
16," Computer Science and Engineering, State University of New York at Buffalo"," Computer Science and Engineering, State University of New York at Buffalo",Finding median point-set using earth mover's distance
17," Yahoo! Labs, Sunnyvale, CA"," Temple University, Philadelphia, PA",Non-linear label ranking for large-scale prediction of long-term user interests
18," School of EECS, Oregon State University, Corvallis, OR"," School of EECS, Oregon State University, Corvallis, OR",HC-search for multi-label prediction: an empirical study
19," Department of Electrical Engineering and Computer Science, Case Western Reserve University, Cleveland, OH"," Department of Electrical Engineering and Computer Science, Case Western Reserve University, Cleveland, OH",Learning instance concepts from multiple-instance data with bags as distributions
20," Centre for Quantum Comp. & Intelligent Sys, University of Technology, Sydney, Australia"," Centre for Quantum Comp. & Intelligent Sys, University of Technology, Sydney, Australia",Active learning for crowdsourcing using knowledge transfer
21," INRIA Lille - team SequeL, Villeneuve d'Ascq, France"," Department of Computer Science, Rutgers",Large-scale optimistic adaptive submodularity
22," School of EECS, Oregon State University, Corvallis, Oregon"," School of EECS, Oregon State University, Corvallis, Oregon",Coactive learning for locally optimal problem solving
23," Sage Bionetworks, Seattle, WA and Department of Biomedical Engineering, Oregon Health & Science University, Portland, OR"," Sage Bionetworks, Seattle, WA and Department of Biomedical Engineering, Oregon Health & Science University, Portland, OR",Kernelized Bayesian transfer learning
24," Institute of Image Processing and Pattern Recognition, Shanghai Jiao Tong University and Centre for Quantum Computation and Intelligent Systems, University of Technology Sydney"," Institute of Image Processing and Pattern Recognition, Shanghai Jiao Tong University",ReLISH: reliable label inference via smoothness hypothesis
25," Institute of Image Processing and Pattern Recognition, Shanghai Jiao Tong University and Centre for Quantum Computation and Intelligent Systems, University of Technology Sydney"," Institute of Image Processing and Pattern Recognition, Shanghai Jiao Tong University",Signed Laplacian embedding for supervised dimension reduction
26," Key Laboratory of Machine Perception (Ministry of Education), EECS, Peking University, China"," Key Laboratory of Machine Perception (Ministry of Education), EECS, Peking University, China",Encoding tree sparsity in multi-task learning: a probabilistic framework
27, Shanghai Jiaotong University, University of Technology Sydney,Deep modeling of group preferences for group-based recommendation
28," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",Fast multi-instance multi-label learning
29," School of Informatics and Computing, Indiana University, Bloomington, Indiana"," School of Informatics and Computing, Indiana University, Bloomington, Indiana",Adaptation-guided case base maintenance
