,first-author-affiliation,last-author-affiliation,title
0," Department of Computer Science, Southern Illinois University, Carbondale, IL"," Department of Computer Science, Southern Illinois University, Carbondale, IL",Social capital in network organizations
1," School of Engineering and Applied Sciences, Harvard University"," Department of Information Systems Engineering, Ben-Gurion University of the Negev",To share or not to share? the single agent in a team decision problem
2," Graduate School of Informatics and Engineering, The University of Electro-Communications, Chofu, Tokyo, Japan"," Graduate School of Informatics and Engineering, The University of Electro-Communications, Chofu, Tokyo, Japan",Monte Carlo simulation adjusting
3," Department of Computer Science, Bar-Ilan University, Israel"," Department of Computer Science, Bar-Ilan University, Israel and Institute for Advanced Computer Studies University of Maryland, MD",Advice provision for choice selection processes with ranked options
4," North Carolina State University, Raleigh, NC"," North Carolina State University, Raleigh, NC",A knowledge representation that models memory in narrative comprehension
5," Shenzhen Graduate School, Harbin Institute of Technology, Shenzhen, China"," Shenzhen Graduate School, Harbin Institute of Technology, Shenzhen, China",Association rule hiding based on evolutionary multi-objective optimization by removing items
6," School of Computer Science and Engineering, Beihang University, Beijing, China"," School of Electrical Engineering and Computer Science, University of Ottawa, Ottawa, Canada",A model for aggregating contributions of synergistic crowdsourcing workflows
7," Insight Centre for Data Analytics, University College Cork, Ireland"," DS&OR, University of Paderborn, Paderborn, Germany",Online search algorithm configuration
8," Department of Computer Science and Engineering, Graduate School of Engineering, Nagoya Institute of Technology, Gokiso, Showa-ku, Nagoya, Japan"," Department of Computer Science and Engineering, Graduate School of Engineering, Nagoya Institute of Technology, Gokiso, Showa-ku, Nagoya, Japan",Addressing complexity in multi-issue negotiation via utility hypergraphs
9," Dept of Computer Science & Eng., Univ. of Minnesota, Minneapolis, MN"," Dept of Information Science, Tohoku Gakuin University, Tenjinzawa, Izumi-ku, Sendai",Communication-restricted exploration for small teams
10," Dalhousie University, Halifax, NS, Canada"," Dalhousie University, Halifax, NS, Canada",Genotypic versus behavioural diversity for teams of programs under the 4-v-3 keepaway soccer task
11," David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada"," David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada",A novel single-DBN generative model for optimizing POMDP controllers by probabilistic inference
12," Université du Québec à Montréal, Montreal, QC"," Université du Québec à Montréal, Montreal, QC",Partial satisfaction planning under time uncertainty with control on when objectives can be aborted
13," Department of Computer Science and Information Engineering, National Taiwan University, Taipei, Taiwan"," Department of Computer Science and Information Engineering, National Taiwan University, Taipei, Taiwan",Semantic clustering of morphologically related chinese words
14," Graduate Institute of Networking and Multimedia, National Taiwan University, Taipei, Taiwan (R.O.C)"," Department of Computer Science and Information Engineering, National Taiwan University",Crowdsourced explanations for humorous internet memes
15," Institute of Network Technology, Institute of Computing Technology (Yantai), CAS, Beijing, P.R. China"," Institute of Network Technology, Institute of Computing Technology (Yantai), CAS and Institute of Computing Technology, CAS, Beijing, P.R. China",LSDH: a hashing approach for large-scale link prediction in microblogs
16," School Of Computer Science & Technology, Wuhan University Of Technology, Wuhan, China"," College Of Computer & Control Engineering, Nankai University, Tianjin, China",Identifying domain-dependent influential microblog users: a post-feature based approach
17," School of Computer Engineering, Nanyang Technological University, Singapore"," School of Computer Engineering, Nanyang Technological University, Singapore",RepRev: mitigating the negative effects of misreported ratings
18," School of Computer Engineering, Nanyang Technological University, Singapore"," School of Computer Engineering, Nanyang Technological University, Singapore",Reputation-aware continuous double auction
19," School of Software, Tsinghua University, Tsinghua National Laboratory for Information Science and Technology, Beijing, China"," School of Software, Tsinghua University, Tsinghua National Laboratory for Information Science and Technology, Beijing, China",Computing preferences based on agents' beliefs
20," Institute of Information Engineering, Chinese Academy of sciences and Institute of Computing Technology and the University of the Chinese Academy of Sciences"," Victoria University, Melbourne, Australia",Event recommendation in event-based social networks
21," Sabancı University, İstanbul, Turkey"," Sabancı University, İstanbul, Turkey",Coordination of multiple teams of robots for an optimal global plan
22," Department of Computer Science and Engineering, University at Buffalo, Buffalo NY"," Department of Computer Science and Engineering, University at Buffalo, Buffalo NY",Inference graphs: a new kind of hybrid reasoning system
23," University of Pennsylvania, Computer and Information Science Department"," University of Pennsylvania, Computer and Information Science Department",Online multi-task gradient temporal-difference learning
24," Department of Computer Science, University of Houston, Houston, Texas"," Department of Computer Science, University of Houston, Houston, Texas",A data complexity approach to kernel selection for support vector machines
25," Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA"," Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA","A model attention and selection framework for estimation of many variables, with applications to estimating object states in large spatial environments"
26," University of Miami, Coral Gables, FL"," University of Miami, Coral Gables, FL",Converting instance checking to subsumption: a rethink for object queries over practical ontologies
27," Computer Science Department, Cornell University, Ithaca, NY"," Computer Science Department, Cornell University, Ithaca, NY",Uncovering hidden structure through parallel problem decomposition
28," School of Computer Science and Technology of Harbin Institute of Technology, Harbin, Heilongjiang, China"," School of Computer Science and Technology of Harbin Institute of Technology, Harbin, Heilongjiang, China",Representing words as lymphocytes
29," Department of Electrical and Computer Engineering, University of Illinois at Urbana-Champaign, Urbana, IL"," Department of Electrical and Computer Engineering, University of Illinois at Urbana-Champaign, Urbana, IL",Data clustering by Laplacian regularized l1-graph
