,first-author-affiliation,last-author-affiliation,title
0," Department of Electrical and Computer Engineering, Rutgers University, Piscataway, NJ"," Department of Electrical and Computer Engineering, Rutgers University, Piscataway, NJ",Improving semi-supervised target alignment via label-aware base kernels
1," College of Computer Science and Technology, Zhejiang University, Hangzhou, China"," Key Laboratory of Shanghai Education Commission for Intelligent Interaction and Cognitive Engineering, Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China",Exact subspace clustering in linear time
2," College of Computer Science and Technology, Zhejiang University, Hangzhou, China"," Key Laboratory of Shanghai Education Commission for Intelligent Interaction and Cognitive Engineering, Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China",Using the matrix ridge approximation to speedup determinantal point processes sampling algorithms
3," Electrical Engineering and Computer Science, School of Engineering, University of California, Merced"," Electrical Engineering and Computer Science, School of Engineering, University of California, Merced",The role of dimensionality reduction in classification
4," The Institute for Theoretical Computer Science, Institute for Interdisciplinary Information Sciences, Tsinghua University, Beijing, China"," Department of Computer Science and Technology, TNList Lab, State Key Lab of Intell. Tech. & Sys., Tsinghua University, Beijing, China",Small-variance asymptotics for dirichlet process mixtures of SVMs
5," School of Computer Engineering, Nanyang Technological University, Singapore"," School of Computer Engineering, Nanyang Technological University, Singapore",Learning relative similarity by stochastic dual coordinate ascent
6," Sun Yat-sen University, Guangzhou, China"," Sun Yat-sen University, Guangzhou, China",Robust multi-view spectral clustering via low-rank and sparse decomposition
7," Sun Yat-sen University, Guangzhou, China"," National University of Singapore, Singapore",Supervised hashing for image retrieval via image representation learning
8," National Engineering Laboratory for Video Technology, Key Laboratory of Machine Perception, School of EECS, Peking University, Beijing, China"," National Engineering Laboratory for Video Technology, Key Laboratory of Machine Perception, School of EECS, Peking University, Beijing, China",Efficient generalized fused lasso and its application to the diagnosis of Alzheimer's disease
9," Computer Science, University of California, Irvine"," Computer Science, University of California, Irvine",Online classification using a voted RDA method
10," Shanghai Key Laboratory of Scalable Computing and Systems, Department of Computer Science and Engineering, Shanghai Jiao Tong University, China"," National Key Laboratory for Novel Software Technology, Department of Computer Science and Technology, Nanjing University, China",Large-scale supervised multimodal hashing with semantic correlation maximization
11," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",Multi-instance learning with distribution change
12," School of Software Technology, Dalian University of Technology, Dalian, China"," School of Software Technology, Dalian University of Technology, Dalian, China",Novel density-based clustering algorithms for uncertain data
13," Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Hong Kong, China"," Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Hong Kong, China and Guangzhou HKUST Fok Ying Tung Research Institute",Robust Bayesian inverse reinforcement learning with sparse behavior noise
14," Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong"," Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong",Gradient descent with proximal average for nonconvex and composite regularization
15," Nanyang Technological University, Singapore"," The University of Queensland, Australia",Hybrid heterogeneous transfer learning through deep learning
16," Department of Computer and Information Science, Linköping University, Linköping, Sweden"," Department of Computer and Information Science, Linköping University, Linköping, Sweden",Oversubscription planning: complexity and compilability
17," University of Freiburg, Germany"," University of Basel, Switzerland",Planning as model checking in hybrid domains
18," Universidad Simón Bolívar, Caracas, Venezuela"," ICREA & DTIC Universitat Pompeu Fabra, Barcelona, Spain",Flexible and scalable partially observable planning with linear translations
19," Fondazione Bruno Kessler, Trento, Italy"," Fondazione Bruno Kessler, Trento, Italy",Using timed game automata to synthesize execution strategies for simple temporal networks with uncertainty
20," School of Computer Science, Carnegie Mellon University, Pittsburgh, PA"," School of Computer Science, Carnegie Mellon University, Pittsburgh, PA",Scheduling for transfers in pickup and delivery problems with very large neighborhood search
21," Onera, The French Aerospace Lab, Toulouse Cedex 4, France"," IRIT, Paul Sabatier University, Toulouse Cedex 4, France",Structured possibilistic planning using decision diagrams
22," Massachusetts Institute of Technology, Computer Science and Artificial Intelligence Laboratory, Cambridge, MA"," Massachusetts Institute of Technology, Computer Science and Artificial Intelligence Laboratory, Cambridge, MA",Chance-constrained probabilistic simple temporal problems
23," University of Kaiserslautern, Kaiserslautern, Germany"," University of Göttingen, Göttingen, Germany",Solving the traveling tournament problem by packing three-vertex paths
24," Paul Merage School of Business, University of California Irvine"," Advertising Sciences Group, Yahoo Labs, Sunnyvale, CA",Delivering guaranteed display ads under reach and frequency requirements
25," Department of Computer Science, New Mexico State University, Las Cruces, NM"," Department of Computer Science, New Mexico State University, Las Cruces, NM",Solving uncertain MDPs by reusing state information and plans
26," Center for Applied Autonomous Sensor Systems, Örebro University, Sweden"," Center for Applied Autonomous Sensor Systems, Örebro University, Sweden",Grandpa hates robots: interaction constraints for planning in inhabited environments
27," Vienna University of Technology, Vienna, Austria"," Vienna University of Technology, Vienna, Austria",Backdoors to planning
28," Department of Computer Science, University of Southern California"," Department of Computer Science, University of Southern California",A simple polynomial-time randomized distributed algorithm for connected row convex constraints
29," University of Freiburg, Germany"," University of Freiburg, Germany",Symbolic domain predictive control
