,first-author-affiliation,last-author-affiliation,title
0," School of Information Systems, Singapore Management University"," Computer Science and Artificial Intelligence Lab, Massachusetts Institute of Technology",Decentralized multi-agent reinforcement learning in average-reward dynamic DCOPs
1," University of Toronto, Canada"," Microsoft Research, New England",Online (budgeted) social choice
2," Department of Computer Science, University of Toronto"," Department of Computer Science, University of Toronto",A game-theoretic analysis of catalog optimization
3," Maastricht University, The Netherlands"," Maastricht University, The Netherlands",Theory of cooperation in complex social networks
4," Computer Science and Engineering, University of Michigan, Ann Arbor, MI"," Computer Science and Engineering, University of Michigan, Ann Arbor, MI",Multiagent metareasoning through organizational design
5," University of Southern California, Los Angeles, CA"," University of the Pacific, Stockton, CA",Give a hard problem to a diverse team: exploring large action spaces
6," School of Electronics and Computer Science, University of Southampton, United Kingdom"," School of Electronics and Computer Science, University of Southampton, United Kingdom",Regret-based multi-agent coordination with uncertain task rewards
7," University of Southern California, Los Angeles, CA"," University of Southern California, Los Angeles, CA",Solving zero-sum security games in discretized spatio-temporal domains
8," Dept. of Computer & Information Science, University of Massachusetts-Dartmouth, Dartmouth, MA"," Computer Engineering Department, University of Alcala, Spain",Scalable complex contract negotiation with structured search and agenda management
9," School of Computer Engineering, Nanyang Technological University"," Temasek Laboratories, National University of Singapore",SenticNet 3: a common and common-sense knowledge base for cognition-driven sentiment analysis
10," Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Science and Singapore University of Technology and Design"," CNGL, School of Computing, Dublin City University and Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Science",Joint morphological generation and syntactic linearization
11," University of Hamburg, Department of Informatics, Hamburg, Germany"," University of Hamburg, Department of Informatics, Hamburg, Germany",Improving domain-independent cloud-based speech recognition with domain-dependent phonetic post-processing
12," State Key Lab of Software Development Environment, Beihang University, Beijing, China"," State Key Lab of Software Development Environment, Beihang University, Beijing, China",Adaptive multi-compositionality for recursive neural models with applications to sentiment analysis
13," Department of Computer Science and Engineering, Michigan State University, East Lansing, Michigan"," Department of Computer Science and Engineering, Michigan State University, East Lansing, Michigan",Collaborative models for referring expression generation in situated dialogue
14," Human Computer Interactions Group, School of Computer and Communication Sciences, Swiss Federal Institute of Technology (EPFL), Lausanne, Switzerland"," Human Computer Interactions Group, School of Computer and Communication Sciences, Swiss Federal Institute of Technology (EPFL), Lausanne, Switzerland",Prediction of helpful reviews using emotions extraction
15," Department of Computer Science, University of Rochester, Rochester, NY"," Department of Computer Science, University of Rochester, Rochester, NY",Unsupervised alignment of natural language instructions with video segments
16," School of EECS, Oregon State Univserity, Corvallis OR"," School of EECS, Oregon State Univserity, Corvallis OR",Learning scripts as hidden Markov models
17, Shanghai Jiao Tong University and Microsoft Research, Microsoft Research,Learning word representation considering proximity and ambiguity
18," Department of Computer Science, University of Illinois at Urbana-Champaign"," Department of Computer Science, University of Illinois at Urbana-Champaign",On dataless hierarchical text classification
19," DIRO, Universitéde Montréal, Montréal, Québec"," DIRO, Universitéde Montréal, Montréal, Québec",Learning concept embeddings for query expansion by quantum entropy minimization
20," NTT Communication Science Laboratories, NTT Corp., Seika-cho, Soraku-gun, Kyoto, Japan"," NTT Communication Science Laboratories, NTT Corp., Seika-cho, Soraku-gun, Kyoto, Japan",Fused feature representation discovery for high-dimensional and sparse data
21," School of Computer Science and Engineering, Nanjing University of Science and Technology, China"," School of Computer Science and Engineering, Nanjing University of Science and Technology, China",Instance-based domain adaptation in NLP via in-target-domain logistic approximation
22," Department of Computer and Information Sciences, Temple University, Philadelphia, PA"," Department of Computer and Information Sciences, Temple University, Philadelphia, PA",Semi-supervised matrix completion for cross-lingual text classification
23," Human Language Technology Research Institute, University of Texas at Dallas, Richardson, TX"," Human Language Technology Research Institute, University of Texas at Dallas, Richardson, TX",Chinese overt pronoun resolution: a bilingual approach
24," Human Language Technology Research Institute, University of Texas at Dallas, Richardson, TX"," Human Language Technology Research Institute, University of Texas at Dallas, Richardson, TX",Chinese zero pronoun resolution: an unsupervised approach combining ranking and integer linear programming
25," Computer Science and Engineering, University of North Texas"," Computer Science and Engineering, University of North Texas",Extracting keyphrases from research papers using citation networks
26," Google Inc. Mountain View, CA"," School of Electronics Engineering and Computer Science, Peking University, Beijing",SUIT: a supervised user-item based topic model for sentiment analysis
27," School of Computer Science, Beijing Institute of Technology"," School of Information System, Singapore Management University",Lifetime lexical variation in social media
28, Amazon Inc., University of Pennsylvania,Detecting information-dense texts in multiple news domains
29," National Laboratory of Pattern Recognition, CASIA, Beijing, P.R. China"," National Laboratory of Pattern Recognition, CASIA, Beijing, P.R. China",Mind the gap: machine translation by minimizing the semantic gap in embedding space
