,first-author-affiliation,last-author-affiliation,title
0," Key Laboratory of Machine Perception, Ministry of Education, School of Electronics Engineering and Computer Science, Peking University, Beijing, China"," Department of Electrical and Computer Engineering, The Johns Hopkins University",A joint optimization model for image summarization based on image content and tags
1," National Lab of Pattern Recognition, Institute of Automation, Chinese Academy of Science"," National Lab of Pattern Recognition, Institute of Automation, Chinese Academy of Science",Recommendation by mining multiple user behaviors with group sparsity
2," Department of Computer Science and Technology, Tsinghua University, Beijing, P. R. China"," School of Software, Tsinghua University, Beijing, P. R. China",Learning temporal dynamics of behavior propagation in social networks
3," Department of Computing, Macquarie University, Sydney, NSW, Australia"," School of Computer Science and Technology, Soochow University, Suzhou, Jiangsu, China",Trust prediction with propagation and similarity regularization
4, Louisiana State University, Louisiana State University,Synthesis of geometry proof problems
5," Dept. of Computer Science, U. of Hartford"," Dept. of Philosophy, U. of Connecticut",GenEth: a general ethical dilemma analyzer
6," Univ. Grenoble Alpes, Grenoble, France"," Univ. Grenoble Alpes, Grenoble, France",Huffman coding for storing non-uniformly distributed messages in networks of neural cliques
7," USC Information Sciences Institute, Marina Del Rey, CA"," USC Information Sciences Institute, Marina Del Rey, CA","Where and why users ""Check in"""
8," Electrical Engineering, Princeton University, Princeton, NJ"," Ecology & Evln. Biology, Princeton University, Princeton, NJ",A machine learning approach to musically meaningful homogeneous style classification
9," Microsoft Research Cambridge, Cambridge, UK"," Microsoft Research Cambridge, Cambridge, UK",Programming by example using least general generalizations
10," Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China"," Center for Complex Network Research, Northeastern University, Boston, Massachuset",Modeling and predicting popularity dynamics via reinforced Poisson processes
11," The Robotics Institute, Carnegie Mellon University"," The Robotics Institute, Carnegie Mellon University",Joule counting correction for electric vehicles using artificial neural networks
12," Department of Computer Science and Technology, Tsinghua University, Tsinghua National Laboratory for Information Science and Technology"," Department of Computer Science and Technology, Tsinghua University, Tsinghua National Laboratory for Information Science and Technology",How do your friends on social media disclose your emotions?
13, Tsinghua University, Tsinghua University,Forecasting potential diabetes complications
14," School of Computer Science, China University of Geosciences, Wuhan, Hubei, China"," Department of Computer Science , Kent State University, Kent, OH",k-CoRating: filling up data to obtain privacy and utility
15," IBM Research, San Jose, CA"," MIT Media Lab, Cambridge, MA",Modeling subjective experience-based learning under uncertainty and frames
16," USC Marshall School of Business, Los Angeles, CA"," USC Marshall School of Business, Los Angeles, CA",The importance of cognition and affect for artificially intelligent decision makers
17," Computer Science Department, The University of Texas at Austin"," Computer Science Department, The University of Texas at Austin",Efficient codes for inverse dynamics during walking
18," Technical University of Catalonia, Barcelona, Spain"," Technical University of Catalonia, Barcelona, Spain",An agent-based model studying the acquisition of a language system of logical constructions
19," Artificial Intelligence Center, SRI International, Menlo Park, CA"," Artificial Intelligence Center, SRI International, Menlo Park, CA",Large-scale analogical reasoning
20," Computer Science and Engineering, State University of New York at Buffalo, NY"," Computer Science and Engineering, State University of New York at Buffalo, NY",Learning compositional sparse models of bimodal percepts
21," Qualitative Reasoning Group, Northwestern University, Evanston, IL"," Qualitative Reasoning Group, Northwestern University, Evanston, IL",Using narrative function to extract qualitative information from natural language texts
22," Design & Intelligence Laboratory, School of Interactive Computing, Georgia Institute of Technology, Atlanta, GA"," Design & Intelligence Laboratory, School of Interactive Computing, Georgia Institute of Technology, Atlanta, GA",Confident reasoning on Raven's progressive matrices tests
23," Computer Science and Engineering Division, University of Michigan, Ann Arbor, Michigan"," Computer Science and Engineering Division, University of Michigan, Ann Arbor, Michigan",Learning goal-oriented hierarchical tasks from situated interactive instruction
24," Knexus Research Corporation, Springfield, VA"," Naval Research Laboratory, Washington, DC",Learning unknown event models
25," Department of Computer Science, University of Auckland, Auckland, New Zealand"," Department of Computer Science, University of Auckland, Auckland, New Zealand",Social planning: achieving goals by altering others' mental states
26," Department of Computer Science and Engineering, The University of Minnesota, Twin Cities"," Department of Computer Science and Engineering, The University of Minnesota, Twin Cities",Spatio-temporal consistency as a means to identify unlabeled objects in a continuous data field
27," Universität Stuttgart, Institut für Formale Methoden der Informatik, Stuttgart, Germany"," Albert-Ludwigs-Universität Freiburg, Institut für Informatik, Freiburg, Germany",Placement of loading stations for electric vehicles: no detours necessary!
28, Ecole Polytechnique Federale de Lausanne, Ecole Polytechnique Federale de Lausanne,A region-based model for estimating urban air pollution
29," Department of Computer and Information Sciences, Temple University"," Department of Computer and Information Sciences, Temple University",Spatial scan for disease mapping on a mobile population
