,first-author-affiliation,last-author-affiliation,title
0," NUS Graduate School for Integrative Sciences and Engineering, National University of Singapore, Singapore and School of Computing, National University of Singapore, Singapore"," NUS Graduate School for Integrative Sciences and Engineering, National University of Singapore, Singapore and School of Computing, National University of Singapore, Singapore",From tweets to wellness: wellness event detection from Twitter streams
1," Yahoo Labs, Sunnyvale, California"," Yahoo Labs, Sunnyvale, California","""8 amazing secrets for getting more clicks"": detecting clickbaits in news streams using article informality"
2, University of Maryland," FX Palo Alto Laboratory, Palo Alto, CA",Business-aware visual concept discovery from social media for multimodal business venue recognition
3," College of Computer Science, Zhejiang University"," College of Computer Science, Zhejiang University",Capturing semantic correlation for item recommendation in tagging systems
4," Key Laboratory of Machine Perception (Ministry of Education), School of Electronics Engineering and Computer Science, Peking University, Beijing, China"," Key Laboratory of Machine Perception (Ministry of Education), School of Electronics Engineering and Computer Science, Peking University, Beijing, China",Identifying sentiment words using an optimization model with L1 regularization
5," College of Computer Science, Zhejiang University and the Key Lab of Big Data Intelligent Computing of Zhejiang Province, China"," School of Computing Science, Simon Fraser University, Canada",Community-based question answering via heterogeneous social network learning
6," Department of Computer Science and Engineering, Texas A&M University"," Department of Computer Science and Engineering, Texas A&M University","College towns, vacation spots, and tech hubs: using geo-social media to model and compare locations"
7," BJ ER Center of HVLIP&CC, School of Comp. Sci., Beijing Institute of Technology, Beijing, China"," Department of Computer Science, Hong Kong Baptist University , Hong Kong, China",Inferring a personalized next point-of-interest recommendation model with latent behavior patterns
8," University of California, San Diego"," University of California, San Diego",VBPR: visual Bayesian Personalized Ranking from implicit feedback
9," Baidu Inc. No. 10, Beijing, China"," Baidu Inc. No. 10, Beijing, China",Improved neural machine translation with SMT features
10," Nanyang Technological University, Singapore"," Nanyang Technological University, Singapore",A scalable framework to choose sellers in e-marketplaces using POMDPs
11," School of Computer Science and Technology, Tianjin University, Tianjin, China"," College of Math and Computer Science, Institute for Systems Biology, Jianghan University, Wuhan, China and Department of Computer Science and Engineering, Washington University, St. Louis, MO",Detect overlapping communities via ranking node popularities
12," Department of Computer Science, Southern Illinois University, Carbondale, IL"," Department of Computer Science, Southern Illinois University, Carbondale, IL",Top-N recommender system via matrix completion
13," Department of Computer Science, Illinois Institute of Technology, Chicago, IL"," Department of Computer Science, Illinois Institute of Technology, Chicago, IL",Robust text classification in the presence of confounding bias
14," Center for Research on Intelligent Perception and Computing, National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences"," Center for Research on Intelligent Perception and Computing, National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences",Predicting the next location: a recurrent model with spatial and temporal contexts
15," School of Computing, National University of Singapore, Singapore"," School of Computing, National University of Singapore, Singapore",Fortune teller: predicting your career path
16, Arizona State University, Arizona State University,Predicting online protest participation of social media users
17," Computer School, Wuhan University, Wuhan, China"," Computer School, Wuhan University, Wuhan, China",Context-sensitive Twitter sentiment classification using neural network
18, Carnegie Mellon University, Carnegie Mellon University,ClaimEval: integrated and flexible framework for claim evaluation using credibility of sources
19," Australian National University, Canberra, ACT, Australia and NICTA, Canberra, ACT, Australia"," Rakuten Kobo Inc., Toronto, Canada",On the effectiveness of linear models for one-class collaborative filtering
20," CG Research Team, Electronics and Telecommunications Research Institute, School of Electrical Engineering, Korea Advanced Institute of Science and Technology"," School of Electrical Engineering, Korea Advanced Institute of Science and Technology",Supervised hashing via uncorrelated component analysis
21," Max Planck Institute for Informatics, Germany"," Max Planck Institute for Informatics, Germany",Commonsense in parts: mining part-whole relations from the web and image tags
22, Yahoo Labs, Arizona State University,Recommendation with social dimensions
23," Dept. Computer Science, VU University Amsterdam, Amsterdam, The Netherlands"," Faculty of Computer Science, Technische Universität Dresden, Dresden, Germany",Column-oriented Datalog materialization for Large Knowledge graphs
24," School of Computer Science and Technology, Tianjin University, Tianjin, China and Department of Computer Science and Engineering, Washington University in St. Louis, St. Louis, MO"," College of Math and Computer Science, Institute for Systems Biology, Jianghan University, Wuhan, Hubei, China and Department of Computer Science and Engineering, Washington University in St. Louis, St. Louis, MO",Semantic community identification in large attribute networks
25," Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences, China and University of Chinese Academy of Sciences, China"," Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences, China",Unfolding temporal dynamics: predicting social media popularity using multi-scale temporal decomposition
26, University of Science and Technology of China, University of Science and Technology of China,Modeling users' preferences and social links in Social Networking Services: a joint-evolving perspective
27," Key Laboratory of Computer Network and Information Integration of State Education Ministry, School of Computer Science and Engineering, Southeast University, China"," Key Laboratory of Computer Network and Information Integration of State Education Ministry, School of Computer Science and Engineering, Southeast University, China",Cross-lingual taxonomy alignment with Bilingual Biterm Topic Model
28," Department of Mathematics, Wuhan University of Technology, China"," School of Information Systems, Singapore Management University, Singapore",Online cross-modal hashing for web image retrieval
29, Pohang University of Science and Technology (POSTECH), Yonsei University,Understanding emerging spatial entities
30," Department of Computer Science, University of Rochester, Rochester, NY"," Snapchat Inc, Venice, CA",Building a large scale dataset for image emotion recognition: the fine print and the benchmark
31," Shenzhen Research Institute, The Chinese University of Hong Kong, Shenzhen, China and Department of Computer Science & Engineering, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong"," Shenzhen Research Institute, The Chinese University of Hong Kong, Shenzhen, China and Department of Computer Science & Engineering, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong",STELLAR: spatial-temporal latent ranking for successive point-of-interest recommendation
