,first-author-affiliation,last-author-affiliation,title
0," Dept. of Computer Science, University of Texas (Dallas), Richardson, TX"," Dept. of Computer Science, University of Texas (Dallas), Richardson, TX",Unsupervised feature selection by heuristic search with provable bounds on suboptimality
1," Graduate School of Arts and Sciences, The University of Tokyo"," Graduate School of Arts and Sciences, The University of Tokyo",Tiebreaking strategies for A* search: how to explore the final frontier
2, Arizona State University, Xerox Research Center India,CAPReS: context aware persona based recommendation for shoppers
3, LAMSADE — Université Paris-Dauphine," School of Computer Science and Engineering, The University of New South Wales",Nested Monte Carlo search for two-player games
4," University of California, Irvine, Irvine, California"," UPC Barcelona Tech, Barcelona, Spain",Look-ahead with Mini-Bucket heuristics for MPE
5," Department of Computer Science, University of British Columbia, Canada"," Department of Computer Science, University of British Columbia, Canada",Solving the station repacking problem
6," TU Wien, Vienna, Austria"," TU Wien, Vienna, Austria",The complexity landscape of decompositional parameters for ILP
7," Department of General Systems Studies, Graduate School of Arts and Sciences, The University of Tokyo"," Department of General Systems Studies, Graduate School of Arts and Sciences, The University of Tokyo",Abstract Zobrist hashing: an efficient work distribution method for parallel best-first search
8," School of Computational Science & Engineering, Georgia Institute of Technology"," School of Computational Science & Engineering, Georgia Institute of Technology",Learning to branch in Mixed Integer Programming
9," Institute for Interdisciplinary Information Sciences, Tsinghua University"," Management Science and Information Systems, Rutgers University",Local search for hard SAT formulas: the strength of the polynomial law
10," Department of Electrical and Computer Engineering, National University of Singapore"," Department of Electrical and Computer Engineering, National University of Singapore",Fast proximal linearized alternating Direction Method of Multiplier with Parallel Splitting
11," Dept. of Computer Science, DigiPen Institute of Technology, Redmond, WA"," Dept. of Computer Science, University of Denver, Denver, CO",Combining bounding boxes and JPS to prune grid pathfinding
12," Rutgers, The State University of New Jersey, Piscataway, NJ"," Rutgers, The State University of New Jersey, Piscataway, NJ",Fast ADMM algorithm for distributed optimization with adaptive penalty
13," Saarland University, Saarbrücken, Germany"," Saarland University, Saarbrücken, Germany",Towards clause-learning state space search: learning to recognize dead-ends
14," Ben Gurion University of the Negev, Be'er Sheva, Israel"," Ben Gurion University of the Negev, Be'er Sheva, Israel",Implementing troubleshooting with batch repair
15," School of Computing, Informatics, and Decision Systems Engineering, Arizona State University"," School of Computing, Informatics, and Decision Systems Engineering, Arizona State University",A combinatorial search perspective on diverse solution generation
16," University of Toronto, Toronto, Canada"," University of Alberta, Edmonton, Canada",On the completeness of best-first search variants that use random exploration
17," Department of Electronic Engineering, Shanghai Jiao Tong University, China"," School of Computer Science, McGill University, Canada",DRIMUX: dynamic rumor influence minimization with user experience in social networks
18," School of Mathematical Sciences, Dalian University of Technology, Dalian, China"," School of Mathematical Sciences, Dalian University of Technology, Dalian, China and National Engineering Research Center of Digital Life, Guangzhou, China",Linearized Alternating Direction Method with penalization for nonconvex and nonsmooth optimization
19," School of Computer Science and Information Technology, Northeast Normal University, Changchun, China and Symbol Computation and Knowledge Engineer of Ministry of Education, Jilin University, Changchun, China"," School of Computer Science and Information Technology, Northeast Normal University, Changchun, China and Symbol Computation and Knowledge Engineer of Ministry of Education, Jilin University, Changchun, China",Two efficient local search algorithms for Maximum Weight Clique problem
20," Key Laboratory of Machine Perception (MOE), School of EECS, Peking University, P. R. China"," Key Laboratory of Machine Perception (MOE), School of EECS, Peking University, P. R. China",Relaxed majorization-minimization for non-smooth and non-convex optimization
21," Electrical Engineering and Computer Science, Vanderbilt University, Nashville, TN"," Electrical Engineering and Computer Science, Vanderbilt University, Nashville, TN",Submodular optimization with routing constraints
