,first-author-affiliation,last-author-affiliation,title
0," Discovery Analytics Center, Department of Computer Science, Virginia Tech"," Discovery Analytics Center, Department of Computer Science, Virginia Tech",Inferring multi-dimensional ideal points for US Supreme Court Justices
1, Tsinghua University, Tsinghua University,Little is much: bridging cross-platform behaviors through overlapped crowds
2," School of Information Engineering, Zhejiang University of Technology, Hangzhou, China"," Department of Computer Science, Aston University, Birmingham, UK",Scientific ranking over heterogeneous academic hypernetwork
3," Department of Computer Science, University of Virginia, Charlottesville, VA"," Department of Computer Science, University of Virginia, Charlottesville, VA",MUST-CNN: a multilayer shift-and-stitch deep convolutional architecture for sequence-based protein structure prediction
4," Biocomplexity Institute of Virginia Tech, Virginia Tech"," Department of Computer Science, Virginia Tech and Biocomplexity Institute of Virginia Tech, Virginia Tech",Hospital stockpiling problems with inventory sharing
5, Northwestern University, MIT,Predicting ICU mortality risk by grouping temporal trends from a multivariate panel of physiologic measurements
6," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China"," Disney Research Pittsburgh, Lower Level",Learning to generate posters of scientific papers
7," Department of Electrical & Computer Engineering, Northeastern University, Boston, MA"," Department of Electrical & Computer Engineering, Northeastern University, Boston, MA and College of Computer & Information Science, Northeastern University, Boston, MA",Face behind makeup
8," Department of Computer Science and Technology, Tsinghua National Laboratory for Information Science and Technology (TNList), Tsinghua University, China"," Department of Computer Science and Technology, Tsinghua National Laboratory for Information Science and Technology (TNList), Tsinghua University, China",Social role-aware emotion contagion in image social networks
9," PROSPCTUS Lab, Department of Computer Science, University of Sherbrooke, Canada"," PROSPCTUS Lab, Department of Computer Science, University of Sherbrooke, Canada",Survival prediction by an integrated learning criterion on intermittently varying healthcare data
10," Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China"," Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China",On the minimum Differentially Resolving Set problem for diffusion source inference in networks
