,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
99,99,Xiaoqin Zhang,Wenzhou University,Yi Ma,Microsoft Research,Simultaneous Rectification and Alignment via Robust Recovery of Low-rank Tensors.
100,100,Tamir Hazan,Technion,Tommi Jaakkola,MIT,Learning Efficient Random Maximum A-Posteriori Predictors with Non-Decomposable Loss Functions.
101,101,Nitish Srivastava,Apple Inc,Russ Salakhutdinov,Carnegie Mellon University,Discriminative Transfer Learning with Tree-based Priors.
102,102,Roger Grosse,University of Toronto,Russ Salakhutdinov,Carnegie Mellon University,Annealing between distributions by averaging moments.
103,103,David Carlson,Duke University,Lawrence Carin,Duke University,Real-Time Inference for a Gamma Process Model of Neural Spiking.
104,104,Antoine Bordes,Université de Technologie de Compiègne (UTC),Oksana Yakhnenko,Google Research,Translating Embeddings for Modeling Multi-relational Data.
105,105,James Martens,University of Toronto,Richard Zemel,Vector Institute/University of Toronto,On the Expressive Power of Restricted Boltzmann Machines.
106,106,Bernardino Romera-Paredes,University College London,Massimiliano Pontil,IIT & UCL,A New Convex Relaxation for Tensor Completion.
107,107,Nan Du,Georgia Tech,Hongyuan Zha,Georgia Tech,Scalable Influence Estimation in Continuous-Time Diffusion Networks.
108,108,Aurel A Lazar,Columbia University,Yevgeniy B Slutskiy,Columbia University,"Multisensory Encoding, Decoding, and Identification."
109,109,Nicolas Heess,Gatsby Unit,John Winn,Microsoft Research,Learning to Pass Expectation Propagation Messages.
110,110,Jerry Zhu,University of Wisconsin-Madison,Jerry Zhu,University of Wisconsin-Madison,Machine Teaching for Bayesian Learners in the Exponential Family.
111,111,Evan W Archer,Sony AI,Jonathan W Pillow,UT Austin,Bayesian entropy estimation for binary spike train data using parametric prior knowledge.
112,112,Richard Socher,MetaMind,Andrew Y Ng,DeepLearning.AI,Zero-Shot Learning Through Cross-Modal Transfer.
113,113,Asrar Ahmed,Singapore Management University,Patrick Jaillet,MIT,Regret based Robust Solutions for Uncertain Markov Decision Processes.
114,114,Qiang Cheng,Tsinghua University,Alexander Ihler,UC Irvine,Variational Planning for Graph-based MDPs.
115,115,Sinead Williamson,UT Austin,Eric Xing,Petuum Inc. /  Carnegie Mellon University,Restricting exchangeable nonparametric distributions.
116,116,Richard Socher,MetaMind,Andrew Y Ng,DeepLearning.AI,Reasoning With Neural Tensor Networks for Knowledge Base Completion.
117,117,Botond Cseke,University of Edinburgh,Guido Sanguinetti,University of Edinburgh,Approximate inference in latent Gaussian-Markov models from continuous time observations.
118,118,Shinichi Nakajima,Technische Universität Berlin,Ichiro Takeuchi,Nagoya Institute of Technology,Global Solver and Its Efficient Approximation for Variational Bayesian Low-rank Subspace Clustering.
