,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
299,299,Brendan McMahan,Google,Jacob D Abernethy,University of Michigan,Minimax Optimal Algorithms for Unconstrained Linear Optimization.
300,300,Eunho Yang,IBM Research,Zhandong Liu,Baylor College of Medicine,On Poisson Graphical Models.
301,301,Yannick Schwartz,INRIA,Gael Varoquaux,"Parietal Team, INRIA",Mapping paradigm ontologies to and from the brain.
302,302,Min Xiao,Temple University,Yuhong Guo,Carleton University,A Novel Two-Step Method for Cross Language Representation Learning.
303,303,Erich Kummerfeld,CMU,David Danks,Carnegie Mellon University,Tracking Time-varying Graphical Structure.
304,304,Viet-An Nguyen,Facebook,Philip Resnik,University of Maryland,Lexical and Hierarchical Topic Regression.
305,305,Ian Osband,DeepMind,Benjamin Van Roy,Stanford University,(More) Efficient Reinforcement Learning via Posterior Sampling.
306,306,Sasha Rakhlin,University of Pennsylvania,Karthik Sridharan,University of Pennsylvania,"Optimization, Learning, and Games with Predictable Sequences."
307,307,Anshumali Shrivastava,Rice University,Ping Li,Baidu Research USA,Beyond Pairwise: Provably Fast Algorithms for Approximate $k$-Way  Similarity Search.
308,308,Xiao-Ming Wu,Columbia University,Shih-Fu Chang,Columbia University,Analyzing the Harmonic Structure in Graph-Based Learning.
309,309,Lei Shi,Baidu,Lei Shi,Baidu,Sparse Additive Text Models with Low Rank Background.
310,310,Marcus Rohrbach,Facebook AI Research,Bernt Schiele,Max Planck Institute for Informatics,Transfer Learning in a Transductive Setting.
311,311,Suvrit Sra,MIT,Reshad Hosseini,MPI Tübingen,Geometric optimisation on positive definite matrices for elliptically contoured distributions.
312,312,Ichiro Takeuchi,Nagoya Institute of Technology,Shinichi Nakajima,Technische Universität Berlin,Parametric Task Learning.
313,313,Bogdan Savchynskyy,University of Heidelberg,Christoph Schnörr,University of Heidelberg,Global MAP-Optimality by Shrinking the Combinatorial Search Area with Convex Relaxation.
314,314,Matthew Lawlor,Yale University,Steven W Zucker,Yale University,"Third-Order Edge Statistics: Contour Continuation, Curvature, and Cortical Connections."
315,315,Carl Doersch,CMU,Alexei A Efros,UC Berkeley,Mid-level Visual Element Discovery as Discriminative Mode Seeking.
316,316,Josh S Merel,Columbia University,Liam Paninski,Columbia University,A multi-agent control framework for co-adaptation in brain-computer interfaces.
317,317,Matjaz Jogan,University of Pennsylvania,Alan A Stocker,University of Pennsylvania,Optimal integration of visual speed across different spatiotemporal frequency channels.
318,318,David J Weiss,University of Pennsylvania,Ben Taskar,University of Washington,Learning Adaptive Value of Information for Structured Prediction.
