,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
339,339,Michiel Hermans,Ghent University,Benjamin Schrauwen,Ghent University,Training and Analysing Deep Recurrent Neural Networks.
340,340,Prashanth L.A.,INRIA,Mohammad Ghavamzadeh,Facebook AI Research,Actor-Critic Algorithms for Risk-Sensitive MDPs.
341,341,Jamie Shotton,Microsoft Research,Antonio Criminisi,Microsoft Research,Decision Jungles: Compact and Rich Models for Classification.
342,342,Nima Taghipour,KU Leuven,Hendrik Blockeel,KU Leuven,First-order Decomposition Trees.
343,343,Beomjoon Kim,McGill University,Doina Precup,McGill University / Mila / DeepMind Montreal,Learning from Limited Demonstrations.
344,344,Adhiraj Somani,NUS,Wee Sun Lee,National University of Singapore,DESPOT: Online POMDP Planning with Regularization.
345,345,Leonidas Lefakis,EPFL/Idiap,François Fleuret,University of Geneva,Reservoir Boosting : Between Online and Offline Ensemble Learning.
346,346,Wojciech Samek,TU Berlin,Motoaki Kawanabe,ATR,Robust Spatial Filtering with Beta Divergence.
347,347,Christian Szegedy,Google,Dumitru Erhan,Google,Deep Neural Networks for Object Detection.
348,348,Qianli Liao,Massachusetts Institute of Technology,Tomaso Poggio,Massachusetts Institute of Technology,Learning invariant representations and applications to face verification.
349,349,Carlos J Becker,EPFL,Pascal Fua,"EPFL, Switzerland",Non-Linear Domain Adaptation with Boosting.
350,350,Ashesh Jain,Lyft,Ashutosh Saxena,Cornell University,Learning Trajectory Preferences for  Manipulators via Iterative Improvement.
351,351,Vibhav Vineet,Oxford Brookes University,Philip Torr,University of Oxford,"Higher Order Priors for Joint Intrinsic Image, Objects, and Attributes Estimation."
352,352,Aswin Raghavan,Oregon State University,Prasad Tadepalli,Oregon State University,Symbolic Opportunistic Policy Iteration for Factored-Action MDPs.
353,353,Siwei Lyu,SUNY at Albany,Xin Wang,SUNY at Albany,On Algorithms for Sparse Multi-factor NMF.
354,354,Jing Xiang,CMU,Seyoung Kim,CMU,A* Lasso for Learning a Sparse Bayesian Network Structure for Continuous Variables.
355,355,Nataliya Shapovalova,Simon Fraser University,Greg Mori,Borealis AI,Action is in the Eye of the Beholder: Eye-gaze Driven Model for Spatio-Temporal Action Localization.
356,356,Daniel Bartz,TU Berlin,Klaus-Robert Müller,TU Berlin,Generalizing Analytic Shrinkage for Arbitrary Covariance Structures.
357,357,Dan Rosenbaum,The Hebrew University,Yair Weiss,Hebrew University,Learning the Local Statistics of Optical Flow.
358,358,Shiau-Hong Lim,National University of Singapore,Shie Mannor,Technion,Reinforcement Learning in Robust Markov Decision Processes.
