,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
0,0,Liu Yang,CMU,Jaime Carbonell,CMU,Buy-in-Bulk Active Learning.
1,1,Yasin Abbasi Yadkori,DeepMind,Csaba Szepesvari,DeepMind / University of Alberta,Online Learning in Markov Decision Processes with Adversarially Chosen Transition Probability Distributions.
2,2,Tamir Hazan,Technion,Tommi Jaakkola,MIT,On Sampling from the Gibbs Distribution with Random Maximum A-Posteriori Perturbations.
3,3,Divyanshu Vats,Rice University,Richard Baraniuk,Rice University,"When in Doubt, SWAP: High-Dimensional Sparse Recovery from Correlated Measurements."
4,4,Aaron van den Oord,,Benjamin Schrauwen,Ghent University,Deep content-based music recommendation.
5,5,Daniel S Levine,Massachusetts Institute of Technology,Jonathan How,MIT,Sensor Selection in High-Dimensional Gaussian Trees with Nuisances.
6,6,David Pfau,DeepMind,Liam Paninski,Columbia University,Robust learning of low-dimensional dynamics from large neural ensembles.
7,7,Brian McWilliams,ETH Zurich,Joachim M Buhmann,ETH Zurich,Correlated random features for fast semi-supervised learning.
8,8,Abhradeep Guha Thakurta,Stanford University & Microsoft,Adam Smith,Pennsylvania State University,(Nearly) Optimal Algorithms for Private Online Learning in Full-information and Bandit Settings.
9,9,Hossein Azari Soufiani,Harvard University,Lirong Xia,Harvard University,Generalized Method-of-Moments for Rank Aggregation.
10,10,Victor Gabillon,INRIA,S. Muthukrishnan,Rutgers University,Adaptive Submodular Maximization in Bandit Setting.
11,11,Martin Mevissen,IBM Research,Jia Yuan Yu,IBM Research,Data-driven Distributionally Robust Polynomial Optimization.
12,12,Fang Zhao,Chinese Academy of Sciences,Tieniu Tan,Chinese Academy of Sciences,Relevance Topic Model for Unstructured Social Group Activity Recognition.
13,13,Francesca Petralia,Mt Sinai School of Medicine,David B Dunson,Duke University,Multiscale Dictionary Learning for Estimating Conditional Distributions.
14,14,Kamalika Chaudhuri,UCSD,Staal A Vinterbo,UC San Diego,A Stability-based Validation Procedure for Differentially Private Machine Learning.
15,15,Hossein Azari Soufiani,Harvard University,David Parkes,Harvard University,Generalized Random Utility Models with Multiple Types.
16,16,Deepti Pachauri,3M,Vikas Singh,UW-Madison,Solving the multi-way matching problem by permutation synchronization.
17,17,Anima Anandkumar,Caltech,Sham M Kakade,Microsoft Research,When are Overcomplete Topic Models Identifiable? Uniqueness of Tensor Tucker Decompositions with Structured Sparsity.
18,18,Shahin Shahrampour,University of Pennsylvania,Ali Jadbabaie,University of Pennsylvania,Online Learning of Dynamic Parameters in Social Networks.
