,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
119,119,Elias Bareinboim,Purdue University ,Judea Pearl,UCLA,Transportability from Multiple Environments with Limited Experiments.
120,120,Ioannis Mitliagkas,University of Montreal,Prateek Jain,Microsoft Research,"Memory Limited, Streaming PCA."
121,121,Troy Lee,Centre for Quantum Technologies,Adi Shraibman,Weizmann Institute of Science,Matrix Completion From any Given Set of Observations.
122,122,Yao-Liang Yu,University of Waterloo,Yao-Liang Yu,University of Waterloo,On Decomposing the Proximal Map.
123,123,Nagarajan Natarajan,"Microsoft Research, India",Ambuj Tewari,University of Michigan,Learning with Noisy Labels.
124,124,Guy Van den Broeck,UCLA,Adnan Darwiche,UCLA,On the Complexity and Approximation of Binary Evidence in Lifted Inference.
125,125,Stefan Wager,Stanford University,Percy Liang,Stanford University,Dropout Training as Adaptive Regularization.
126,126,Cristina Savin,University of Cambridge,Mate Lengyel,University of Cambridge,Correlations strike back (again): the case of associative memory retrieval.
127,127,Fang Han,Johns Hopkins University,Han Liu,Tencent AI Lab,Robust Sparse Principal Component Regression under the High Dimensional Elliptical Model.
128,128,Martin Slawski,Saarland University,Pavlo Lutsik,Saarland University,Matrix factorization with binary components.
129,129,Pierre Baldi,UC Irvine,Peter Sadowski,University of Hawai‘i,Understanding Dropout.
130,130,Krzysztof M Choromanski,Google Brain Robotics,Kui Tang,Columbia University,Adaptive Anonymity via $b$-Matching.
131,131,Yacine Jernite,Facebook FAIR NYC,David Sontag,MIT,Discovering Hidden Variables in Noisy-Or Networks using Quartet Tests.
132,132,Cheston Tan,"Institute for Infocomm Research, Singapore",Tomaso Poggio,MIT,Neural representation of action sequences: how far can a simple snippet-matching model take us?.
133,133,Jeff W Miller,Brown University,Matthew T Harrison,Brown University,A simple example of Dirichlet process mixture inconsistency for the number of components.
134,134,Marius Pachitariu,"Gatsby Unit, UCL",Maneesh Sahani,"Gatsby Unit, UCL",Recurrent linear models of simultaneously-recorded neural   populations.
135,135,Justin Domke,NICTA,Justin Domke,NICTA,Structured Learning via Logistic Regression.
136,136,Christian Albers,University of Bremen,Klaus R Pawelzik,Universität Bremen,Perfect Associative Learning with Spike-Timing-Dependent Plasticity.
137,137,Amin Karbasi,Yale University,Lav R Varshney,IBM Watson Research Center,Noise-Enhanced Associative Memories.
138,138,Benigno Uria,University of Edinburgh,Hugo Larochelle,Twitter,RNADE: The real-valued neural autoregressive density-estimator.
