,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
219,219,Ira Shavitt,Weizmann Institute of Science,Eran Segal,Weizmann Institute of Science,Regularization Learning Networks: Deep Learning for Tabular Datasets.
220,220,Namrata Anand,Stanford University,Possu Huang,Stanford University,Generative modeling for protein structures.
221,221,Ofir Lindenbaum,Yale,Smita Krishnaswamy,Yale University,Geometry Based Data Generation.
222,222,John Halloran,"University of California, Davis",David M Rocke,"University of California, Davis",Learning Concave Conditional Likelihood Models for Improved Analysis of Tandem Mass Spectra.
223,223,Cheng Zhang,Fred Hutchinson Cancer Research Center,Erick Matsen IV,Fred Hutchinson Cancer Research Center,Generalizing Tree Probability Estimation via Bayesian Networks.
224,224,Shuang Li,Georgia Institute of Technology,Le Song,Ant Financial & Georgia Institute of Technology,Learning Temporal Point Processes via Reinforcement Learning.
225,225,Qing Wang,Tencent AI Lab,Tong Zhang,Tencent AI Lab,Exponentially Weighted Imitation Learning for Batched Historical Data.
226,226,Murat Sensoy,Ozyegin University,Melih Kandemir,Bosch Center for Artificial Intelligence (BCAI),Evidential Deep Learning to Quantify Classification Uncertainty.
227,227,Amit Dhurandhar,IBM Research,Payel Das,IBM Research,Explanations based on the Missing: Towards Contrastive Explanations with Pertinent Negatives.
228,228,Gregory Plumb,CMU,Ameet Talwalkar,CMU,Model Agnostic Supervised Local Explanations.
229,229,Heinrich Jiang,Google Research,Maya Gupta,Google,To Trust Or Not To Trust A Classifier.
230,230,Samuel Yeom,Carnegie Mellon University,Matt Fredrikson,CMU,Hunting for Discriminatory Proxies in Linear Regression Models.
231,231,Michele Donini,Istituto Italiano di Tecnologia ,Massimiliano Pontil,IIT,Empirical Risk Minimization Under Fairness Constraints.
232,232,David Harris,University of Maryland,Thomas Pensyl,,Approximation algorithms for stochastic clustering.
233,233,David Balduzzi,DeepMind,Thore Graepel,DeepMind,Re-evaluating evaluation.
234,234,Zachary Lipton,Carnegie Mellon University,Alexandra Chouldechova,CMU,Does mitigating ML's impact disparity require treatment disparity?.
235,235,Isabel Valera,Max Planck Institute for Intelligent Systems,Manuel Gomez Rodriguez,Max Planck Institute for Software Systems,Enhancing the Accuracy and Fairness of Human Decision Making.
236,236,Samira Samadi,Georgia Tech,Santosh Vempala,Georgia Tech,The Price of Fair PCA: One Extra dimension.
237,237,Ankush Mandal,Georgia Institute of Technology,Vivek Sarkar,Georgia Institute of Technology,Topkapi: Parallel and Fast Sketches for Finding Top-K Frequent Elements.
238,238,Xiaojie Wang,The University of Melbourne,Jianzhong Qi,The University of Melbourne,KDGAN: Knowledge Distillation with Generative Adversarial Networks.
