,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
379,379,Jessie Huang,McGill University,Yang Cai,Yale University,Learning Safe Policies with Expert Guidance.
380,380,Yelong Shen,"Microsoft Research, Redmond, WA",Jianfeng Gao,"Microsoft Research, Redmond, WA",M-Walk: Learning to Walk over Graphs using Monte Carlo Tree Search.
381,381,Aaron Sidford,Stanford,Yinyu  Ye,Standord,Near-Optimal Time and Sample Complexities for Solving Markov Decision Processes with a Generative Model.
382,382,Justin Zhang,Purdue University,Elias Bareinboim,Purdue,Equality of Opportunity in Classification: A Causal Approach.
383,383,Nathan Kallus,Cornell University,Angela Zhou,Cornell University,Confounding-Robust Policy Improvement.
384,384,Tal Friedman,UCLA,Guy Van den Broeck,UCLA,Approximate Knowledge Compilation by Online Collapsed Importance Sampling.
385,385,Debarun Bhattacharjya,IBM Research,Tian Gao,IBM Research AI,Proximal Graphical Event Models.
386,386,Constantinos Daskalakis,MIT,Siddhartha Jayanti,MIT,HOGWILD!-Gibbs can be PanAccurate.
387,387,Soumendu Sundar Mukherjee,"University of California, Berkeley",Bowei Yan,Jump Trading,Mean Field for the Stochastic Blockmodel: Optimization Landscape and Convergence Issues.
388,388,Bo Dai,Google Brain,Le Song,Ant Financial & Georgia Institute of Technology,Coupled Variational Bayes via Optimization Embedding.
389,389,Shandian Zhe,University of Utah,Yishuai Du,University of Utah,Stochastic Nonparametric Event-Tensor Decomposition.
390,390,Pablo Moreno-Muñoz,Universidad Carlos III de Madrid,Mauricio Álvarez,University of Sheffield,Heterogeneous Multi-output Gaussian Process Prediction.
391,391,Nicolo Fusi,Microsoft Research,Melih Elibol,UC Berkeley,Probabilistic Matrix Factorization for Automated Machine Learning.
392,392,Jianfei Chen,RealAI,Tong Zhang,,Stochastic Expectation Maximization with Variance Reduction.
393,393,Harshil Shah,UCL,David Barber,University College London,Generative Neural Machine Translation.
394,394,Mark van der Wilk,PROWLER.io,James Hensman,PROWLER.io,Learning Invariances using the Marginal Likelihood.
395,395,Dimitrios Milios,EURECOM,Maurizio Filippone,EURECOM,Dirichlet-based Gaussian Processes for Large-scale Calibrated Classification.
396,396,Rajan Udwani,MIT,Rajan Udwani,MIT,Multi-objective Maximization of Monotone Submodular Functions with Cardinality Constraint.
397,397,Krishnakumar Balasubramanian,"University of California, Davis",Saeed Ghadimi,Princeton University,Zeroth-order (Non)-Convex Stochastic Optimization via Conditional Gradient and Gradient Updates.
398,398,Soeren Laue,Universitaet Jena,Joachim Giesen,Friedrich-Schiller-Universitat Jena,Computing Higher Order Derivatives of Matrix and Tensor Expressions.
